"Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Equisetum scirpoides","Equisetum scirpoides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,29,1,"wfo-0001108923","urn:lsid:ipni.org:names:93018-2","26602012","Equisetum scirpoides","species","wfo-4000013663","Michx.","Equisetaceae","","",NA,"Equisetum","","scirpoides","","species","Valid","Fl. Bor.-Amer. 2: 281 1803","Accepted","","",NA,"Source in seed data: tro Updated namepublishedin from Unknown   to Fl. Bor.-Amer. 2: 281 1803  , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26602012 >The Plan","http://www.theplantlist.org/tpl1.1/record/tro-26602012","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602012","",FALSE,"","",""
"Botrychium multifidum multifidum","Botrychium multifidum  multifidum",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,30,1,"wfo-0001116205","urn:lsid:ipni.org:names:1193380-2","26610816","Botrychium multifidum","species","wfo-4000005090","(S.G.Gmel.) Rupr.","Ophioglossaceae","Botrychioideae","",NA,"Botrychium","","multifidum","","species","Valid","Beitr. Pflanzenk. Russ. Reiches 11: 40 (1859)","Accepted","","wfo-0001110977",NA,"Source in seed data: tro Update namepublishedIn from Beitr. Pflanzenk. Russ. Reiches 11: 40. 1859  to Beitr. Pflanzenk. Russ. Reiches 11: 40 (1859), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t","http://www.theplantlist.org/tpl1.1/record/tro-26610816","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26610816","",TRUE,"Synonym","wfo-0001111859","Botrychium multifidum f. multifidum"
"Botrychium lanceolatum lanceolatum","Botrychium lanceolatum  lanceolatum",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,12,31,1,"wfo-0001109052","urn:lsid:ipni.org:names:17061200-1","26602176","Botrychium lanceolatum","species","wfo-4000005090","(Gmel.) Ångstr.","Ophioglossaceae","Botrychioideae","",NA,"Botrychium","","lanceolatum","","species","Valid","Bot. Not. 1854: 68 (1854)","Accepted","","wfo-0001109805",NA,"Source in seed data: tro Updated scientificnameAuthorship from (S.G.Gmel.) Ångstr. to (Gmel.) Ångstr., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26602176 >","http://www.theplantlist.org/tpl1.1/record/tro-26602176","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602176","",FALSE,"","",""
"Botrychium boreale","Botrychium boreale",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,32,1,"wfo-0001109048","urn:lsid:ipni.org:names:30012157-2","26602172","Botrychium boreale","species","wfo-4000005090","Milde","Ophioglossaceae","Botrychioideae","",NA,"Botrychium","","boreale","","species","Valid","Bot. Zeitung (Berlin) 15: 880 (1857)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bot. Zeitung (Berlin) 15: 880 1857  to Bot. Zeitung (Berlin) 15: 880 (1857), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","http://www.theplantlist.org/tpl1.1/record/tro-26602172","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602172","",FALSE,"","",""
"Botrychium pinnatum","Botrychium pinnatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,33,1,"wfo-0001110255","urn:lsid:ipni.org:names:35335-2","26603632","Botrychium pinnatum","species","wfo-4000005090","H.St.John","Ophioglossaceae","Botrychioideae","",NA,"Botrychium","","pinnatum","","species","Valid","Amer. Fern J. 19: 11 (1929)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Amer. Fern J. 19: 11 1929  to Amer. Fern J. 19: 11 (1929), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-266","http://www.theplantlist.org/tpl1.1/record/tro-26603632","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26603632","",FALSE,"","",""
"Botrychium lunaria","Botrychium lunaria",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,34,1,"wfo-0001109054","urn:lsid:ipni.org:names:17061230-1","26602178","Botrychium lunaria","species","wfo-4000005090","(L.) Sw.","Ophioglossaceae","Botrychioideae","",NA,"Botrychium","","lunaria","","species","Valid","J. Bot. (Schrader) 1800(2): 110. 1801 1800 ; & HB. 447. Chr. 365. NPfl. 470","Accepted","","wfo-0001109800",NA,"Source in seed data: tro Updated namepublishedIn from J. Bot. (Schrader) 1800(2): 110 1801  to J. Bot. (Schrader) 1800(2): 110. 1801 1800 ; & HB. 447. Chr. 365. NPfl. 470, information provided by Alan E. on email Oct. 12 2020 More details could be found ","http://www.theplantlist.org/tpl1.1/record/tro-26602178","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602178","",FALSE,"","",""
"Botrychium minganense","Botrychium minganense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,35,1,"wfo-0001109058","urn:lsid:ipni.org:names:35291-2","26602182","Botrychium minganense","species","wfo-4000005090","Vict.","Ophioglossaceae","Botrychioideae","",NA,"Botrychium","","minganense","","species","Valid","Proc. & Trans. Roy. Soc. Canada (ser. 3) 21: 331 (1927)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Proc. & Trans. Roy. Soc. Canada 21: 331 1927  to Proc. & Trans. Roy. Soc. Canada (ser. 3) 21: 331 (1927), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=ht","http://www.theplantlist.org/tpl1.1/record/tro-26602182","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602182","",FALSE,"","",""
"Botrychium simplex","Botrychium simplex",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,36,1,"wfo-0001109060","urn:lsid:ipni.org:names:17061530-1","26602186","Botrychium simplex","species","wfo-4000005090","E.Hitchc.","Ophioglossaceae","Botrychioideae","",NA,"Botrychium","","simplex","","species","Valid","Amer. J. Sci. Arts 6: 103, t. 8. (1823)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Amer. J. Sci. Arts 6: 103, pl. 8 1823  to Amer. J. Sci. Arts 6: 103, t. 8. (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/tro-26602186","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602186","",FALSE,"","",""
"Ophioglossum azoricum","Ophioglossum azoricum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,37,1,"wfo-0001115866","urn:lsid:ipni.org:names:17167260-1","26610432","Ophioglossum azoricum","species","wfo-4000026939","C.Presl","Ophioglossaceae","Ophioglossoideae","",NA,"Ophioglossum","","azoricum","","species","Valid","Suppl. Tent. Pterid. 49. 1845 (1845)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Suppl. Tent. Pterid. 49. 1845  to Suppl. Tent. Pterid. 49. 1845 (1845), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r","http://www.theplantlist.org/tpl1.1/record/tro-26610432","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26610432","",FALSE,"","",""
"Cryptogramma stelleri","Cryptogramma stelleri",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,38,1,"wfo-0001107262","urn:lsid:ipni.org:names:17071040-1","26600105","Cryptogramma stelleri","species","wfo-4000009891","(S.G.Gmel.) Prantl","Pteridaceae","Cryptogrammoideae","",NA,"Cryptogramma","","stelleri","","species","Valid","Bot. Jahrb. Syst. 3(5): 413. 1882 [29 Dec 1882]","Accepted","","wfo-0001109836",NA,"Source in seed data: tro Updated namepublishedIn from Bot. Jahrb. Syst. 3(5): 413 1882  to Bot. Jahrb. Syst. 3(5): 413. 1882 [29 Dec 1882] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantl","http://www.theplantlist.org/tpl1.1/record/tro-26600105","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600105","",FALSE,"","",""
"Cryptogramma acrostichoides","Cryptogramma acrostichoides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,39,1,"wfo-0001109543","urn:lsid:ipni.org:names:1006906-2","26602754","Cryptogramma acrostichoides","species","wfo-4000009891","R.Br.","Pteridaceae","Cryptogrammoideae","",NA,"Cryptogramma","","acrostichoides","","species","Valid","Narr. Journey Polar Sea 767 (-768) (1823)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Narr. Journey Polar Sea 767–768 1823  to Narr. Journey Polar Sea 767 (-768) (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis","http://www.theplantlist.org/tpl1.1/record/tro-26602754","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602754","",FALSE,"","",""
"Cryptogramma sitchensis","Cryptogramma sitchensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,40,1,"wfo-0001114279","urn:lsid:ipni.org:names:17071030-1","26608673","Cryptogramma sitchensis","species","wfo-4000009891","(Rupr.) T.Moore","Pteridaceae","Cryptogrammoideae","",NA,"Cryptogramma","","sitchensis","","species","Valid","Index Fil. (T.Moore) lxvii. 1857","Accepted","","wfo-0001114280",NA,"Source in seed data: tro Updated namepublishedin from Unknown  (1857) to Index Fil. (T.Moore) lxvii. 1857 , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-2660867","http://www.theplantlist.org/tpl1.1/record/tro-26608673","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26608673","",FALSE,"","",""
"Cryptogramma crispa","Cryptogramma crispa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,41,1,"wfo-0001107261","urn:lsid:ipni.org:names:17070940-1","26600103","Cryptogramma crispa","species","wfo-4000009891","(L.) R.Br.","Pteridaceae","Cryptogrammoideae","",NA,"Cryptogramma","","crispa","","species","Valid","Narr. Journey Polar Sea : 767 (1823)","Accepted","","wfo-0001109826",NA,"Source in seed data: tro Update namepublishedIn from Gen. Fil. pl. 115B 1842  to Narr. Journey Polar Sea : 767 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","http://www.theplantlist.org/tpl1.1/record/tro-26600103","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600103","",FALSE,"","",""
"Phegopteris connectilis","Phegopteris connectilis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,42,1,"wfo-0001107380","urn:lsid:ipni.org:names:17344580-1","26600261","Phegopteris connectilis","species","wfo-4000029166","(Michx.) Watt","Thelypteridaceae","Phegopteridoideae","",NA,"Phegopteris","","connectilis","","species","Valid","Canad. Naturalist Geol. n.s., 3(2): 159. 1867 [dt. Dec 1866; issued ? 1867]","Accepted","","wfo-0001111377",NA,"Source in seed data: tro Updated namepublishedIn from Canad. Naturalist & Quart. J. Sci. n.s. 3: 29 1866  to Canad. Naturalist Geol. n.s., 3(2): 159. 1867 [dt. Dec 1866; issued ? 1867] , information provided by Alan E. on email Oct. 12 2020 More details ","http://www.theplantlist.org/tpl1.1/record/tro-26600261","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600261","",FALSE,"","",""
"Asplenium viride","Asplenium viride",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,43,1,"wfo-0001109866","urn:lsid:ipni.org:names:17053570-1","26603160","Asplenium viride","species","wfo-4000003342","Huds.","Aspleniaceae","","",NA,"Asplenium","","viride","","species","Valid","Fl. Angl. 385 (1762)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Fl. Angl. 385 1762  to Fl. Angl. 385 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26603160 >The Pla","http://www.theplantlist.org/tpl1.1/record/tro-26603160","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26603160","",FALSE,"","",""
"Athyrium filix–femina filix–fe","Athyrium filix–femina filix–fe",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,44,1,"wfo-0001107233","urn:lsid:ipni.org:names:17372750-1","26600065","Athyrium filix-femina","species","wfo-4000003575","(L.) Roth","Aspleniaceae","","",NA,"Athyrium","","filix-femina","","species","Valid","Tent. Fl. Germ. 3(1.1): 65. 1799 [Jun-Sep 1799]","Accepted","","wfo-0001110186",NA,"Source in seed data: tro Updated namepublishedIn from Tent. Fl. Germ. 3(1): 65 1800  to Tent. Fl. Germ. 3(1.1): 65. 1799 [Jun-Sep 1799] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist","http://www.theplantlist.org/tpl1.1/record/tro-26600065","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600065","",FALSE,"","",""
"Athyrium filix–femina cyclosor","Athyrium filix–femina cyclosor",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,45,1,"wfo-0001107233","urn:lsid:ipni.org:names:17372750-1","26600065","Athyrium filix-femina","species","wfo-4000003575","(L.) Roth","Aspleniaceae","","",NA,"Athyrium","","filix-femina","","species","Valid","Tent. Fl. Germ. 3(1.1): 65. 1799 [Jun-Sep 1799]","Accepted","","wfo-0001110186",NA,"Source in seed data: tro Updated namepublishedIn from Tent. Fl. Germ. 3(1): 65 1800  to Tent. Fl. Germ. 3(1.1): 65. 1799 [Jun-Sep 1799] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist","http://www.theplantlist.org/tpl1.1/record/tro-26600065","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600065","",FALSE,"","",""
"Athyrium filix–femina angust","Athyrium filix–femina angust",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,46,1,"wfo-0001107233","urn:lsid:ipni.org:names:17372750-1","26600065","Athyrium filix-femina","species","wfo-4000003575","(L.) Roth","Aspleniaceae","","",NA,"Athyrium","","filix-femina","","species","Valid","Tent. Fl. Germ. 3(1.1): 65. 1799 [Jun-Sep 1799]","Accepted","","wfo-0001110186",NA,"Source in seed data: tro Updated namepublishedIn from Tent. Fl. Germ. 3(1): 65 1800  to Tent. Fl. Germ. 3(1.1): 65. 1799 [Jun-Sep 1799] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist","http://www.theplantlist.org/tpl1.1/record/tro-26600065","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600065","",FALSE,"","",""
"Athyrium distentifolium distentifolium","Athyrium distentifolium distentifolium",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,15,47,1,"wfo-0001109489","urn:lsid:ipni.org:names:30045965-2","26602694","Athyrium distentifolium","species","wfo-4000003575","Tausch ex Opiz","Aspleniaceae","","",NA,"Athyrium","","distentifolium","","species","Valid","Kratos 2(1): 14 (1820)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Tent Fl. Crypt. Boem. 1: 14 1820  to Kratos 2(1): 14 (1820), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-2","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30045965-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602694","",FALSE,"","",""
"Athyrium distentifolium americanum","Athyrium distentifolium americanum",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,11,48,1,"wfo-0001109489","urn:lsid:ipni.org:names:30045965-2","26602694","Athyrium distentifolium","species","wfo-4000003575","Tausch ex Opiz","Aspleniaceae","","",NA,"Athyrium","","distentifolium","","species","Valid","Kratos 2(1): 14 (1820)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Tent Fl. Crypt. Boem. 1: 14 1820  to Kratos 2(1): 14 (1820), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-2","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30045965-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602694","",FALSE,"","",""
"Diplazium sibiricum","Diplazium sibiricum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,49,1,"wfo-0001116150","urn:lsid:ipni.org:names:17435900-1","26610748","Diplazium sibiricum","species","wfo-4000011939","(Turcz. ex Kunze) Sa.Kurata in Nameg.","Athyriaceae","","",NA,"Diplazium","","sibiricum","","species","Valid","Coll. & Cult. Ferns & Fern Allies 340. 1961","Accepted","","wfo-0001115856",NA,"Source in seed data: tro Updated family from Aspleniaceae to Athyriaceae, information provided by Alan E. on email April 28, 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26610748 >The Plant List v.1.1.</a> Ori","http://www.theplantlist.org/tpl1.1/record/tro-26610748","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26610748","",FALSE,"","",""
"Gymnocarpium dryopteris","Gymnocarpium dryopteris",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,50,1,"wfo-0001107317","urn:lsid:ipni.org:names:17112110-1","26600166","Gymnocarpium dryopteris","species","wfo-4000016453","(L.) Newman","Cystopteridaceae","","",NA,"Gymnocarpium","","dryopteris","","species","Valid","Phytologist 4: app. XXIV. 1851","Accepted","","wfo-0001111021",NA,"Source in seed data: tro Updated namepublishedIn from Phytologist 4: append. xxiv 1851  to Phytologist 4: app. XXIV. 1851 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/tro-26600166","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600166","",FALSE,"","",""
"Gymnocarpium continentale","Gymnocarpium continentale",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,51,1,"wfo-0001115800","urn:lsid:ipni.org:names:292163-2","26610351","Gymnocarpium jessoense  subsp. parvulum","subspecies","wfo-0001111179","Sarvela","Cystopteridaceae","","",NA,"Gymnocarpium","","jessoense","parvulum","subspecies","Valid","Ann. Bot. Fenn. 15: 103 (-104) (1978)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Ann. Bot. Fenn. 15: 103 1978  to Ann. Bot. Fenn. 15: 103 (-104) (1978), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r","http://www.theplantlist.org/tpl1.1/record/tro-26610351","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26610351","",TRUE,"Synonym","wfo-0001115795","Gymnocarpium continentale"
"Cystopteris fragilis","Cystopteris fragilis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,52,1,"wfo-0000154307","urn:lsid:ipni.org:names:17076510-1","17076510-1","Cystopteris fragilis","species","","Chiov.","Cystopteridaceae","","",NA,"Cystopteris","","fragilis","","species","","Ann. di Bot. 1: 210. 1903","Unchecked","","",NA,"Source in seed data: ipni Updated namePublishedIn from Ann. di Bot. 1: 210 1903  to Ann. di Bot. 1: 210. 1903 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/t","http://www.theplantlist.org/tpl1.1/record/ifn-55104","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","ifn-55104","",FALSE,"","",""
"Cystopteris fragilis","Cystopteris fragilis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,52,2,"wfo-0001107276","urn:lsid:ipni.org:names:30013429-2","26600121","Cystopteris fragilis","species","wfo-4000010579","(L.) Bernh.","Cystopteridaceae","","",NA,"Cystopteris","","fragilis","","species","Valid","Neues J. Bot. 1(2): 26. 1805 [Oct-Nov 1805]","Accepted","","wfo-0001108123",NA,"Source in seed data: tro Updated namepublishedIn from Neues J. Bot. 1(2): 27 1806  to Neues J. Bot. 1(2): 26. 1805 [Oct-Nov 1805] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/t","http://www.theplantlist.org/tpl1.1/record/tro-26600121","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600121","",FALSE,"","",""
