"","scientificName","speciesKey"
"1160","Carica papaya",2874484
"1161","Galinsoga parviflora",3132570
"1162","Malva parviflora",3152372
"1163","Adenanthera pavonina",2951846
"1164","Hyptis pectinata",3889976
"1165","Physalis peruviana",5341784
"1166","Neustanthus phaseoloides  var. javanicus",2977687
"1167","Neustanthus phaseoloides",2977687
"1168","Nicandra physalodes",5341754
"1169","Gomphocarpus physocarpus",3170326
"1170","Mimosa pigra",2969431
"1171","Bidens pilosa",5391845
"1172","Schkuhria pinnata",8346536
"1173","Kalanchoe pinnata",2985930
"1174","Vanilla planifolia",2803398
"1175","Sicyos polyacanthos",3623631
"1176","Gnaphalium polycaulon",5390831
"1177","Tridax procumbens",3149462
"1178","Eclipta prostrata",5384950
"1179","Mucuna pruriens  var. utilis",2951499
"1180","Centrosema pubescens",2964904
"1181","Caesalpinia pulcherrima",8078816
"1182","Euphorbia pulcherrima",3066465
"1183","Alternanthera pungens",3084949
"1184","Ipomoea purpurea",2928576
"1185","Vigna radiata",2982380
"1186","Hydrocotyle ranunculoides",3034613
"1187","Canavalia regalis",2962050
"1188","Delonix regia",2956176
"1189","Sida rhombifolia",5406735
"1190","Nicotiana rustica",2928775
"1191","Acacia saligna",2978552
"1192","Samanea saman",2972923
"1193","Digitaria sanguinalis",5289972
"1194","Sapindus saponaria",8017915
"1195","Medicago sativa",2965354
"1196","Vicia sativa",7402098
"1197","Lathyrus sativus",5356488
"1198","Richardia scabra",5337491
"1199","Mimosa scabrella",2970213
"1200","Lipotriche scandens  subsp. scandens",9571367
"1201","Dysphania schraderiana",5568322
"1202","Cortaderia selloana",2704523
"1203","Senna septemtrionalis",2957529
"1204","Alternanthera sessilis",3084939
"1205","Senna siamea",2956905
"1206","Agave sisalana",8123118
"1207","Senna spectabilis",2957438
"1208","Hyptis spicigera",7664995
"1209","Amaranthus spinosus",5384401
"1210","Datura stramonium",2928751
"1211","Pistia stratiotes",2870583
"1212","Opuntia stricta",5384075
"1213","Lantana strigocamara",4084229
"1214","Vigna subterranea",2982714
"1215","Cosmos sulphureus",3098951
"1216","Erigeron sumatrensis",10490749
"1217","Heliotropium supinum",2925777
"1218","Malva sylvestris",3152374
"1219","Phyllanthus tenellus",5381097
"1220","Schinus terebinthifolia",3660419
"1221","Tetragonia tetragonoides",5554574
"1222","Oenothera tetraptera",3188815
"1223","Cascabela thevetia",3169652
"1224","Millettia thonningii",5355788
"1225","Desmodium tortuosum",2967327
"1226","Solanum torvum",2932389
"1227","Amaranthus tricolor",5384397
"1228","Corchorus tridens",3152090
"1229","Corchorus trilocularis",3152081
"1230","Hibiscus trionum",3152560
"1231","Lipotriche triternata",9361043
"1232","Ipomoea muricata",2928510
"1233","Desmodium uncinatum",2967319
"1234","Vigna unguiculata",2982583
"1235","Stachytarpheta urticifolia",2925457
"1236","Paspalum urvillei",2705650
"1237","Linum usitatissimum",2873861
"1238","Inga vera",5357677
"1239","Mollugo verticillata",7548362
"1240","Solanum villosum",2929505
"1241","Vitis vinifera",10880324
"1242","Eragrostis virescens",7666844
"1243","Desmanthus virgatus",5360097
"1244","Amaranthus viridis",8088335
"1245","Pseudoconyza viscosa",3086704
"1246","Foeniculum vulgare",3034922
"1247","Phaseolus vulgaris",5350452
"1248","Solanum wendlandii",2932035
"1249","Tradescantia zebrina  var. zebrina",2765359
"1250","Yucca aloifolia",2775744
"1251","Cucumis anguria",7428003
"1252","Crinum asiaticum",8300891
"1253","Gossypium barbadense",3152666
"1254","Ficus benjamina",5361932
"1255","Tragus berteronianus",5290129
"1256","Digitaria bicornis",5289968
"1257","Melicoccus bijugatus",3189990
"1258","Chrysophyllum cainito",2885828
"1259","Tephrosia candida",5342186
"1260","Terminalia catappa",3189394
"1261","Cyanthillium cinereum",6445734
"1262","Cordia dichotoma",4060884
"1263","Brachiaria distachya",4114745
"1264","Ficus elastica",7835333
"1265","Malpighia emarginata",5421427
"1266","Jasminum fluminense",3172270
"1267","Thunbergia fragrans",5415458
"1268","Punica granatum",5420901
"1269","Ocimum gratissimum",2927094
"1270","Sorghum halepense",4108497
"1271","Stylosanthes hamata",2975756
"1272","Abutilon hirtum",3152619
"1273","Tamarindus indica",2975768
"1274","Eleusine indica",2705953
"1275","Clerodendrum indicum",2925349
"1276","Launaea intybacea",3144674
"1277","Leonurus japonicus",6410563
"1278","Swietenia mahagoni",3190485
"1279","Adonidia merrillii",2738434
"1280","Leonotis nepetifolia",7865314
"1281","Cocos nucifera",2735117
"1282","Eragrostis pilosa",2705400
"1283","Spondias purpurea",3190598
"1284","Brachiaria reptans",2705833
"1285","Crotalaria retusa",2942610
"1286","Gliricidia sepium",8082978
"1287","Cenchrus setaceus",5828232
"1288","Xanthium strumarium",3089154
"1289","Thymophylla tenuiloba",3144442
"1290","Indigofera tinctoria",2972043
"1291","Sphagneticola trilobata",3116842
"1292","Erythrina variegata",5349581
"1293","Crotalaria verrucosa",2942654
"1294","Stemodia verticillata",3171751
"1295","Manilkara zapota",2885158
"1296","Amaranthus albus",7905507
"1297","Symphoricarpos albus",8012439
"1298","Ailanthus altissima",3190653
"1299","Agave americana",2767031
"1300","Phytolacca americana",3084015
"1301","Senecio angulatus",4933568
"1302","Elaeagnus angustifolia",3039269
"1303","Sisyrinchium angustifolium",5296015
"1304","Erigeron annuus",3117449
"1305","Prunus armeniaca",7818643
"1306","Cycloloma atriplicifolium",11715681
"1307","Salix babylonica",5372638
"1308","Impatiens balfourii",2891783
"1309","Oenothera biennis",10111556
"1310","Amaranthus blitoides",5384395
"1311","Lepidium bonariense",5376925
"1312","Cuscuta campestris",3610757
"1313","Erigeron canadensis",3146717
"1314","Elodea canadensis",2865448
"1315","Ficus carica",5361909
"1316","Prunus cerasus",3021922
"1317","Erysimum cheiri",3048203
"1318","Buddleja davidii",3173338
"1319","Amaranthus deflexus",5384396
"1320","Cedrus deodara",5284698
"1321","Lepidium didymum",5377060
"1322","Paspalum distichum",2702529
"1323","Prunus domestica",10265757
"1324","Prunus domestica  subsp. insititia",9871293
"1325","Prunus dulcis",3022502
"1326","Carpobrotus edulis",3084842
"1327","Oenothera fallax",7915783
"1328","Azolla filiculoides",2650107
"1329","Bidens frondosa",5392174
"1330","Amorpha fruticosa",5360278
"1331","Gomphocarpus fruticosus",7150619
"1332","Chamaemelum fuscatum",7617059
"1333","Iris x germanica",5298069
"1334","Bougainvillea glabra",5384862
"1335","Eucalyptus globulus",3176787
"1336","Cardiospermum halicacabum",3189939
"1337","Inula helenium",3148340
"1338","Sporobolus indicus",4149245
"1339","Cyclospermum leptophyllum",8350395
"1340","Euphorbia maculata",3067119
"1341","Antirrhinum majus",NA
"1342","Lemna minuta",2867614
"1343","Dysphania multifida",5568361
"1344","Cymbalaria muralis",8200663
"1345","Erucastrum nasturtiifolium",5375555
"1346","Acer negundo",8718761
"1347","Morus nigra",5361888
"1348","Euphorbia nutans",3070346
"1349","Xanthium strumarium  subsp. strumarium",3089154
"1350","Iris pallida",5298069
"1351","Oenothera parodiana",7322757
"1352","Veronica peregrina",3729620
"1353","Veronica persica",3172077
"1354","Oxalis pes-caprae",7919774
"1355","Pinus pinea",5285165
"1356","Robinia pseudoacacia",5352251
"1357","Physalis pubescens",5341819
"1358","Alcea rosea",7761515
"1359","Armoracia rusticana",3041022
"1360","Cynara cardunculus",3112364
"1361","Bassia scoparia",5383936
"1362","Glebionis segetum",3141101
"1363","Cupressus sempervirens",2684030
"1364","Mentha spicata",2927175
"1365","Aralia spinosa",3036972
"1366","Xanthium spinosum",3089150
"1367","Symphyotrichum subulatum  var. squamatum",3151764
"1368","Halophila stipulacea",5329631
"1369","Oxalis stricta",9823072
"1370","Mentha suaveolens",7443035
"1371","Abutilon theophrasti",3152614
"1372","Rubia tinctorum",2892272
"1373","Helianthus tuberosus",3119175
"1374","Artemisia verlotiorum",3120790
"1375","Lepidium virginicum",5376648
"1376","Onopordum acanthium",3094900
"1377","Carduus acanthoides",9878864
"1378","Fumaria agraria",5531376
"1379","Morus alba",5361889
"1380","Alyssum alyssoides",3044855
"1381","Camelina alyssum",3042399
"1382","Allium ampeloprasum",2856037
"1383","Lamium amplexicaule",2926679
"1384","Artemisia annua",8373355
"1385","Silene antirrhina",5384747
"1386","Sagina apetala",3085405
"1387","Medicago arabica",2965527
"1388","Schismus arabicus",2704340
"1389","Malva arborea",3935079
"1390","Ammophila arenaria",10531630
"1391","Gaillardia aristata",5387859
"1392","Festuca arundinacea",2704922
"1393","Calendula arvensis",9182765
"1394","Sonchus asper",10145276
"1395","Scabiosa atropurpurea",7301010
"1396","Gynura aurantiaca",3115468
"1397","Bidens aurea",5391802
"1398","Lamarckia aurea",5289762
"1399","Cotula australis",8542672
"1400","Myosotis azorica",8405185
"1401","Tanacetum balsamita",3118254
"1402","Avena barbata",2705300
"1403","Schismus barbatus",2704341
"1404","Eragrostis barrelieri",2705431
"1405","Spergularia bocconei",8096233
"1406","Vulpia bromoides",2702740
"1407","Avena byzantina",2705292
"1408","Centaurea calcitrapa",3129000
"1409","Arctotheca calendula",3114986
"1410","Taraxacum campylodes",5394016
"1411","Panicum capillare",2705162
"1412","Crepis capillaris",5403304
"1413","Fumaria capreolata",5334218
"1414","Chenopodium carinatum",5568424
"1415","Geranium carolinianum",2890623
"1416","Daucus carota",3034742
"1417","Aira caryophyllea",4143080
"1418","Agrostis castellana",8403886
"1419","Nepeta cataria",5341499
"1420","Rhamnus cathartica",3874904
"1421","Amaranthus celosioides",5547995
"1422","Matricaria chamomilla",7397509
"1423","Euphorbia characias",3067353
"1424","Euryops chrysanthemoides",5394961
"1425","Eragrostis cilianensis",2705369
"1426","Citrullus colocynthis",2874622
"1427","Lapsana communis",3134857
"1428","Allium commutatum",2855802
"1429","Bromus commutatus",2703778
"1430","Rumex conglomeratus",10102403
"1431","Cotula coronopifolia",3112110
"1432","Anthemis cotula",5384955
"1433","Cynoglossum creticum",4064467
"1434","Rostraria cristata",5289906
"1435","Cynosurus cristatus",2704395
"1436","Sporobolus cryptandrus",2704769
"1437","Asclepias curassavica",3170241
"1438","Eragrostis curvula",2705378
"1439","Hainardia cylindrica",2705690
"1440","Cynodon dactylon",6109637
"1441","Euphorbia dentata",7542037
"1442","Chenopodium desiccatum  var. leptophylloides",3083921
"1443","Centaurea diffusa",9964834
"1444","Vicia disperma",2974981
"1445","Geranium dissectum",2890040
"1446","Brachypodium distachyon",5290143
"1447","Lepidium draba",5376961
"1448","Rorippa dubia",3053336
"1449","Trifolium dubium",5359429
"1450","Tragopogon dubius",6443709
"1451","Sclerochloa dura",2704841
"1452","Cenchrus echinatus",5289739
"1453","Cynosurus echinatus",2704394
"1454","Helminthotheca echioides",3141855
"1455","Aira elegantissima",7948459
"1456","Cuscuta epilinum",2927530
"1457","Cuscuta epithymum  var. macranthera",2927518
"1458","Cuscuta epithymum",8011758
"1459","Bromus erectus",7647071
"1460","Digitaria eriantha",5289987
"1461","Taraxacum erythrospermum",5393872
"1462","Ulex europaeus",2951984
"1463","Datura ferox",7894250
"1464","Crepis foetida",5403470
"1465","Trifolium fragiferum",5358935
"1466","Gaudinia fragilis",4149013
"1467","Salix x fragilis",5372512
"1468","Dipsacus fullonum",2888814
"1469","Silene gallica",5384848
"1470","Tamarix gallica",2874706
"1471","Chloris gayana",5289618
"1472","Chenopodium giganteum",3756077
"1473","Acmispon glaber",7274828
"1474","Hypochaeris glabra",9909259
"1475","Persicaria glabra",9213852
"1476","Oenanthe globulosa",5540405
"1477","Cerastium glomeratum",3085440
"1478","Euphorbia helioscopia",3066367
"1479","Hedera helix",3036082
"1480","Cardamine hirsuta",8378947
"1481","Herniaria hirsuta",3085797
"1482","Lathyrus hirsutus",5356382
"1483","Vaccaria hispanica",8091998
"1484","Scolymus hispanicus",5403742
"1485","Lotus palustris",2970700
"1486","Trifolium hybridum  subsp. anatolicum",6109535
"1487","Bassia hyssopifolia",5383909
"1488","Centaurea iberica",3129000
"1489","Hirschfeldia incana",7753343
"1490","Cuscuta indecora",2927498
"1491","Duchesnea indica",5365717
"1492","Plantago indica",3189762
"1493","Melilotus indicus",7469129
"1494","Barbarea intermedia",10402642
"1495","Sisymbrium irio",3046851
"1496","Lonicera japonica",11036281
"1497","Bromus japonicus",8113508
"1498","Chondrilla juncea",8537667
"1499","Salsola kali",8048496
"1500","Salsola kali  subsp. tragus",7547827
"1501","Podospermum laciniatum",8286501
"1502","Helianthus laetiflorus",3119181
"1503","Erigeron laevigatus",3126342
"1504","Moluccella laevis",2926881
"1505","Carthamus lanatus",3138230
"1506","Euphorbia lathyris",3066964
"1507","Lathyrus latifolius",5356517
"1508","Centaurium littorale",5414469
"1509","Valeriana locusta",4095244
"1510","Acacia longifolia",2979648
"1511","Reseda luteola",3040251
"1512","Persicaria maculosa",9923642
"1513","Senecio madagascariensis",3107722
"1514","Bromus madritensis",2703721
"1515","Prunus mahaleb",3022789
"1516","Vinca major",3169708
"1517","Ammi majus",8184378
"1518","Erodium malacoides",9297163
"1519","Euphorbia marginata",3064943
"1520","Silybum marianum",3145214
"1521","Cakile maritima",3048831
"1522","Lobularia maritima",5373358
"1523","Polygonum maritimum",8195379
"1524","Briza maxima",2702792
"1525","Tordylium maximum",3633319
"1526","Panicum maximum",7562245
"1527","Centaurea melitensis",3128091
"1528","Melilotus siculus",10773250
"1529","Viola japonica",5663504
"1530","Atriplex micrantha",3083680
"1531","Salvia microphylla",2927045
"1532","Lysimachia minima",7939955
"1533","Medicago minima",8073758
"1534","Briza minor",2702793
"1535","Eragrostis minor",2705449
"1536","Phalaris minor",5289752
"1537","Arctium minus",5393103
"1538","Cladanthus mixtus",3110767
"1539","Geranium molle",9827571
"1540","Oenothera anomala",3665571
"1541","Opuntia monacantha",5384142
"1542","Genista monspessulana",5347796
"1543","Cucurbita moschata",7393329
"1544","Erodium moschatum",9419993
"1545","Diplotaxis muralis",5376337
"1546","Ranunculus muricatus",3033318
"1547","Hordeum murinum",7886346
"1548","Hordeum murinum  subsp. glaucum",7886346
"1549","Hordeum murinum  subsp. leporinum",7886346
"1550","Coleostephus myconis",3092083
"1551","Alopecurus myosuroides",5290097
"1552","Vulpia myuros",2702727
"1553","Petrorhagia nanteuilii",3085622
"1554","Agrostis nebulosa",2706457
"1555","Ballota nigra  subsp. foetida",2926894
"1556","Ballota nigra",2926894
"1557","Brassica nigra",8010384
"1558","Centaurea nigrescens",3128228
"1559","Apium nodiflorum",3631293
"1560","Torilis nodosa",3632893
"1561","Carduus nutans  subsp. leiophyllus",8185959
"1562","Delairea odorata",3134183
"1563","Viola odorata",5663504
"1564","Sisymbrium officinale",3046890
"1565","Symphytum officinale",7558421
"1566","Anchusa officinalis",5662011
"1567","Borago officinalis",2926110
"1568","Calendula officinalis",5391480
"1569","Melissa officinalis",5341501
"1570","Parietaria officinalis",5361803
"1571","Salvia officinalis",2927004
"1572","Saponaria officinalis",3085360
"1573","Galega officinalis",2975667
"1574","Asplenium ceterach",2650617
"1575","Sisymbrium orientale",3046812
"1576","Persicaria orientalis",2889229
"1577","Lagurus ovatus",5290177
"1578","Urochloa panicoides",2705869
"1579","Tanacetum parthenium",3118430
"1580","Fumaria parviflora",8262068
"1581","Atriplex patula",7946044
"1582","Silene pendula",7267702
"1583","Thymophylla pentachaeta  var. belenidium",3144444
"1584","Euphorbia peplus",3066386
"1585","Sarcocornia perennis",5383932
"1586","Hypericum perforatum",10304384
"1587","Helianthus petiolaris",3119225
"1588","Gastridium phleoides",5289763
"1589","Urospermum picroides",8583004
"1590","Mentha x piperita",8707933
"1591","Echium plantagineum",2925895
"1592","Euphorbia platyphyllos",3068153
"1593","Tragopogon porrifolius",10158002
"1594","Tragopogon pratensis",5386903
"1595","Solanum pseudocapsicum",2931104
"1596","Centaurium pulchellum",7439391
"1597","Rumex pulcher",4035144
"1598","Mentha pulegium",2927189
"1599","Frankenia pulverulenta",2874692
"1600","Dysphania pumilio",5568339
"1601","Geranium purpureum",2890541
"1602","Geranium pusillum",2890212
"1603","Hordeum pusillum",2706070
"1604","Carduus pycnocephalus",3114667
"1605","Ipomoea quamoclit",2928562
"1606","Bromus racemosus",2703764
"1607","Hypochaeris radicata",3093702
"1608","Rhaponticum repens",3142208
"1609","Ranunculus repens  var. flore-pleno",3033339
"1610","Trifolium resupinatum",5359175
"1611","Hedypnois rhagadioloides",5394841
"1612","Catapodium rigidum",2705228
"1613","Lolium rigidum",2706218
"1614","Bromus rigidus",2703663
"1615","Atriplex rosea",3083745
"1616","Mentha longifolia",7510173
"1617","Geranium rotundifolium",2891031
"1618","Bromus rubens",4109925
"1619","Oryza rufipogon",2703463
"1620","Rapistrum rugosum",5373368
"1621","Lactuca saligna",3140467
"1622","Lactuca sativa",7403263
"1623","Pastinaca sativa",8262702
"1624","Dipsacus sativus",7387929
"1625","Leontodon saxatilis",3137536
"1626","Humulus scandens",2984537
"1627","Cytisus scoparius",5354656
"1628","Medicago scutellata",2965299
"1629","Atriplex semibaccata",6035812
"1630","Arenaria serpyllifolia",5585118
"1631","Croton serpyllifolius",6373931
"1632","Crepis setosa",4245384
"1633","Leonurus sibiricus",5341392
"1634","Salsola soda",3083956
"1635","Centaurea solstitialis",3128888
"1636","Euphorbia spathulata",3066758
"1637","Avena sterilis",2705297
"1638","Avena sterilis subsp. ludoviciana",2705286
"1639","Atriplex suberecta",3083771
"1640","Trifolium subterraneum",5359330
"1641","Eragrostis superba",2705445
"1642","Atriplex tatarica",7685412
"1643","Lolium temulentum",2706242
"1644","Sonchus tenerrimus",3105768
"1645","Carduus tenuiflorus",3114627
"1646","Diplotaxis tenuifolia",5376426
"1647","Bupleurum tenuissimum",3635987
"1648","Tribulus terrestris",5421117
"1649","Polycarpon tetraphyllum",3085381
"1650","Gleditsia triacanthos",2959443
"1651","Ipomoea tricolor",2928589
"1652","Eleusine tristachya",2705955
"1653","Bellardia trixago",5414976
"1654","Medicago truncatula",3965386
"1655","Holosteum umbellatum",3085349
"1656","Coronilla varia",5350005
"1657","Salvia verbenaca",6409706
"1658","Suaeda vermiculata",3758353
"1659","Myosotis verna",5341179
"1660","Setaria verticillata",5289686
"1661","Eruca vesicaria",5375920
"1662","Setaria viridis",5289684
"1663","Visnaga daucoides",5371753
"1664","Cirsium vulgare",3112801
"1665","Hordeum vulgare",2706056
"1666","Marrubium vulgare",2927069
"1667","Beta vulgaris",8971274
"1668","Neonotonia wightii",2947913
"1669","Cynoglossum amabile",2925816
"1670","Enneapogon desvauxii",2703892
"1671","Euphorbia hyssopifolia",3065912
"1672","Cortaderia jubata",2704521
"1673","Citrullus lanatus",2874621
"1674","Digitaria ternata",5675188
"1675","Coriandrum sativum",3034871
"1676","Crotalaria spectabilis",2942727
"1677","Tithonia tubaeformis",5396560
"1678","Dianthus armeria",3085413
"1679","Centaurea benedicta",3127691
"1680","Epilobium brachycarpum",3189073
"1681","Chenopodium carnosulum",6447554
"1682","Myosotis discolor",5341177
"1683","Trifolium glomeratum",5358694
"1684","Herniaria hirsuta  subsp. cinerea",3593900
"1685","Agrostis idahoensis",2706506
"1686","Apera interrupta",5289643
"1687","Malva moschata",3152379
"1688","Mesembryanthemum nodiflorum",3084837
"1689","Stellaria pallida",8311921
"1690","Lotus pedunculatus",5356854
"1691","Hornungia procumbens",5376158
"1692","Erysimum repandum",3048166
"1693","Bromus secalinus",2703717
"1694","Bromus sterilis",2703746
"1695","Senecio sylvaticus",9843491
"1696","Chenopodium vulvaria",3083932
"1697","Pyracantha angustifolia",2988222
"1698","Pimpinella anisum",8080300
"1699","Silene armeria",3812573
"1700","Fumaria densiflora",5530883
"1701","Lepidium draba  subsp. chalepense",5376514
"1702","Coreopsis lanceolata",3133938
"1703","Lepidium latifolium",5376692
"1704","Onopordum nervosum",3094921
"1705","Cucurbita pepo",2874672
"1706","Crepis pulchra",5403304
"1707","Salvia reflexa",2927001
"1708","Arctotis stoechadifolia",5406226
"1709","Heterotheca subaxillaris",5401971
"1710","Tecoma capensis",3172489
"1711","Aleurites moluccanus",4930679
"1712","Echinochloa oryzoides",2702820
"1713","Eragrostis patula",4143305
"1714","Duranta stenostachya",4086849
"1715","Euphorbia thymifolia",3066919
"1716","Amaranthus dubius",7493697
"1717","Sisymbrium erysimoides",3046765
"1718","Ballota nigra  subsp. velutina",2926894
"1719","Misopates orontium",3171145
"1720","Salvia splendens",8249932
"1721","Valeriana vesicaria",4095244
"1722","Fumaria bastardii",7153712
"1723","Avena strigosa",2705295
"1724","Thunbergia alata",5415463
"1725","Panicum antidotale",2705141
"1726","Cosmos bipinnatus",3098912
"1727","Sesbania bispinosa",2970721
"1728","Eucalyptus grandis",8145890
"1729","Agrimonia parviflora",8394054
"1730","Prunus persica",8149923
"1731","Digitalis purpurea",11925643
"1732","Eucalyptus quadrangulata",3176678
"1733","Tithonia rotundifolia",5396551
"1734","Malcolmia africana",8139063
"1735","Colutea arborescens",7844167
"1736","Caucalis platycarpos",3034523
"1737","Cylindropuntia tunicata",7282418
"1738","Artemisia douglasiana",3121695
"1739","Eriochloa pseudoacrotricha",2702519
"1740","Ranunculus falcatus",5371698
"1741","Apium graveolens",5371879
"1742","Eragrostis lehmanniana",2705378
"1743","Persicaria minor",6391150
"1744","Medicago monspeliaca",2965434
"1745","Sphaerophysa salsula",5353525
"1746","Montanoa bipinnatifida",5406093
"1747","Hovenia dulcis",3039410
"1748","Vernicia fordii",3074906
"1749","Emilia fosbergii",5401508
"1750","Eriobotrya japonica",10794683
"1751","Cynodon plectostachyus",5289798
"1752","Artemisia abrotanum",8042568
"1753","Iberis amara",7993638
"1754","Lepidium appelianum",5376811
"1755","Lupinus arboreus",2963807
"1756","Aphanes arvensis",5365013
"1757","Knautia arvensis",2888808
"1758","Trifolium aureum",5359060
"1759","Linaria dalmatica",5415011
"1760","Malus domestica",7821083
"1761","Arrhenatherum elatius  subsp. bulbosum",2704505
"1762","Trisetum flavescens",2704389
"1763","Briza media",2702789
"1764","Descurainia pinnata",3044133
"1765","Amaranthus powellii  subsp. bouchonii",5384359
"1766","Linaria purpurea",5415012
"1767","Rubus radicans",2988751
"1768","Echium vulgare",2925892
"1769","Suaeda altissima",3757066
"1770","Polygonum arenarium",5334430
"1771","Anthriscus caucalis",5371743
"1772","Spergularia diandra",3085633
"1773","Zygophyllum fabago",3189902
"1774","Rosa micrantha",3002154
"1775","Claytonia perfoliata",7736011
"1776","Lepidium pinnatifidum",5376503
"1777","Cardamine africana",7784030
"1778","Persea americana",3034046
"1779","Clerodendrum chinense",2925357
"1780","Dahlia pinnata",5387142
"1781","Austrostipa plumigera",4105058
"1782","Campsis radicans",7613490
"1783","Grevillea robusta",2891791
"1784","Sisymbrium austriacum",3046913
"1785","Festuca filiformis",2703872
"1786","Malcolmia maritima",7372514
"1787","Aira praecox",5673288
"1788","Sisymbrium runcinatum",3046839
"1789","Arabidopsis thaliana",3052436
"1790","Lemna disperma",2867568
"1791","Ratibida columnifera",3087173
"1792","Trifolium campestre",5359477
"1793","Festuca juncifolia",2704922
"1794","Lamium purpureum  var. hybridum",2926682
"1795","Cynodon nlemfuensis",5289802
"1796","Chrysopogon aciculatus",5290133
"1797","Eragrostis amabilis",2705426
"1798","Centella asiatica",3034128
"1799","Chloris barbata",7550144
"1800","Bothriochloa bladhii",2704093
"1801","Amaranthus blitum  subsp. oleraceus",8911082
"1802","Kyllinga brevifolia",7736214
"1803","Dioscorea bulbifera",7985575
"1804","Digitaria ciliaris",5289998
"1805","Morinda citrifolia",5339879
"1806","Axonopus compressus",2705924
"1807","Paspalum conjugatum",2705656
"1808","Sporobolus diandrus",4150685
"1809","Fimbristylis dichotoma",2708808
"1810","Commelina diffusa",2764202
"1811","Inocarpus fagifer",7837019
"1812","Paspalum fimbriatum",2705583
"1813","Schizostachyum glaucifolium",2703896
"1814","Urochloa glumaris",4150566
"1815","Oplismenus hirtellus",2705737
"1816","Digitaria horizontalis",5289958
"1817","Euphorbia hypericifolia",8020843
"1818","Ludwigia hyssopifolia",8924323
"1819","Desmodium incanum",2967060
"1820","Bischofia javanica",5383085
"1821","Uraria lagopodoides",2956581
"1822","Acalypha lanceolata",3056367
"1823","Centotheca lappacea",2706433
"1824","Tacca leontopetaloides",2755866
"1825","Mikania micrantha",5398421
"1826","Pueraria montana  var. lobata",2977636
"1827","Abelmoschus moschatus",8312665
"1828","Kyllinga x nemoralis",9452699
"1829","Ludwigia octovalvis",5420987
"1830","Cyrtococcum oxyphyllum",4132960
"1831","Amorphophallus paeoniifolius",2871533
"1832","Polygala paniculata",7293411
"1833","Peperomia pellucida",3086412
"1834","Pycreus polystachyos",2730407
"1835","Abrus precatorius",5348711
"1836","Eriochloa procera",2702527
"1837","Justicia procumbens",3773468
"1838","Euploca procumbens",4062365
"1839","Ruellia prostrata",5415375
"1840","Euphorbia prostrata",3067891
"1841","Mimosa pudica",2969284
"1842","Ruellia blechum",5415469
"1843","Portulaca quadrifida",3084699
"1844","Digitaria radicosa",5289954
"1845","Spermacoce remota",2918667
"1846","Triumfetta rhomboidea",3152069
"1847","Sida samoensis",5617866
"1848","Premna serratifolia",8047161
"1849","Paspalum setaceum",4106218
"1850","Emilia sonchifolia",7376217
"1851","Gardenia taitensis",5335073
"1852","Zoysia matrella  var. matrella",2704740
"1853","Grona heterophylla",10734509
"1854","Cyrtococcum trigonum",4132897
"1855","Wedelia triloba",8197248
"1856","Ruellia tuberosa",5415418
"1857","Alysicarpus vaginalis",8230720
"1858","Paspalum vaginatum",8100050
"1859","Zingiber zerumbet",8262854
"1860","Cordia aspera",7294535
"1861","Cyperus compressus",2713479
"1862","Crassocephalum crepidioides",3115443
"1863","Leucas decemdentata",7307245
"1864","Spermacoce exilis",2918060
"1865","Digitaria henryi",5289998
"1866","Grona heterocarpa  var. strigosa",10775938
"1867","Miconia crenata",9404220
"1868","Euodia hortensis",5594509
"1869","Citrus hystrix",6433679
"1870","Parinari insularum",2984938
"1871","Laportea interrupta",2984469
"1872","Pilea microphylla",5361819
"1873","Atuna excelsa  subsp. racemosa",3745558
"1874","Boerhavia repens",3086288
"1875","Eleutheranthera ruderalis",3119915
"1876","Syzygium samarangense",3183180
"1877","Clerodendrum speciosissimum",2925356
"1878","Stictocardia tiliifolia",7693655
"1879","Solanum viride",2929486
"1880","Adenostemma viscosum",3132228
"1881","Oldenlandia corymbosa",2911970
"1882","Canarium harveyi",5635774
"1883","Garcinia myrtifolia",3189567
"1884","Phyllanthus urinaria",5382780
"1885","Phyllanthus virgatus",5382061
"1886","Strobilanthes alternata",8297383
"1887","Eleocharis geniculata",7717057
"1888","Zephyranthes rosea",2859817
"1889","Laportea ruderalis",4098684
"1890","Oxalis barrelieri",2891750
"1891","Oplismenus compositus",2705733
"1892","Phaleria disperma",5524374
"1893","Sorghum x drummondii",2705184
"1894","Endiandra elaeocarpa",3034010
"1895","Castilla elastica",7531920
"1896","Flueggea flexuosa",5382874
"1897","Pluchea indica",3132728
"1898","Cyperus involucratus",2714233
"1899","Stachytarpheta jamaicensis",2925463
"1900","Dioscorea pentaphylla",2754423
"1901","Cyathula prostrata",5384314
"1902","Setaria pumila",5289693
"1903","Limnophila rugosa",5563114
"1904","Pseudelephantopus spicatus",8311248
"1905","Brachiaria subquadripara",2705831
"1906","Erythrina subumbrans",5349636
"1907","Indigofera suffruticosa",2971774
"1908","Senna tora",2957728
"1909","Operculina ventricosa",5549382
"1910","Erechtites valerianifolia",8199967
"1911","Rhopalephora vitiensis",2763933
"1912","Bonnaya antipoda",3733807
"1913","Spathodea campanulata",3172574
"1914","Cuphea carthagenensis",3188685
"1915","Fimbristylis complanata",2708305
"1916","Phyllanthus debilis",5381529
"1917","Erythrina fusca",5349620
"1918","Asystasia gangetica",3173254
"1919","Microstegium glabratum",5674970
"1920","Indigofera hirsuta",2972082
