"","scientificName","speciesKey"
"695","Sphenopholis intermedia",2703359
"696","Agrostis exarata",2706526
"697","Glyceria grandis",2705491
"698","Muhlenbergia glomerata",2703976
"699","Actaea spicata",5371704
"700","Thalictrum venulosum",3033136
"701","Thalictrum foetidum",7277908
"702","Anemonoides ranunculoides",3033266
"703","Anemonastrum biarmiense",3928224
"704","Ranunculus abortivus",3033412
"705","Ranunculus pensylvanicus",7823272
"706","Ranunculus macounii",3033430
"707","Corydalis bracteata",5531213
"708","Corydalis aurea",5334210
"709","Capnoides sempervirens",2888522
"710","Drosera intermedia",8149563
"711","Stellaria holostea",11071158
"712","Stellaria ruscifolia",5384645
"713","Silene baschkirorum",5585228
"714","Silene samojedorum",5584352
"715","Salicornia dolichostachya",7556843
"716","Phedimus middendorffianus",4201668
"717","Ribes hirtellum",2986164
"718","Leptarrhena pyrolifolia",3032880
"719","Chrysosplenium alternifolium",7339185
"720","Saxifraga lactea",3032796
"721","Micranthes ferruginea",5567699
"722","Circaea alpina",10583560
"723","Oxalis acetosella",8211958
"724","Euphorbia corollata",3068091
"725","Euphorbia esula",8203538
"726","Viola uniflora",5664365
"727","Viola tricolor",10411573
"728","Salix pentandra",5582592
"729","Salix pseudopentandra",5581908
"730","Salix serissima",5372979
"731","Alnus incana",9148577
"732","Betula pendula",5331916
"733","Astragalus americanus",5345015
"734","Astragalus williamsii",5346996
"735","Astragalus agrestis",7945845
"736","Oxytropis deflexa",5361424
"737","Oxytropis pumilio",5361469
"738","Oxytropis campestris  var. varians",5361536
"739","Spiraea betulifolia",3026550
"740","Luetkea pectinata",3002138
"741","Potentilla anserina",8124466
"742","Chamaerhodos grandiflora",3031901
"743","Fragaria virginiana",7950792
"744","Sorbus sambucifolia",7819411
"745","Smelowskia bifurcata",7840360
"746","Smelowskia pyriformis",3045596
"747","Parrya nudicaulis",3053801
"748","Cardamine amara",3045999
"749","Cardamine pensylvanica",3045880
"750","Cornus sericea",3082244
"751","Polemonium pulcherrimum",2927853
"752","Primula incana",5414302
"753","Primula mistassinica",5414329
"754","Androsace constancei",4006830
"755","Vaccinium uliginosum",8073364
"756","Prunella vulgaris",5341297
"757","Stachys palustris",2927245
"758","Mentha aquatica",2927208
"759","Thymus karavaevii",5606710
"760","Veronica alaskensis",3171805
"761","Plantago media",3189747
"762","Plantago lanceolata",10552952
"763","Castilleja annua",8342691
"764","Myosotis stricta",5661035
"765","Campanula aurita",5411133
"766","Lobelia kalmii",5408030
"767","Solidago canadensis  var. lepida",6065181
"768","Euthamia graminifolia",3092782
"769","Eurybia radula",5396160
"770","Symphyotrichum ericoides  var. pansum",3151535
"771","Symphyotrichum falcatum",3151675
"772","Symphyotrichum spathulatum",3151533
"773","Symphyotrichum lanceolatum",9202318
"774","Erigeron peregrinus",3147233
"775","Antennaria rosea",5385499
"776","Arnica chamissonis",5405938
"777","Artemisia gmelinii",3121593
"778","Jacobaea ambracea",5695667
"779","Saussurea triangulata",5404660
"780","Cirsium drummondii",3112951
"781","Lactuca tatarica",9123250
"782","Lonicera involucrata",5334253
"783","Achillea alpina  subsp. multiflora",3120223
"784","Aconitum napellus",3033665
"785","Aconitum x cammarum",8295887
"786","Agropyron cristatum",10890780
"787","Agrostemma githago",3085368
"788","Agrostis vinealis",2706458
"789","Agrostis clavata",2706467
"790","Alchemilla baltica",3027531
"791","Alchemilla wichurae",3027763
"792","Allium cepa",2857697
"793","Allium schoenoprasum",2855860
"794","Amaranthus retroflexus",6109534
"795","Amsinckia lycopsoides",2925874
"796","Anemonoides quinquefolia",3033250
"797","Anethum graveolens",3034646
"798","Arabidopsis arenosa",3052509
"799","Artemisia absinthium",3121319
"800","Artemisia campestris  subsp. canadensis",6064310
"801","Artemisia jacutica",3120801
"802","Astragalus alpinus  subsp. alpinus",5345014
"803","Atriplex hortensis",3083761
"804","Atriplex prostrata",3755721
"805","Atriplex sagittata",3760099
"806","Avena fatua",10637000
"807","Avena nuda",8174035
"808","Axyris amaranthoides",6447806
"809","Beckmannia eruciformis",5290063
"810","Persicaria bistorta",7925535
"811","Brassica juncea",3042751
"812","Brassica napus",3042636
"813","Brassica oleracea",3042845
"814","Brassica rapa",7903057
"815","Bromus hordeaceus",2703777
"816","Buglossoides arvensis",2925901
"817","Bunias orientalis",3050364
"818","Camelina microcarpa",3042416
"819","Camelina sativa",9073641
"820","Campanula rotundifolia",5410907
"821","Cannabis sativa",5361880
"822","Cenolophium denudatum",3629547
"823","Centaurea cyanus",3089561
"824","Centaurea triumfettii var. alba",3127633
"825","Ranunculus testiculatus",5371698
"826","Chenopodium capitatum",8157588
"827","Chenopodium suecicum",3083905
"828","Chorispora tenella",3044349
"829","Conringia orientalis",3040913
"830","Delphinium consolida",3033833
"831","Convolvulus arvensis",2928390
"832","Descurainia incana",3044285
"833","Draba verna",7473187
"834","Dracocephalum parviflorum",2927220
"835","Echinochloa crus-galli",8065327
"836","Erodium cicutarium",9580340
"837","Erysimum incanum",3048385
"838","Erythranthe guttata",7346102
"839","Fagopyrum esculentum",2889373
"840","Fagopyrum tataricum",2889378
"841","Fallopia convolvulus",6391461
"842","Festuca rubra",2704922
"843","Fumaria officinalis",8104843
"844","Galeopsis ladanum  subsp. ladanum",5341309
"845","Galium aparine",2913548
"846","Omalotheca sylvatica",3103192
"847","Helianthus annuus",9973252
"848","Heracleum sphondylium  subsp. sibiricum",3034830
"849","Hesperis matronalis",3042291
"850","Hieracium lachenalii  subsp. lachenalii",7647400
"851","Hordeum brachyantherum",2706066
"852","Hordeum brevisubulatum",4149617
"853","Hordeum distichon",8332019
"854","Iris pseudacorus",5298231
"855","Impatiens noli-tangere",2891767
"856","Jacobaea erucifolia",10487667
"857","Juncus compressus",7412903
"858","Juncus texanus",2701469
"859","Lappula marginata",7941075
"860","Lappula patula",8229197
"861","Lapsana communis  subsp. alpina",3134857
"862","Lepidium campestre",8187126
"863","Lepidium heterophyllum",5376846
"864","Lepidium perfoliatum",5376816
"865","Lepidium ruderale",5376616
"866","Lepidium sativum",5376565
"867","Leptopyrum fumarioides",3925866
"868","Lolium multiflorum",4129708
"869","Lotus corniculatus",5357013
"870","Lupinus polyphyllus",2964355
"871","Luzula luzuloides",2700874
"872","Luzula pallescens",2700640
"873","Anchusa arvensis",9951226
"874","Lysimachia arvensis",10390710
"875","Malus pumila",10488587
"876","Malva pusilla",3152372
"877","Matricaria recutita",8370958
"878","Medicago lupulina",2965201
"879","Medicago falcata  subsp. falcata",2965354
"880","Medicago polymorpha",7827613
"881","Medicago varia",2965331
"882","Mentha arvensis",2927192
"883","Neslia paniculata",9040863
"884","Oxybasis glauca",8290282
"885","Papaver somniferum",2888439
"886","Pedicularis adunca",3726888
"887","Pilosella onegensis",3123142
"888","Pimpinella saxifraga",7622278
"889","Lathyrus oleraceus",5347846
"890","Plantago salsa",3189755
"891","Poa nemoralis",2704300
"892","Poa palustris",8300875
"893","Polemonium caeruleum",2927850
"894","Potentilla argentea",8204603
"895","Potentilla intermedia",8332490
"896","Potentilla pensylvanica",5365665
"897","Potentilla supina  var. ternata",5366090
"898","Potentilla thuringiaca",7960595
"899","Prunus spinosa",3023221
"900","Raphanus raphanistrum",10441906
"901","Raphanus raphanistrum  subsp. sativus",7678610
"902","Reseda lutea var. lutea",3040252
"903","Rheum rhabarbarum",2888867
"904","Rhinanthus alectorolophus",3172045
"905","Rhinanthus major",3172045
"906","Ribes dikuscha",4194682
"907","Rorippa sylvestris",3053376
"908","Rumex maritimus var. athrix",2888984
"909","Rumex obtusifolius subsp. sylvestris",2889011
"910","Rumex obtusifolius",10380508
"911","Rumex thyrsiflorus",6391417
"912","Rumex ucranicus",4035144
"913","Sanguisorba officinalis",3029627
"914","Saussurea alpina",5404542
"915","Saxifraga hypnoides",3755301
"916","Saxifraga spathularis",3752882
"917","Secale cereale",2705966
"918","Senecio vernalis",6063730
"919","Silene flos-cuculi",5384738
"920","Silene noctiflora",5384834
"921","Sinapis alba",3047621
"922","Sisymbrium altissimum",3046736
"923","Sisymbrium loeselii",3046875
"924","Sisymbrium polymorphum",3046830
"925","Symphytum asperum",2926066
"926","Tragopogon orientalis",5386936
"927","Trifolium arvense",5359246
"928","Trifolium lupinaster",5358944
"929","Trifolium montanum",5359047
"930","Trifolium spadiceum",5358902
"931","Trifolium variegatum",5359492
"932","Triticum durum",2706406
"933","Tussilago farfara",3149879
"934","Valeriana officinalis",2888763
"935","Veronica chamaedrys",7874883
"936","Veronica gentianoides  subsp. glacialis",6439238
"937","Veronica longifolia",10324382
"938","Vicia setifolia  var. setifolia",2975144
"939","Vicia sativa  subsp. sativa",2975014
"940","Vicia tetrasperma",2975083
"941","Viola arvensis",5331235
"942","Viola tricolor f. alba",5331347
"943","Dactyloctenium aegyptium",2706188
"944","Senna bicapsularis",2958076
"945","Cenchrus ciliaris",4109540
"946","Eragrostis ciliaris",2705373
"947","Echinochloa colona",6431411
"948","Ricinus communis",5380041
"949","Kalanchoe daigremontiana",2985936
"950","Cryptostegia grandiflora",3170473
"951","Cleome gynandra",3054227
"952","Tabebuia heterophylla",3172526
"953","Parthenium hysterophorus",7854136
"954","Azadirachta indica",3190474
"955","Lawsonia inermis",5420912
"956","Senna italica",2957095
"957","Ziziphus jujuba",3039423
"958","Albizia lebbeck",3796412
"959","Antigonon leptopus",2889355
"960","Leucaena leucocephala",2970418
"961","Chenopodium murale",7846821
"962","Brachiaria mutica",2705848
"963","Moringa oleifera",3054181
"964","Bothriochloa pertusa",2704108
"965","Calotropis procera",5414566
"966","Pennisetum purpureum",5828220
"967","Melinis repens",2702504
"968","Catharanthus roseus",3169830
"969","Cyperus rotundus",2714818
"970","Ziziphus spina-christi",8228089
"971","Tecoma stans",3172492
"972","Clitoria ternatea",2946519
"973","Aloe vera",9520660
"974","Cleome viscosa",6370562
"975","Erythrina abyssinica",7659098
"976","Erythrina abyssinica  subsp. abyssinica",NA
"977","Rumex abyssinicus",4035195
"978","Parkinsonia aculeata",5357217
"979","Ageratina adenophora",5400613
"980","Solanum aethiopicum",2929847
"981","Inga affinis",5358111
"982","Funtumia africana",3169842
"983","Senna alata",2956947
"984","Populus alba",3040233
"985","Ipomoea alba",2928552
"986","Phyllanthus amarus",5382589
"987","Dysphania ambrosioides",5568446
"988","Schwenckia americana",7391817
"989","Solanum americanum",2930222
"990","Physalis angulata",7918037
"991","Mercurialis annua",8209802
"992","Capsicum annuum",2932944
"993","Khaya anthotheca",3852095
"994","Hexasepalum apiculatum",8976534
"995","Celosia argentea",3085191
"996","Cicer arietinum",2947311
"997","Spergula arvensis",3085810
"998","Torilis arvensis",3034823
"999","Achyranthes aspera",3085175
"1000","Achyranthes aspera  var. porphyristachya",3676272
"1001","Achyranthes aspera  var. sicula",7626296
"1002","Macroptilium atropurpureum",2945047
"1003","Citrus aurantiifolia",3831655
"1004","Citrus x aurantium",7455714
"1005","Melia azedarach",7509518
"1006","Capsicum baccatum",2932938
"1007","Ocimum basilicum",2927096
"1008","Solanum betaceum",2930216
"1009","Sorghum bicolor",4147266
"1010","Cenchrus biflorus",5289734
"1011","Bidens biternata",5392065
"1012","Hydrocotyle bonariensis",3034611
"1013","Erigeron bonariensis",3146717
"1014","Guilandina bonduc",8400302
"1015","Cinnamomum burmanni",3033985
"1016","Cajanus cajan",2960273
"1017","Pityrogramma calomelanos",2651790
"1018","Eucalyptus camaldulensis",11869920
"1019","Lantana camara",2925303
"1020","Haematoxylum campechianum",2950903
"1021","Persicaria capitata",2889304
"1022","Canavalia cathartica",2962193
"1023","Amaranthus caudatus",6109611
"1024","Gomphrena celosioides",3084911
"1025","Ruta chalepensis",3190382
"1026","Momordica charantia",2874581
"1027","Jatropha chevalieri",3073097
"1028","Prosopis chilensis",5358466
"1029","Cymbopogon citratus",2705275
"1030","Ixora coccinea",2905493
"1031","Ananas comosus",9544753
"1032","Ageratum conyzoides",5401673
"1033","Eleusine coracana",2705957
"1034","Drymaria cordata",5384503
"1035","Vernicia cordata",11259235
"1036","Sida cordifolia",5406755
"1037","Oxalis corniculata",8427624
"1038","Pontederia crassipes",2765942
"1039","Anthephora cristata",4135512
"1040","Heliotropium curassavicum",2925786
"1041","Jatropha curcas",7923160
"1042","Euphorbia cyathophora",3064495
"1043","Acacia dealbata",2979474
"1044","Biancaea decapetala",3974372
"1045","Acacia decurrens",2979778
"1046","Kalanchoe delagoensis",2985940
"1047","Guilleminea densa",3085188
"1048","Senna didymobotrya",2957556
"1049","Boerhavia diffusa",3086287
"1050","Paspalum dilatatum",2705565
"1051","Desmodium subsecundum",2967222
"1052","Tithonia diversifolia",5396557
"1053","Pontederia diversifolia",11040407
"1054","Arundo donax",2703041
"1055","Eragrostis echinochoidea",4147676
"1056","Inga edulis",5357677
"1057","Passiflora edulis",2874190
"1058","Afrohybanthus enneaspermus",11446635
"1059","Canavalia ensiformis",2962082
"1060","Boerhavia erecta",3086281
"1061","Duranta erecta",6398066
"1062","Cassia eremophila",5357055
"1063","Manihot esculenta",3060998
"1064","Solanum lycopersicum",2930137
"1065","Olea europaea",5415040
"1066","Vicia faba",2974832
"1067","Vachellia farnesiana",2979265
"1068","Opuntia ficus-indica",5384064
"1069","Cassytha filiformis",3033999
"1070","Cassia fistula",8351414
"1071","Potamogeton fluitans",8380039
"1072","Furcraea foetida",9511961
"1073","Passiflora foetida",2874211
"1074","Phyllanthus fraternus",5381498
"1075","Calotropis gigantea",5414566
"1076","Erythrostemon gilliesii",8130309
"1077","Pachira glabra",4073899
"1078","Nicotiana glauca",2928783
"1079","Oenothera glazioviana",3188894
"1080","Gomphrena globosa",3084908
"1081","Wolffia globosa",5330098
"1082","Cardiospermum grandiflorum",3189935
"1083","Abutilon grandifolium",3152633
"1084","Psidium guajava",5420380
"1085","Stylosanthes guianensis",2975693
"1086","Psidium guineense",5420509
"1087","Senna hirsuta",2958100
"1088","Gossypium hirsutum",3152661
"1089","Cocculus hirsutus",7930800
"1090","Euphorbia hirta",3068937
"1091","Acanthospermum hispidum",3100375
"1092","Amaranthus hybridus",8111324
"1093","Arachis hypogaea",5353770
"1094","Cynodon incompletus",5674825
"1095","Canna indica",7911758
"1096","Euphorbia indica",7998225
"1097","Flacourtia indica",5331162
"1098","Mangifera indica",3190640
"1099","Chrysanthellum indicum  subsp. afroamericanum",3088368
"1100","Combretum indicum",3699632
"1101","Heliotropium indicum",2925788
"1102","Datura innoxia",2928755
"1103","Desmodium intortum",2967846
"1104","Mirabilis jalapa",3701137
"1105","Cassia javanica  subsp. agnes",5357125
"1106","Spartium junceum",5355395
"1107","Coix lacryma-jobi",2706301
"1108","Physalis lagascae",5341775
"1109","Nephelium lappaceum",5421126
"1110","Olyra latifolia",5290105
"1111","Persicaria limbata",4034594
"1112","Corrigiola litoralis",5576579
"1113","Aristolochia littoralis",2874004
"1114","Hymenocallis littoralis",2860119
"1115","Urena lobata",3152253
"1116","Malva longiflora",7931915
"1117","Glinus lotoides",3084616
"1118","Phaseolus lunatus",5350438
"1119","Helichrysum luteoalbum",3131229
"1120","Phyllanthus maderaspatensis",5381097
"1121","Solanum mauritianum",2931469
"1122","Cucurbita maxima",2874515
"1123","Spergularia media",10790895
"1124","Acacia melanoxylon",2979000
"1125","Cucumis melo",2874570
"1126","Solanum melongena",2930617
"1127","Datura metel",2928747
"1128","Argemone mexicana",2888485
"1129","Dichondra micrantha",2928666
"1130","Tagetes minuta",3088481
"1131","Schinus molle",3190642
"1132","Falcataria falcata",10691906
"1133","Spondias mombin",3190593
"1134","Bauhinia monandra",2953715
"1135","Coincya monensis  subsp. cheiranthos",3040600
"1136","Polypogon monspeliensis",5289917
"1137","Vernicia montana",3074918
"1138","Calopogonium mucunoides",2959433
"1139","Jatropha multifida",3072985
"1140","Vigna mungo",2982533
"1141","Fumaria muralis",7315151
"1142","Rumex nepalensis",7291884
"1143","Vachellia nilotica  subsp. indica",3974744
"1144","Synedrella nodiflora",5404991
"1145","Zostera noltii",2863938
"1146","Mollugo nudicaulis",9476003
"1147","Atriplex nummularia",3083652
"1148","Senna obtusifolia",2957408
