refinedScientificName,usageKey
Areca catechu,2736531
Aremonia agrimonioides,2988625
Aremonia agrimonoides,2988624
Arenaria balearica,5587267
Arenaria groenlandica,5384528
Arenaria lanuginosa,5384489
Arenaria montana,6363863
Arenaria serpyllifolia,8089871
Arenaria serpyllifolia leptoclados,5384469
Arenga pinnata,2733997
Arenga westerhoutii,2734021
Argania spinosa,5333832
Argemone albiflora,2888493
Argemone albiflora texana,6419436
Argemone hispida,2888495
Argemone mexicana,2888485
Argemone ochroleuca,2888490
Argemone polyanthemos,2888477
Argemone subfusiformis,7315184
Argyranthemum foeniculaceum,8332440
Argyranthemum frutescens,3104491
Argyranthemum frutescens foeniculaceum,4235560
Argyranthemum pinnatifidum,8303003
Argyreia nervosa,2928692
Argyreia obtusifolia,2928691
Argyreia osyrensis,7324107
Argyrocytisus battandieri,2943815
Arisaema amurense,2866903
Arisarum proboscideum,2867531
Arisarum vulgare,2867495
Aristea bakeri,2744987
Aristea compressa,2744949
Aristea ecklonii,2744906
Aristida adscensionis,2706277
Aristida basiramea,2706256
Aristida congesta,4128792
Aristida desmantha,2706250
Aristida dichotoma,2706270
Aristida glauca,4127264
Aristida jerichoensis,4126458
Aristida lanosa,7995577
Aristida longiseta,4125843
Aristida longispica,2706259
Aristida oligantha,2706264
Aristida purpurascens,2706276
Aristida purpurea,2706261
Aristida ramosa,4123747
Aristida ramosissima,2706297
Aristida repens,4123648
Aristida setacea,4123089
Aristida subspicata,4122546
Aristida ternipes,2706251
Aristida tuberculosa,2706285
Aristida vagans,4121929
Aristolochia albida,3589280
Aristolochia anguicida,2873992
Aristolochia bilobata,2874001
Aristolochia bracteolata,3588540
Aristolochia californica,2874005
Aristolochia clematitis,2873991
Aristolochia grandiflora,2874014
Aristolochia hirta,7497322
Aristolochia indica,7313567
Aristolochia inflata,3588528
Aristolochia kaempferi,7313745
Aristolochia labiata,2874002
Aristolochia littoralis,2873993
Aristolochia macrophylla,3066
Aristolochia maxima,2873997
Aristolochia odoratissima,2874003
Aristolochia ringens,2873998
Aristolochia rotunda,2874019
Aristolochia tomentosa,2874010
Aristotelia chilensis,5651082
Armeria maritima elongata,4090836
Armeria maritima sibirica,4090625
Armoracia rusticana,3041022
Arnica chamissonis,5405938
Arnoseris minima,3087403
Aronia arbutifolia,5363629
Aronia melanocarpa,5363627
Aronia prunifolia,5363613
Arpophyllum giganteum alpinum,2785808
Arracacia xanthorrhiza,3034509
Arrhenatherum elatius,2704505
Arrhenatherum elatius bulbosum,7987633
Artabotrys hainanensis,3154878
Artabotrys hexapetalus,3154909
Artemisia abrotanum,8042568
Artemisia absinthium,3121319
Artemisia alba,3121088
Artemisia anethifolia,7692274
Artemisia annua,8373355
Artemisia arborescens,3120677
Artemisia argyi,3120648
Artemisia austriaca,3121668
Artemisia biennis,3121226
Artemisia campestris,3121461
Artemisia campestris canadensis,4230878
Artemisia campestris caudata,4230861
Artemisia campestris maritima,3120641
Artemisia capillaris,3120722
Artemisia carruthii,3120926
Artemisia carvifolia,8341657
Artemisia douglasiana,3121695
Artemisia dubia,7379843
Artemisia dubia asiatica,6292309
Artemisia filifolia,3120820
Artemisia gmelinii,3121593
Artemisia integrifolia,8248377
Artemisia jacutica,3120801
Artemisia latifolia,3120837
Artemisia ludoviciana,3120950
Artemisia ludoviciana albula,4227633
Artemisia ludoviciana mexicana,7393338
Artemisia mongolica,7780342
Artemisia pontica,8195160
Artemisia pubescens,3121458
Artemisia rubripes,3121474
Artemisia scoparia,3120713
Artemisia sieversiana,3121562
Artemisia siversiana,3121370
Artemisia stelleriana,3121391
Artemisia sylvatica,3120887
Artemisia thuscula,3121623
Artemisia tridentata,9396703
Artemisia umbelliformis,8981321
Artemisia umbrosa,8271521
Artemisia verlotiorum,3120790
Artemisia vestita,8375316
Artemisia viridissima,3121282
Arthraxon castratus,5290200
Arthraxon hispidus,5290201
Arthraxon lanceolatus,4119690
Arthraxon lancifolius,5674603
Arthropodium cirrhatum,8307753
Arthrostemma ciliatum,3188493
Artocarpus altilis,2984573
Artocarpus gomezianus,3764819
Artocarpus heterophyllus,2984565
Artocarpus integer,2984566
Artocarpus rigidus asperulus,7715467
Arum italicum,5330661
Arum italicum neglectum,5330664
Arum maculatum,5330580
Arum palaestinum,5330523
Aruncus dioicus pubescens,5362177
Aruncus sylvester,6369098
Arundina graminifolia,2795522
Arundinaria gigantea tecta,4116649
Arundo donax,2703041
Asarina procumbens,3729273
Asarum canadense,2873947
Asarum europaeum,7313595
Asarum shuttleworthii,6418182
Asclepias curassavica,3170241
Asclepias exaltata,3170307
Asclepias incarnata pulchra,6416329
Asclepias linearis,3170256
Asclepias oenotheroides,3170282
Asclepias speciosa,3170260
Asclepias subverticillata,3170284
Asclepias syriaca,3170247
Asclepias tuberosa,3170305
Asclepias tuberosa interior,3573260
Asimina triloba,3158040
Asparagus aethiopicus,2768763
Asparagus africanus,2768551
Asparagus asiaticus,2768528
Asparagus asparagoides,2768367
Asparagus declinatus,2768358
Asparagus densiflorus,2768503
Asparagus falcatus,2768780
Asparagus macowanii,2768513
Asparagus officinalis,2768885
Asparagus racemosus,2768632
Asparagus scandens,2768539
Asparagus setaceus,2768686
Asparagus umbellulatus,2768828
Asparagus virgatus,2768517
Asperula arvensis,2916662
Asperula orientalis,2917001
Asperula taurina,2916975
Asphodelus albus,2778457
Asphodelus fistulosus,2778437
Asphodelus tenuifolius,2778358
Aspidistra elatior,2769937
Aspidistra lurida,2769933
Asplenium ceterach,2650617
Asplenium clermontae,4256697
Asplenium flabellulatum,2650607
Asplenium macraei,2650717
Asplenium polyodon,2650600
Asplenium ruta-muraria,2650625
Asplenium scolopendrium,2650669
Asplenium septentrionale,2650720
Aster altaicus,5386130
Aster amellus,8133114
Aster arenarius,5387484
Aster dumosus,7486091
Aster indicus,3065
Aster koraiensis,5387457
Aster sibiricus,8772140
Aster tataricus,7751501
Asteriscus aquaticus,5393689
Asteriscus sericeus,5393680
Astilbe,7981943
Astilbe japonica,3032696
Astilbe rivularis,7596861
Astraea lobata,
Astragalus agrestis,5342849
Astragalus alpinus alpinus,7111216
Astragalus americanus,5345015
Astragalus arenarius,5344922
Astragalus bisulcatus,5346343
Astragalus boeticus,5344663
Astragalus caprinus,5344548
Astragalus chinensis,7600717
Astragalus cicer,5343253
Astragalus contortuplicatus,5344450
Astragalus drummondii,5344199
Astragalus falcatus,5347276
Astragalus glycyphyllos,5346998
Astragalus hamosus,5342681
Astragalus lentiginosus iodanthus,8312007
Astragalus micranthus,10755105
Astragalus miser,5343135
Astragalus miser oblongifolius,5343137
Astragalus nuttallianus,5343134
Astragalus odoratus,5346614
Astragalus onobrychis,5342618
Astragalus sesameus,5345545
Astragalus sinicus,5345082
Astragalus tibetanus,5344500
Astragalus trichopodus,5345103
Astragalus trichopodus lonchus,5345106
Astragalus uliginosus,5344322
Astragalus vogelii fatimensis,5344670
Astragalus williamsii,5346996
Astranthium integrifolium,3119963
Astrantia major,3034915
Astrantia maxima,3634768
Astrebla lappacea,2702536
Astripomoea malvacea,3677684
Astrodaucus orientalis,3634505
Asystasia chelonoides,3775264
Asystasia congensis,3775238
Asystasia gangetica,3173254
Asystasia gangetica micrantha,3775117
Atalantia buxifolia,5593924
Athamanta sicula,3633322
Athertonia diversifolia,5636603
Athyrium niponicum,7125894
Atractocarpus fitzalanii,2898527
Atriplex amnicola,3756750
Atriplex argentea,8175705
Atriplex aucheri,6285627
Atriplex australasica,3756350
Atriplex canescens,3083750
Atriplex eardleyae,3083659
Atriplex elegans,6447969
Atriplex glauca,7501008
Atriplex halimus,3083718
Atriplex holocarpa,3083746
Atriplex hortensis,3083761
Atriplex laciniata,3083783
Atriplex laevis,8068834
Atriplex lampa,8681279
Atriplex lentiformis,3083785
Atriplex leptocarpa,6447496
Atriplex lindleyi,3083793
Atriplex lindleyi inflata,3757875
Atriplex littoralis,3083696
Atriplex maximowicziana,3083713
Atriplex micrantha,3083680
Atriplex muelleri,3083773
Atriplex northusanum,3756906
Atriplex nummularia,3083652
Atriplex oblongifolia,3083657
Atriplex patula,3083728
Atriplex powellii,6448122
Atriplex prostrata,3083786
Atriplex prostrata calotheca,9031495
Atriplex prostrata polonica,3760680
Atriplex pumilio,3760561
Atriplex rosea,3083745
Atriplex sagittata,3760099
Atriplex semibaccata,3083667
Atriplex sibirica,3083763
Atriplex sphaeromorpha,3759716
Atriplex spongiosa,6035812
Atriplex stipitata,3759563
Atriplex subcordata,3759509
Atriplex suberecta,3083771
Atriplex tatarica,3083702
Atriplex truncata,8563407
Atriplex undulata,3758994
Atriplex vesicaria,3083748
Atriplex vestita,3758744
Atriplex wrightii,3083760
Atropa belladonna,3802655
Atuna excelsa racemosa,10823602
Aubrieta columnae,3054110
Aubrieta deltoidea,3054117
Aucklandia costus,5404131
Aucuba japonica,3033077
Auranticarpa rhombifolia,4162100
Aurinia petraea,5377774
Aurinia saxatilis,5377778
Aurinia sinuata,5377794
Australopyrum retrofractum,4106007
Austrocylindropuntia cylindrica,3951322
Austrocylindropuntia exaltata,3951309
Austrocylindropuntia subulata,7282135
Austroderia richardii,6067827
Austroeupatorium inulaefolium,5831200
Austrostipa bigeniculata,4105645
Austrostipa blackii,4105629
Austrostipa nitida,4105208
Austrostipa plumigera,4105058
Austrostipa stuposa,4104815
Austrostipa variabilis,4104754
Austrostipa verticillata,4104718
Avena abyssinica,2705289
Avena barbata,2705300
Avena brevis,4154800
Avena byzantina,2705292
Avena clauda,4154485
Avena eriantha,4154168
Avena fatua,2705297
Avena nuda,8174035
Avena sativa,2705290
Avena sterilis,2705286
Avena sterilis ludoviciana,2705287
Avena strigosa,2705295
Avenula pubescens,2703793
Averrhoa bilimbi,2891640
Averrhoa carambola,2891641
Avicennia marina,2925403
Axonopus compressus,2705924
Axonopus fissifolius,2705932
Axonopus flexuosus,4146598
Axonopus scoparius,2705923
Axyris amaranthoides,6447806
Ayapana triplinervis,3142644
Azadirachta indica,3190474
Azanza thespesioides,8811198
Azara microphylla,5604430
Azima tetracantha,3796625
Azolla caroliniana,2650105
Azolla filiculoides,2650107
Azolla filiculoides cristata,8276765
Azolla filiculoides filiculoides,7309955
Azolla microphylla,4196478
Azolla pinnata,2650106
Babiana angustifolia,2746132
Babiana nana,2746126
Babiana nervosa,9511618
Babiana tubiflora,2746194
Baccharis halimifolia,3129663
Baccharis heterophylla,7418178
Baccharis nervosa,3129619
Baccharis pilularis,3129497
Baccharis pingraea,3065
Baccharis salicina,3129634
Baccharis wrightii,3129456
Baccharoides anthelmintica,3087253
Bacopa caroliniana,3171189
Bacopa egensis,3171180
Bacopa floribunda,3731692
Bacopa lanigera,7332783
Bacopa monnieri,3171169
Bacopa repens,3171181
Bacopa rotundifolia,3171174
Bactris gasipaes,2733060
Baeometra uniflora,2740343
Balanites aegyptiaca,5421115
Baldellia ranunculoides,2864546
Ballota nigra,2926894
Ballota nigra foetida,3882777
Ballota nigra ruderalis,8033417
Ballota nigra velutina,8298487
Ballota pseudodictamnus,3882698
Baloghia inophylla,5378457
Baltimora recta,3141365
Bambusa balcooa,4144244
Bambusa bambos,2705752
Bambusa beecheyana,2705753
Bambusa blumeana,2705751
Bambusa dissimulator,4143673
Bambusa dolichoclada,4143620
Bambusa gibba,4143280
Bambusa longispiculata,2705764
Bambusa maculata,4142291
Bambusa multiplex,2705757
Bambusa oldhamii,4141692
Bambusa polymorpha,2705754
Bambusa textilis,2705761
Bambusa tulda,2705765
Bambusa tuldoides,2705762
Bambusa utilis,4140265
Bambusa vulgaris,7661971
Banisteriopsis caapi,3191340
Banksia canei,5636359
Banksia ericifolia,7124454
Banksia formosa,5638492
Banksia integrifolia,7124338
Banksia undata,7287339
Baptisia alba,7629935
Baptisia alba macrophylla,2976077
Baptisia australis,2976091
Baptisia bracteata,2976054
Baptisia bracteata leucophaea,3911533
Baptisia sphaerocarpa,2976070
Barbarea intermedia,5374635
Barbarea verna,5374672
Barleria cristata,3173128
Barleria decaisneana,3773242
Barleria lupulina,3173126
Barleria prionitis,3173129
Barleria repens,3771015
Barleria strigosa,3770457
Barringtonia asiatica,3082920
Bartlettina sordida,4243007
Basella alba,3083504
Basella paniculata,4160818
Basilicum polystachyon,3882375
Bassia crassifolia,5568298
Bassia hyssopifolia,5383909
Bassia indica,5568213
Bassia laniflora,5568188
Bassia prostrata,5568099
Bassia scoparia,5383936
Bassia sedoides,5568045
Batis maritima,5414196
Bauhinia acuminata,2953747
Bauhinia blakeana,2953373
Bauhinia galpinii,2953703
Bauhinia monandra,2953715
Bauhinia multinervia,2953377
Bauhinia pauletia,2952983
Bauhinia picta,2953481
Bauhinia purpurea,2953871
Bauhinia racemosa,2953160
Bauhinia tomentosa,2953031
Bauhinia variegata,2953251
Bauhinia variegata candida,2953255
Beaucarnea recurvata,2768035
Beaumontia grandiflora,5535537
Beaumontia multiflora,5535529
Beckmannia eruciformis,5290063
Begonia,2874710
Begonia bipinnatifida,4157872
Begonia coccinea,2874715
Begonia convolvulacea,2874721
Begonia cucullata,2874717
Begonia cucullata cucullata,6710226
Begonia cucullata spatulata,4158154
Begonia foliosa,2874711
Begonia fusca,4158417
Begonia grandis,8414451
Begonia heracleifolia,2874712
Begonia herbacea,7303229
Begonia hirtella,2874714
Begonia humilis,2874722
Begonia incarnata,7303486
Begonia minor,4157965
Begonia nelumbiifolia,2874720
Begonia obliqua,8138822
Begonia peltata,8306059
Begonia pendula,7488761
Begonia reniformis,2874716
Begonia ricinifolia,4156589
Begonia sanguinea,4158696
Begonia ulmifolia,2874713
Bellardia trixago,5414976
Bellevalia ciliata,2771938
Bellevalia romana,2771972
Bellevalia trifoliata,2771988
Bellucia grossularioides,3866649
Bellucia pentamera,3866517
Bencomia caudata,3032183
Benincasa hispida,2874524
Berberis aggregata,3981040
Berberis amurensis,7300239
Berberis aquifolium,3033868
Berberis aristata,3982087
Berberis bealei,3033889
Berberis canadensis,3033895
Berberis darwinii,3033905
Berberis decumbens,7870997
Berberis fortunei,7300364
Berberis gagnepainii,4938160
Berberis glaucocarpa,3981472
Berberis japonica,6673
Berberis julianae,3981543
Berberis koreana,7138865
Berberis microphylla,7300375
Berberis nervosa,3033877
Berberis ottawensis,3033898
Berberis repens,3033851
Berberis soulieana,3981831
Berberis thunbergii,3033896
Berberis vulgaris,3033894
Berberis wagneri,3033842
Berberis wilsoniae,3981814
Berberis wilsoniae parvifolia,6712020
Berchemia scandens,3039506
Bergbambos tessellata,9265392
Bergenia crassifolia,5567694
Bergenia pacumbis,5567668
Bergenia schmidtii,5567657
Bergia ammannioides,8339627
Bergia capensis,5646095
Berkheya heterophylla,3115189
Berkheya rigida,8337462
Berlandiera lyrata,3148290
Bernardia sidoides,5378404
Berrya cordifolia,5706004
Berteroa mutabilis,3053517
Bertholletia excelsa,3083180
Berula erecta,3034699
Beta macrocarpa,5567951
Beta trigyna,5383926
Beta vulgaris,8971274
Betula caerulea,5331514
Betula ermanii,5332231
Betula pendula,5331916
Betula platyphylla mandshurica,5331559
Betula populifolia,8184083
Biancaea decapetala,3974372
Biancaea sappan,2958871
Bidens alba radiata,9106642
Bidens amplissima,5391707
Bidens aristosa,5391901
Bidens aurea,5391802
Bidens beckii,5392023
Bidens bipinnata,5389402
Bidens biternata,5392065
Bidens campylotheca,5392125
Bidens cernua,5391710
Bidens connata,5392083
Bidens cynapiifolia,5391763
Bidens ferulifolia,7384809
Bidens frondosa,5392174
Bidens gardneri,5391782
Bidens laevis,5391813
Bidens parviflora,5391777
Bidens pilosa,5391845
Bidens polycephala,5391959
Bidens polylepis,5391933
Bidens pseudocosmos,5391766
Bidens radiata,5392145
Bidens rubicundula,5392180
Bidens schimperi,5391827
Bidens subalternans,5391882
Bidens tenuisecta,5392168
Bidens trichosperma,5392088
Bidens tripartita,5391862
Bidens vulgata,5391810
Bifora americana,5537704
Bifora radians,5371870
Bifora testiculata,7412216
Bignonia aequinoctialis,3172559
Bignonia capreolata,3172516
Bignonia magnifica,4094627
Billardiera cymosa pseudocymosa,5680588
Billardiera fusiformis,5680567
Billardiera heterophylla,5680555
Billbergia pyramidalis,2693754
Biophytum sensitivum,3628231
Biophytum umbraculum,3628150
Bischofia javanica,5383085
Biserrula pelecinus,2938473
Bismarckia nobilis,2733941
Bituminaria bituminosa,2952882
Bixa orellana,2874863
Blackstonia imperfoliata,8692916
Blackstonia perfoliata,6366886
Blainvillea acmella,5385687
Blainvillea gayana,8264433
Blastania cerasiformis,3623378
Blechnum appendiculatum,4078397
Blechnum cordatum,4078566
Blechnum orientale,7296799
Blechnum parrisiae,7636747
Blechnum penna-marina,7296768
Blechnum spinulosum,4078732
Blechnum zeelandicum,8118869
Bletilla striata,2808791
Blighia sapida,3189955
Blitum nuttallianum,5568899
Blumea aromatica,5395607
Blumea axillaris,5395843
Blumea balsamifera,5395786
Blumea bovei,5401780
Blumea cafra,5395590
Blumea lacera,5395639
Blumea obliqua,5395632
Blumea sessiliflora,9248813
Blumea sinuata,5395686
Blutaparon vermiculare,3085046
Blyxa aubertii,2865952
Blyxa japonica,2865980
Bocconia frutescens,2888374
Boehmeria clidemioides diffusa,4927560
Boehmeria cylindrica,2984345
Boehmeria holosericea,7300512
Boehmeria nivea,2984359
Boehmeria penduliflora,7769607
Boerhavia acutifolia,3701024
Boerhavia coccinea,3086287
Boerhavia cordobensis,3700515
Boerhavia diandra,3086275
Boerhavia diffusa,3086282
Boerhavia erecta,3086281
Boerhavia glabrata,3086283
Boerhavia helenae,3701317
Boerhavia repens,3086288
Bolboschoenus glaucus,2718387
Bolboschoenus maritimus,2718307
Bolboschoenus robustus,2718292
Boltonia asteroides,5393593
Boltonia asteroides asteroides,7066204
Boltonia asteroides latisquama,5699587
Boltonia asteroides recognita,5699583
Bolusanthus speciosus,2952355
Bomarea acutifolia,11298101
Bomarea multiflora,2754207
Bombax anceps,4073690
Bombax ceiba,3152226
Bombycilaena erecta,3088395
Bonamia semidigyna,5549348
Bonellia macrocarpa,7151936
Bonnaya antipoda,3733807
Bonnaya ciliata,3733766
Bonnaya ruellioides,3733532
Bontia daphnoides,5415104
Borago officinalis,2926110
Borago pygmaea,4063741
Borassus flabellifer,2733934
Bothriochloa barbinodis,2704120
Bothriochloa bladhii,2704093
Bothriochloa exaristata,2704127
Bothriochloa insculpta,2704099
Bothriochloa ischaemum,2704102
Bothriochloa laguroides,2704111
Bothriochloa laguroides torreyana,4136765
Bothriochloa macra,4136695
Bothriochloa pertusa,2704108
