"gbif_species","gbif_species.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"carex saxatilis var. laxa","carex saxatilis var. laxa (trautv.) ohwi",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,373,1,"wfo-0000350993","urn:lsid:ipni.org:names:302087-1","230640","Carex saxatilis","species","wfo-4000006709","L.","Cyperaceae","","",NA,"Carex","","saxatilis","","species","Valid","Sp. Pl. : 976 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 2: 976. 1753 [1 May 1753]  to Sp. Pl. : 976 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-23","http://www.theplantlist.org/tpl1.1/record/kew-230640","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-230640","",TRUE,"Synonym","wfo-0000350998","Carex saxatilis var. laxa",""
"rumex arcticus trautv.","rumex arcticus trautv.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,374,1,"wfo-0000406392","urn:lsid:ipni.org:names:60435397-2","567954","Rumex aquaticus  subsp. arcticus","subspecies","wfo-0000403540","(Trautv.) Hiitonen","Polygonaceae","","",NA,"Rumex","","aquaticus","arcticus","subspecies","Valid","Suom. Kasvio : 297 (1933)","Accepted","","wfo-0000403567",NA,"Source in seed data: cmp Update namepublishedIn from Suom. Kasvio 297 1933  to Suom. Kasvio : 297 (1933), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2429971 >","http://www.theplantlist.org/tpl1.1/record/kew-2429971","The Caryophyllales Taxonomic Expert Network","A","kew-2429971","",TRUE,"Synonym","wfo-0000403567","Rumex arcticus",""
"ranunculus hyperboreus rottb.","ranunculus hyperboreus rottb.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,375,1,"wfo-0000461067","urn:lsid:ipni.org:names:712943-1","660122","Ranunculus hyperboreus","species","wfo-4000032540","Rottb.","Ranunculaceae","","",NA,"Ranunculus","","hyperboreus","","species","Valid","Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 (1770)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 1770  to Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 (1770), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a ","http://www.theplantlist.org/tpl1.1/record/kew-2524069","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2524069","",FALSE,"","","",""
"ranunculus hyperboreus subsp. hyperboreus","ranunculus hyperboreus subsp. hyperboreus",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,376,1,"wfo-0000461067","urn:lsid:ipni.org:names:712943-1","660122","Ranunculus hyperboreus","species","wfo-4000032540","Rottb.","Ranunculaceae","","",NA,"Ranunculus","","hyperboreus","","species","Valid","Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 (1770)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 1770  to Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 (1770), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a ","http://www.theplantlist.org/tpl1.1/record/kew-2524069","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2524069","",TRUE,"Synonym","wfo-0001129620","Ranunculus hyperboreus subsp. hyperboreus",""
"ranunculus hyperboreus subsp. tricrenatus","ranunculus hyperboreus subsp. tricrenatus (rupr.) á.löve & d.löve",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,377,1,"wfo-0001368674","urn:lsid:ipni.org:names:889306-1","889306-1","Ranunculus hyperboreus subsp. tricrenatus","subspecies","","(Rupr.) V.G.Sergienko","Ranunculaceae","","",NA,"Ranunculus","","hyperboreus","tricrenatus","subspecies","","Novosti Sist. Vyssh. Rast. 17: 245. 1980","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"ranunculus hyperboreus subsp. arnellii scheutz","ranunculus hyperboreus subsp. arnellii scheutz",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,25,378,1,"wfo-0000461067","urn:lsid:ipni.org:names:712943-1","660122","Ranunculus hyperboreus","species","wfo-4000032540","Rottb.","Ranunculaceae","","",NA,"Ranunculus","","hyperboreus","","species","Valid","Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 (1770)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 1770  to Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 (1770), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a ","http://www.theplantlist.org/tpl1.1/record/kew-2524069","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2524069","",FALSE,"","","",""
"ranunculus tricrenatus","ranunculus tricrenatus (rupr.) jurtzev & v.v.petrovsky",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,379,1,"wfo-0000461512","urn:lsid:ipni.org:names:908188-1","660673","Ranunculus tricrenatus","species","","(Rupr.) Jurtzev & V.V.Petrovsky","Ranunculaceae","","",NA,"Ranunculus","","tricrenatus","","species","","Byull. Moskovsk. Obshch. Isp. Prir., Otd. Biol. 85(6): 101 (1980):.","Unchecked","","",NA,"Source in seed data: ksu Updated namePublishedIn from Byull. Moskovsk. Obshch. Isp. Prir., Otd. Biol. 85(6): 101 1980  to Byull. Moskovsk. Obshch. Isp. Prir., Otd. Biol. 85(6): 101 (1980):. , according to IPNI. Information provided by Alan E. on email Ju","http://www.theplantlist.org/tpl1.1/record/kew-2524621","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2524621","",FALSE,"","","","smallest ID"
"ranunculus hyperboreus subsp. samojedorum","ranunculus hyperboreus subsp. samojedorum (rupr.) hultén",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,380,1,"wfo-0000461067","urn:lsid:ipni.org:names:712943-1","660122","Ranunculus hyperboreus","species","wfo-4000032540","Rottb.","Ranunculaceae","","",NA,"Ranunculus","","hyperboreus","","species","Valid","Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 (1770)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 1770  to Skr. Kiøbenhavnske Selsk. Laerd. Elsk. 10: 458 (1770), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a ","http://www.theplantlist.org/tpl1.1/record/kew-2524069","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2524069","",TRUE,"Synonym","wfo-0001129956","Ranunculus hyperboreus subsp. samojedorum",""
"minuartia macrocarpa","minuartia macrocarpa (pursh) ostenf.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,381,1,"wfo-0000374757","urn:lsid:ipni.org:names:162487-2","508783","Minuartia macrocarpa","species","wfo-4000024350","Ostenf.","Caryophyllaceae","","",NA,"Minuartia","","macrocarpa","","species","Valid","Meddel. Grønland 37: 226 (1920)","Accepted","","wfo-0000546198",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Pursh) Ostenf. to Ostenf., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2369527 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-2369527","The Caryophyllales Taxonomic Expert Network","A","kew-2369527","",FALSE,"","","",""
"pseudocherleria macrocarpa","pseudocherleria macrocarpa (pursh) dillenb. & kadereit",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,12,382,1,"wfo-4001303378","urn:lsid:ipni.org:names:77138777-1","","Pseudocherleria","genus","wfo-7000000117","Dillenb. & Kadereit","Caryophyllaceae","","",NA,"Pseudocherleria","","","","genus","Valid","Taxon 63: 451 (2014)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Taxon 63: 451 (2014) to Taxon 63: 451 (2014), information provided by Alan E. on email Jun. 07 2021","","The Caryophyllales Taxonomic Expert Network","A","","",FALSE,"","","",""
"ledum decumbens","ledum decumbens (aiton) lodd. ex steud.",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,383,3,"wfo-0001299421","urn:lsid:ipni.org:names:231694-2","8900107","Sedum decumbens","species","wfo-4000034941","R.T.Clausen","Crassulaceae","","",NA,"Sedum","","decumbens","","species","Valid","Sedum N. Amer. 562. 1975","Accepted","","",NA,"Source in seed data: tro Updated namepublishedIn from Sedum of North America 562 1975  to Sedum N. Amer. 562. 1975 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tr","http://www.theplantlist.org/tpl1.1/record/tro-8900107","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-8900107","",FALSE,"","","","Not a synonym"
"ledum palustre subsp. decumbens","ledum palustre subsp. decumbens (aiton) hultén",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,384,1,"wfo-0001275534","urn:lsid:ipni.org:names:961622-1","50279929","Rhododendron tomentosum","species","wfo-3000002441","Harmaja","Ericaceae","Ericoideae","",NA,"Rhododendron","Rhododendron","tomentosum","","species","Valid","Ann. Bot. Fenn. 27: 204 (1990)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Ann. Bot. Fenn. 27(2): 204 1990  to Ann. Bot. Fenn. 27: 204 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","https://padme.rbge.org.uk/wfo/wfo-0001275534","The Ericaceae Taxonomic Expert Network","A","tro-50279929","",TRUE,"Synonym","wfo-0000367548","Ledum palustre subsp. decumbens",""
"ledum palustre l.","ledum palustre l.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,12,385,1,"wfo-0001275534","urn:lsid:ipni.org:names:961622-1","50279929","Rhododendron tomentosum","species","wfo-3000002441","Harmaja","Ericaceae","Ericoideae","",NA,"Rhododendron","Rhododendron","tomentosum","","species","Valid","Ann. Bot. Fenn. 27: 204 (1990)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Ann. Bot. Fenn. 27(2): 204 1990  to Ann. Bot. Fenn. 27: 204 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","https://padme.rbge.org.uk/wfo/wfo-0001275534","The Ericaceae Taxonomic Expert Network","A","tro-50279929","",TRUE,"Synonym","wfo-0001250512","Ledum palustre f. decumbens","smallest ID"
"rhododendron tomentosum","rhododendron tomentosum (stokes) harmaja",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,386,1,"wfo-0001275534","urn:lsid:ipni.org:names:961622-1","50279929","Rhododendron tomentosum","species","wfo-3000002441","Harmaja","Ericaceae","Ericoideae","",NA,"Rhododendron","Rhododendron","tomentosum","","species","Valid","Ann. Bot. Fenn. 27: 204 (1990)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Ann. Bot. Fenn. 27(2): 204 1990  to Ann. Bot. Fenn. 27: 204 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","https://padme.rbge.org.uk/wfo/wfo-0001275534","The Ericaceae Taxonomic Expert Network","A","tro-50279929","",FALSE,"","","",""
"rhododendron tomentosum subsp. decumbens","rhododendron tomentosum subsp. decumbens (aiton) elven & d.f.murray",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,387,1,"wfo-0001275534","urn:lsid:ipni.org:names:961622-1","50279929","Rhododendron tomentosum","species","wfo-3000002441","Harmaja","Ericaceae","Ericoideae","",NA,"Rhododendron","Rhododendron","tomentosum","","species","Valid","Ann. Bot. Fenn. 27: 204 (1990)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Ann. Bot. Fenn. 27(2): 204 1990  to Ann. Bot. Fenn. 27: 204 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","https://padme.rbge.org.uk/wfo/wfo-0001275534","The Ericaceae Taxonomic Expert Network","A","tro-50279929","",TRUE,"Synonym","wfo-0001285194","Rhododendron tomentosum subsp. decumbens",""
"ledum palustre f. decumbens","ledum palustre f. decumbens (aiton) y.l.chou & s.l.tung",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,388,1,"wfo-0001275534","urn:lsid:ipni.org:names:961622-1","50279929","Rhododendron tomentosum","species","wfo-3000002441","Harmaja","Ericaceae","Ericoideae","",NA,"Rhododendron","Rhododendron","tomentosum","","species","Valid","Ann. Bot. Fenn. 27: 204 (1990)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Ann. Bot. Fenn. 27(2): 204 1990  to Ann. Bot. Fenn. 27: 204 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","https://padme.rbge.org.uk/wfo/wfo-0001275534","The Ericaceae Taxonomic Expert Network","A","tro-50279929","",TRUE,"Synonym","wfo-0001250512","Ledum palustre f. decumbens",""
"rhododendron tomentosum subsp. tomentosum","rhododendron tomentosum subsp. tomentosum",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,389,1,"wfo-0001275534","urn:lsid:ipni.org:names:961622-1","50279929","Rhododendron tomentosum","species","wfo-3000002441","Harmaja","Ericaceae","Ericoideae","",NA,"Rhododendron","Rhododendron","tomentosum","","species","Valid","Ann. Bot. Fenn. 27: 204 (1990)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Ann. Bot. Fenn. 27(2): 204 1990  to Ann. Bot. Fenn. 27: 204 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","https://padme.rbge.org.uk/wfo/wfo-0001275534","The Ericaceae Taxonomic Expert Network","A","tro-50279929","",TRUE,"Synonym","wfo-1200001487","Rhododendron tomentosum subsp. tomentosum",""
"carex membranacea hook.","carex membranacea hook.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,390,2,"wfo-0000348801","urn:lsid:ipni.org:names:927703-1","228592","Carex membranacea","species","wfo-4000006709","Hook.","Cyperaceae","","",NA,"Carex","","membranacea","","species","Valid","Brief Narrative Attempt Reach Repulse Bay : 195 (1824 publ. 1825)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Brief Narrative Attempt Reach Repulse Bay 195 1824 publ. 1825  to Brief Narrative Attempt Reach Repulse Bay : 195 (1824 publ. 1825), information provided by Alan E. on email Jun. 07 2021 More details c","http://www.theplantlist.org/tpl1.1/record/kew-228592","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-228592","",FALSE,"","","","Not a synonym"
"pedicularis lanata willd. ex cham. & schltdl.","pedicularis lanata willd. ex cham. & schltdl.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,28,391,1,"wfo-0001136576","urn:lsid:ipni.org:names:807250-1","29200146","Pedicularis lanata","species","wfo-4000028414","Cham. & Schltdl.","Orobanchaceae","","",NA,"Pedicularis","","lanata","","species","Valid","Linnaea 2: 583 (1827)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Linnaea 2(4): 583–585 1827  to Linnaea 2: 583 (1827), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-292001","http://www.theplantlist.org/tpl1.1/record/tro-29200146","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-29200146","",FALSE,"","","",""
"pedicularis kanei subsp. kanei","pedicularis kanei subsp. kanei",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,14,392,1,"wfo-0001136576","urn:lsid:ipni.org:names:807250-1","29200146","Pedicularis lanata","species","wfo-4000028414","Cham. & Schltdl.","Orobanchaceae","","",NA,"Pedicularis","","lanata","","species","Valid","Linnaea 2: 583 (1827)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Linnaea 2(4): 583–585 1827  to Linnaea 2: 583 (1827), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-292001","http://www.theplantlist.org/tpl1.1/record/tro-29200146","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-29200146","",TRUE,"Synonym","wfo-0001138172","Pedicularis kanei",""
"pedicularis lanata willd.","pedicularis lanata willd.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,393,1,"wfo-0001136576","urn:lsid:ipni.org:names:807250-1","29200146","Pedicularis lanata","species","wfo-4000028414","Cham. & Schltdl.","Orobanchaceae","","",NA,"Pedicularis","","lanata","","species","Valid","Linnaea 2: 583 (1827)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Linnaea 2(4): 583–585 1827  to Linnaea 2: 583 (1827), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-292001","http://www.theplantlist.org/tpl1.1/record/tro-29200146","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-29200146","",FALSE,"","","",""
"pedicularis willdenovii vved.","pedicularis willdenovii vved.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,394,1,"wfo-0001136576","urn:lsid:ipni.org:names:807250-1","29200146","Pedicularis lanata","species","wfo-4000028414","Cham. & Schltdl.","Orobanchaceae","","",NA,"Pedicularis","","lanata","","species","Valid","Linnaea 2: 583 (1827)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Linnaea 2(4): 583–585 1827  to Linnaea 2: 583 (1827), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-292001","http://www.theplantlist.org/tpl1.1/record/tro-29200146","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-29200146","",TRUE,"Synonym","wfo-0001138764","Pedicularis willdenowii",""
"salix rotundifolia trautv.","salix rotundifolia trautv.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,395,1,"wfo-0000930218","urn:lsid:ipni.org:names:778718-1","1034890","Salix rotundifolia","species","wfo-4000033844","Trautv.","Salicaceae","","",NA,"Salix","","rotundifolia","","species","Valid","Nouv. Mém. Soc. Imp. Naturalistes Moscou 2: 304 (1832)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Nouv. Mém. Soc. Imp. Naturalistes Moscou 2: 304 1832  to Nouv. Mém. Soc. Imp. Naturalistes Moscou 2: 304 (1832), information provided by Alan E. on email Jun. 07 2021 More details could be found in <","http://www.theplantlist.org/tpl1.1/record/kew-5003245","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-5003245","",FALSE,"","","",""
"salix rotundifolia var. rotundifolia","salix rotundifolia var. rotundifolia",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,396,1,"wfo-0000930218","urn:lsid:ipni.org:names:778718-1","1034890","Salix rotundifolia","species","wfo-4000033844","Trautv.","Salicaceae","","",NA,"Salix","","rotundifolia","","species","Valid","Nouv. Mém. Soc. Imp. Naturalistes Moscou 2: 304 (1832)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Nouv. Mém. Soc. Imp. Naturalistes Moscou 2: 304 1832  to Nouv. Mém. Soc. Imp. Naturalistes Moscou 2: 304 (1832), information provided by Alan E. on email Jun. 07 2021 More details could be found in <","http://www.theplantlist.org/tpl1.1/record/kew-5003245","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-5003245","",TRUE,"Synonym","wfo-0001280127","Salix rotundifolia var. rotundifolia",""
