"gbif_species","gbif_species.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"pedicularis adunca m.bieb. ex steven","pedicularis adunca m.bieb. ex steven",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,19,2230,1,"wfo-0000470757","urn:lsid:ipni.org:names:806744-1","678234","Pedicularis adunca","species","wfo-4000028414","M.Bieb. ex Steven","Orobanchaceae","","",NA,"Pedicularis","","adunca","","species","Valid","Mém. Soc. Imp. Naturalistes Moscou 6: 29 (1823)","Accepted","","",NA,"Source in seed data: ksu Update namepublishedIn from Mém. Soc. Imp. Naturalistes Moscou vi. (1823) 29.  to Mém. Soc. Imp. Naturalistes Moscou 6: 29 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=htt","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:806744-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2542374","",FALSE,"","","",""
"sh1240312.09fu","sh1240312.09fu",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,NA,2231,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",FALSE,"","","","no match found"
"ranunculus subcorymbosus kom.","ranunculus subcorymbosus kom.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2232,1,"wfo-0001129998","urn:lsid:ipni.org:names:713900-1","27102777","Ranunculus subcorymbosus","species","wfo-4000032540","Kom.","Ranunculaceae","","",NA,"Ranunculus","","subcorymbosus","","species","Valid","Repert. Spec. Nov. Regni Veg. 13: 234 (1914)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 13: 234. 1914  to Repert. Spec. Nov. Regni Veg. 13: 234 (1914), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the","http://www.theplantlist.org/tpl1.1/record/tro-27102777","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-27102777","",FALSE,"","","",""
"poa urssulensis trin.","poa urssulensis trin.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,2233,1,"wfo-0000894195","urn:lsid:ipni.org:names:418304-1","437605","Poa urssulensis","species","wfo-4000030438","Trin.","Poaceae","","",NA,"Poa","","urssulensis","","species","Valid","Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans 2: 528 (1835)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from in Bunge, Verz. Suppl. Fl. Alt. 10.  to Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans 2: 528 (1835), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=","http://www.theplantlist.org/tpl1.1/record/kew-437605","The Poaceae TEN","A","kew-437605","",FALSE,"","","",""
"poa sibirica roshev.","poa sibirica roshev.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,2234,1,"wfo-0000893818","urn:lsid:ipni.org:names:418041-1","437255","Poa sibirica","species","wfo-4000030438","Roshevitz","Poaceae","","",NA,"Poa","","sibirica","","species","Valid","Izv. Imp. S.-Peterburgsk. Bot. Sada 12: 121 (1912)","Accepted","","",NA,"Source in seed data: wcs Updated scientificnameAuthorship from Roshev. to Roshevitz, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-437255 >The Plant List v.1.1.<","http://www.theplantlist.org/tpl1.1/record/kew-437255","The Poaceae TEN","A","kew-437255","",FALSE,"","","",""
"poa platyantha kom.","poa platyantha kom.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,2235,1,"wfo-0000893347","urn:lsid:ipni.org:names:417754-1","436860","Poa platyantha","species","wfo-4000030438","Komarov","Poaceae","","",NA,"Poa","","platyantha","","species","Valid","Bot. Mater. Gerb. Glavn. Bot. Sada R.S.F.S.R. 5: 148 (1924)","Accepted","","",NA,"Source in seed data: wcs Updated scientificnameAuthorship from Kom. to Komarov, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-436860 >The Plant List v.1.1.</a> O","http://www.theplantlist.org/tpl1.1/record/kew-436860","The Poaceae TEN","A","kew-436860","",FALSE,"","","",""
"sh1234917.09fu","sh1234917.09fu",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,NA,2236,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",FALSE,"","","","no match found"
"poa filiculmis roshev.","poa filiculmis roshev.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,9,2237,1,"wfo-0000892312","urn:lsid:ipni.org:names:417036-1","435908","Poa filiculmis","species","wfo-4000030438","Roshev.","Poaceae","","",NA,"Poa","","filiculmis","","species","Valid","Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 11: 28 (1949)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 11: 28. 1949  to Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 11: 28 (1949), information provided by Alan E. on email Jun. 07 2021","http://www.theplantlist.org/tpl1.1/record/kew-435908","The Poaceae TEN","A","kew-435908","",FALSE,"","","","Not a synonym"
"agrostis aenea","agrostis aenea (trin.) spreng.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2238,1,"wfo-0000843613","urn:lsid:ipni.org:names:385720-1","389557","Agrostis exarata","species","wfo-4000000996","Trin.","Poaceae","","",NA,"Agrostis","","exarata","","species","Valid","Gram. Unifl. Sesquifl. : 205 (1824)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Gram. Unifl. Sesquifl. 205 1824  to Gram. Unifl. Sesquifl. : 205 (1824), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","http://www.theplantlist.org/tpl1.1/record/kew-389557","The Poaceae TEN","A","kew-389557","",TRUE,"Synonym","wfo-0000843105","Agrostis aenea",""
"sedum cyaneum rudolph","sedum cyaneum rudolph",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,2239,1,"wfo-0001299871","urn:lsid:ipni.org:names:274206-1","8901683","Hylotelephium cyaneum","species","wfo-4000018627","(Rudolph) H.Ohba","Crassulaceae","","",NA,"Hylotelephium","","cyaneum","","species","Valid","Bot. Mag. (Tokyo) 90: 50 (1977)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bot. Mag. (Tokyo) 90(1017): 50. 1977  to Bot. Mag. (Tokyo) 90: 50 (1977), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274206-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-8901683","",TRUE,"Synonym","wfo-0001299929","Sedum cyaneum",""
"hylotelephium cyaneum","hylotelephium cyaneum (rudolph) h.ohba",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2240,1,"wfo-0001299871","urn:lsid:ipni.org:names:274206-1","8901683","Hylotelephium cyaneum","species","wfo-4000018627","(Rudolph) H.Ohba","Crassulaceae","","",NA,"Hylotelephium","","cyaneum","","species","Valid","Bot. Mag. (Tokyo) 90: 50 (1977)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bot. Mag. (Tokyo) 90(1017): 50. 1977  to Bot. Mag. (Tokyo) 90: 50 (1977), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274206-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-8901683","",FALSE,"","","",""
"cryptogramma crispa","cryptogramma crispa (l.) r.br.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2241,1,"wfo-0001107261","urn:lsid:ipni.org:names:17070940-1","26600103","Cryptogramma crispa","species","wfo-4000009891","(L.) R.Br.","Pteridaceae","Cryptogrammoideae","",NA,"Cryptogramma","","crispa","","species","Valid","Narr. Journey Polar Sea : 767 (1823)","Accepted","","wfo-0001109826",NA,"Source in seed data: tro Update namepublishedIn from Gen. Fil. pl. 115B 1842  to Narr. Journey Polar Sea : 767 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","http://www.theplantlist.org/tpl1.1/record/tro-26600103","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600103","",FALSE,"","","",""
"cryptogramma crispa","cryptogramma crispa (l.) r.br. ex hook.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2242,1,"wfo-0001107261","urn:lsid:ipni.org:names:17070940-1","26600103","Cryptogramma crispa","species","wfo-4000009891","(L.) R.Br.","Pteridaceae","Cryptogrammoideae","",NA,"Cryptogramma","","crispa","","species","Valid","Narr. Journey Polar Sea : 767 (1823)","Accepted","","wfo-0001109826",NA,"Source in seed data: tro Update namepublishedIn from Gen. Fil. pl. 115B 1842  to Narr. Journey Polar Sea : 767 (1823), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","http://www.theplantlist.org/tpl1.1/record/tro-26600103","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600103","",FALSE,"","","",""
"cryptogramma","cryptogramma crispa var. acrostichoides g.lawson, 1889",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2243,1,"wfo-4000009891","urn:lsid:ipni.org:names:30008599-2","227","Cryptogramma","genus","wfo-6500000505","R.Br.","Pteridaceae","Cryptogrammoideae","",NA,"Cryptogramma","","","","genus","Valid","Narr. Journey Polar Sea : 767 (1823)","Accepted","","",NA,"Source in seed data: TPL1.1 Update namepublishedIn from Narr. Journey Polar Sea 767. 1823.  to Narr. Journey Polar Sea : 767 (1823), information provided by Alan E. on email Jun. 07 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","","",FALSE,"","","",""
"lonicera caerulea l.","lonicera caerulea l.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,4,2244,1,"wfo-0000359746","urn:lsid:ipni.org:names:148657-1","479571","Lonicera caerulea","species","wfo-4000022170","L.","Caprifoliaceae","","",NA,"Lonicera","","caerulea","","species","Valid","Sp. Pl. : 174 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 174 1753  to Sp. Pl. : 174 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2339990 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2339990","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2339990","",FALSE,"","","",""
"lonicera caerulea subsp. kamtschatica","lonicera caerulea subsp. kamtschatica (sevast.) gladkova",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2245,1,"wfo-0000359746","urn:lsid:ipni.org:names:148657-1","479571","Lonicera caerulea","species","wfo-4000022170","L.","Caprifoliaceae","","",NA,"Lonicera","","caerulea","","species","Valid","Sp. Pl. : 174 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 174 1753  to Sp. Pl. : 174 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2339990 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2339990","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2339990","",TRUE,"Synonym","wfo-0001365994","Lonicera caerulea subsp. kamtschatica",""
"oxytropis kateninii jurtzev","oxytropis kateninii jurtzev",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,2246,1,"wfo-0000208720","urn:lsid:ipni.org:names:930548-1","54771","Oxytropis kateninii","species","wfo-4000027605","Jurtzev","Fabaceae","","",NA,"Oxytropis","","kateninii","","species","Valid","Arktich. Fl. SSSR9(2): 182 (1986)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Arktichesk. Fl. SSSR 9(2): 182, 146. 1986  to Arktich. Fl. SSSR 9(2): 182 (1986), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","https://www.legumedata.org/taxonomy/taxon/387939","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-54771","",FALSE,"","","",""
"potentilla wrangelii v.v.petrovsky","potentilla wrangelii v.v.petrovsky",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,15,2247,1,"wfo-0001005120","urn:lsid:ipni.org:names:729266-1","3710","Potentilla wrangelii","species","wfo-4000031030","V.V.Petrovsky","Rosaceae","","",NA,"Potentilla","","wrangelii","","species","Valid","Bot. Zhurn. (Moscow & Leningrad) 62: 675 (1977)","Accepted","","",NA,"Source in seed data: rjp Update namepublishedIn from Bot. Zhurn. (Moscow & Leningrad) 62(5): 675. 1977  to Bot. Zhurn. (Moscow & Leningrad) 62: 675 (1977), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:729266-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-3710","",FALSE,"","","",""
"sieversia pusilla","sieversia pusilla (gaertn.) hultén",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,2248,1,"wfo-0000988050","urn:lsid:ipni.org:names:741546-1","15898","Sieversia pusilla","species","wfo-4000035345","Hultén","Rosaceae","","",NA,"Sieversia","","pusilla","","species","Valid","Kongl. Svenska Vetensk. Acad. Handl. , ser. 3, 8(1): 76 (1929)","Accepted","","wfo-0000991634",NA,"Source in seed data: rjp Updated scientificnameAuthorship from (Gaertn.) Hultén to Hultén, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-15898 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/rjp-15898","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-15898","",FALSE,"","","","Accepted"
"capsella bursa-pastoris","capsella bursa-pastoris (l.) medik.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2249,1,"wfo-0000585589","urn:lsid:ipni.org:names:279929-1","829427","Capsella bursa-pastoris","species","wfo-4000006621","Medik.","Brassicaceae","","",NA,"Capsella","","bursa-pastoris","","species","Valid","Pflanzeng. 85.","Accepted","","wfo-0000410870",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Medik. to Medik., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2697999 >The Plant List v.1.1","http://www.theplantlist.org/tpl1.1/record/kew-2697999","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2697999","",FALSE,"","","",""
"stellaria borealis var. borealis","stellaria borealis var. borealis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2250,1,"wfo-0001291802","urn:lsid:ipni.org:names:244154-2","6301716","Stellaria borealis","species","wfo-4000036401","Bigelow","Caryophyllaceae","","",NA,"Stellaria","","borealis","","species","Valid","Fl. Boston. , ed. 2: 182 (1824)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Fl. Boston. (ed. 2) 182–183 1824  to Fl. Boston. , ed. 2: 182 (1824), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r","http://www.theplantlist.org/tpl1.1/record/tro-6301716","The Caryophyllales Taxonomic Expert Network","A","tro-6301716","",TRUE,"Synonym","wfo-0001291803","Stellaria borealis var. borealis",""
"gastrolychnis triflora","gastrolychnis triflora (r.br. ex sommerf.) tolm. & kozhanch.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2251,1,"wfo-0000440123","urn:lsid:ipni.org:names:236389-2","624496","Silene taimyrensis","species","wfo-4000035363","(Tolm.) Bocquet","Caryophyllaceae","","",NA,"Silene","","taimyrensis","","species","Valid","Candollea 22: 21 (1967)","Accepted","","wfo-0000375519",NA,"Source in seed data: cmp Update namepublishedIn from Candollea 22: 21 1967  to Candollea 22: 21 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2487730 >Th","http://www.theplantlist.org/tpl1.1/record/kew-2487730","The Caryophyllales Taxonomic Expert Network","A","kew-2487730","",TRUE,"Synonym","wfo-0000694946","Gastrolychnis triflora",""
"taraxacum jurtzevii tzvelev","taraxacum jurtzevii tzvelev",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,2252,1,"wfo-0000021258","urn:lsid:ipni.org:names:905389-1","GCC-C627E71E-DF77-40F4-89BC-C7CD12114D03","Taraxacum jurtzevii","species","wfo-4000037583","Tzvelev","Asteraceae","","",NA,"Taraxacum","","jurtzevii","","species","Valid","Novosti Sist. Vyssh. Rast. 21: 197 (1984) (1984)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Novosti Sist. Vyssh. Rast. 21: 197 (1984).  to Novosti Sist. Vyssh. Rast. 21: 197 (1984) (1984), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.","http://www.theplantlist.org/tpl1.1/record/gcc-120552","The Asteraceaae TEN","A","gcc-120552","",FALSE,"","","",""
"barbarea arcuata","barbarea arcuata (opiz) rchb.",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,2253,2,"wfo-0000560064","urn:lsid:ipni.org:names:29455-2","801588","Barbarea vulgaris","species","wfo-4000004049","W.T.Aiton","Brassicaceae","","",NA,"Barbarea","","vulgaris","","species","Valid","Hortus Kew. 4: 109 (1812)","Accepted","","wfo-0000678484",NA,"Source in seed data: cmp Updated scientificnameAuthorship from R.Br. to W.T.Aiton, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2669712 >The Plant List v.1.1.</","http://www.theplantlist.org/tpl1.1/record/kew-2669712","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2669712","",TRUE,"Synonym","wfo-0001034059","Barbarea arcuata","smallest ID"
"barbarea vulgaris","barbarea vulgaris (l.) w.t.aiton",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2254,1,"wfo-0000560064","urn:lsid:ipni.org:names:29455-2","801588","Barbarea vulgaris","species","wfo-4000004049","W.T.Aiton","Brassicaceae","","",NA,"Barbarea","","vulgaris","","species","Valid","Hortus Kew. 4: 109 (1812)","Accepted","","wfo-0000678484",NA,"Source in seed data: cmp Updated scientificnameAuthorship from R.Br. to W.T.Aiton, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2669712 >The Plant List v.1.1.</","http://www.theplantlist.org/tpl1.1/record/kew-2669712","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2669712","",FALSE,"","","",""
"lycopodium sabinaefolium willd.","lycopodium sabinaefolium willd.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,2255,1,"wfo-0001109007","urn:lsid:ipni.org:names:147580-2","26602127","Lycopodium sabinaefolium","species","wfo-4000022509","Willd.","Lycopodiaceae","Lycopodioideae","",NA,"Lycopodium","","sabinaefolium","","species","Valid","Sp. Pl., ed. 4 , 5: 20 (1810)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Sp. Pl. 5: 20 1810  to Sp. Pl., ed. 4 , 5: 20 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26602127","http://www.theplantlist.org/tpl1.1/record/tro-26602127","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26602127","",FALSE,"","","",""
"thymus serpyllum l.","thymus serpyllum l.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,2256,1,"wfo-0000324617","urn:lsid:ipni.org:names:77189548-1","205326","Thymus pulegioides  subsp. montanus","subspecies","wfo-0000324607","(Trevir.) Ronniger","Lamiaceae","","",NA,"Thymus","","pulegioides","montanus","subspecies","Valid","Repert. Spec. Nov. Regni Veg. Beih. 30(2): 371 (1930)","Accepted","","wfo-0000324777",NA,"Source in seed data: wcs Update namepublishedIn from Repert. Spec. Nov. Regni Veg. Beih. 30(2): 371 1930  to Repert. Spec. Nov. Regni Veg. Beih. 30(2): 371 (1930), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hr","http://www.theplantlist.org/tpl1.1/record/kew-205326","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-205326","",TRUE,"Synonym","wfo-0000813110","Thymus serpyllum f. idae",""
"juncus ambiguus var. ossoraicus","juncus ambiguus var. ossoraicus (novikov) novikov",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2257,1,"wfo-0000777150","urn:lsid:ipni.org:names:443410-1","315705","Juncus ranarius","species","wfo-4000019671","Songeon & E.P.Perrier","Juncaceae","","",NA,"Juncus","","ranarius","","species","Valid","Annot. Fl. France Allemagne : 192 (1859)","Accepted","","",NA,"Source in seed data: iopi Update namepublishedIn from Annot. Fl. France Allemagne 192 1859  to Annot. Fl. France Allemagne : 192 (1859), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","http://www.theplantlist.org/tpl1.1/record/kew-315705","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-315705","",TRUE,"Synonym","wfo-0000775817","Juncus ambiguus var. ossoraicus",""
"juncus ranarius songeon & e.p.perrier","juncus ranarius songeon & e.p.perrier",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,23,2258,1,"wfo-0000777150","urn:lsid:ipni.org:names:443410-1","315705","Juncus ranarius","species","wfo-4000019671","Songeon & E.P.Perrier","Juncaceae","","",NA,"Juncus","","ranarius","","species","Valid","Annot. Fl. France Allemagne : 192 (1859)","Accepted","","",NA,"Source in seed data: iopi Update namepublishedIn from Annot. Fl. France Allemagne 192 1859  to Annot. Fl. France Allemagne : 192 (1859), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","http://www.theplantlist.org/tpl1.1/record/kew-315705","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-315705","",FALSE,"","","",""
"urtica dioica subsp. gracilis","urtica dioica subsp. gracilis (aiton) selander",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,2259,1,"wfo-0001143255","urn:lsid:ipni.org:names:260634-2","33400022","Urtica dioica  subsp. gracilis","subspecies","wfo-0000416616","(Aiton) Selander","Urticaceae","","",NA,"Urtica","","dioica","gracilis","subspecies","Valid","Svensk Bot. Tidskr. 41: 271. 1947 as dioeca","Accepted","","wfo-0001143258",NA,"Source in seed data: tro Updated namePublishedIn from Svensk Bot. Tidskr. 41(2): 271 1947  to Svensk Bot. Tidskr. 41: 271. 1947 as dioeca, according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=ht","http://www.theplantlist.org/tpl1.1/record/tro-33400022","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-33400022","",FALSE,"","","",""
"plantago depressa willd.","plantago depressa willd.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,2260,1,"wfo-0000486802","urn:lsid:ipni.org:names:685094-1","704098","Plantago depressa","species","wfo-4000030044","Willd.","Plantaginaceae","","",NA,"Plantago","","depressa","","species","Valid","Enum. Pl. Hort. Berol. , Suppl.: 8 (1814)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. Suppl. [Willdenow] 8. 1814 [Jul-Dec 1814]  to Enum. Pl. Hort. Berol. , Suppl.: 8 (1814), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://ww","http://www.theplantlist.org/tpl1.1/record/kew-2570075","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2570075","",FALSE,"","","",""
"lomatogonium carinthiacum","lomatogonium carinthiacum (wulfen) a.braun",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2261,1,"wfo-0000364650","urn:lsid:ipni.org:names:370047-1","489487","Lomatogonium carinthiacum","species","wfo-4000022131","A.Braun","Gentianaceae","","",NA,"Lomatogonium","","carinthiacum","","species","Valid","Flora 13: 221 (1830)","Accepted","","wfo-0000498207",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Wulfen) A.Braun to A.Braun, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2350109 >The Plant List","http://www.theplantlist.org/tpl1.1/record/kew-2350109","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2350109","",FALSE,"","","",""
"athyrium asplenioides var. cyclosorum","athyrium asplenioides var. cyclosorum (rupr.)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,17,2262,1,"wfo-0001110421","urn:lsid:ipni.org:names:17054310-1","26603841","Athyrium asplenioides","species","wfo-4000003575","Desv.","Aspleniaceae","","",NA,"Athyrium","","asplenioides","","species","Valid","Mém. Soc. Linn. Paris 6(3): 266 (1827)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Man. Bot. 122 1817  to Mém. Soc. Linn. Paris 6(3): 266 (1827), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tr","http://www.theplantlist.org/tpl1.1/record/tro-26603841","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26603841","",FALSE,"","","",""
