"scientificName"
"Dactyloctenium aegyptium"
"Excoecaria cochinchinensis"
"Wissadula contracta"
"Lannea coromandelica"
"Cullen corylifolium"
"Fuchsia corymbiflora"
"Rhynchospora corymbosa"
"Eriocaulon decangulare"
"Fimbristylis dichotoma  subsp. podocarpa"
"Scleromitrion diffusum"
"Cyperus distans"
"Chloranthus elatior"
"Heliotropium elongatum"
"Podachaenium eminens"
"Aglaia erythrosperma"
"Anthurium berrioense"
"Borassus flabellifer"
"Bacopa floribunda"
"Bocconia frutescens"
"Rolandra fruticosa"
"Alpinia galanga"
"Sida glabra"
"Strobilanthes"
"Fimbristylis griffithii"
"Sagittaria guayanensis"
"Bruguiera gymnorhiza"
"Eriocaulon heterolepis"
"Jaegeria hirta"
"Cuphea hookeriana"
"Pseuderanthemum hookerianum"
"Phytolacca icosandra"
"Viola inconspicua"
"Wikstroemia indica"
"Xyris indica"
"Hibiscus indicus"
"Solanum jamaicense"
"Schoenoplectiella juncoides"
"Rungia klossii"
"Goodenia koningsbergeri"
"Euphorbia lacei"
"Kalanchoe laciniata"
"Knoxia roxburghii"
"Schoenoplectiella lateriflora"
"Chamaecrista leschenaultiana"
"Lycopersicon lycopersicum"
"Alpinia malaccensis"
"Philodendron mamei"
"Decalobanthus mammosus"
"Gigantochloa manggong"
"Aegle marmelos"
"Trimezia martinicensis"
"Rhinacanthus nasutus"
"Alnus nepalensis"
"Diospyros nigra"
"Eragrostis nigra"
"Gigantochloa nigrociliata"
"Allmania nodiflora"
"Clinacanthus nutans"
"Strychnos nux-vomica"
"Burckella obovata"
"Eleocharis ochrostachys"
"Schleichera oleosa"
"Brillantaisia owariensis"
"Panicum paludosum"
"Rungia pectinata"
"Piper peltatum"
"Diospyros philippinensis"
"Setaria plicata"
"Euphorbia plumerioides"
"Pseudechinolaena polystachya"
"Cyperus procerus"
"Moringa pterygosperma"
"Bulbostylis puberula"
"Phyllanthus pulcher"
"Passiflora princeps"
"Piriqueta racemosa"
"Eleocharis retroflexa"
"Gigantochloa robusta"
"Clitoria falcata  var. falcata"
"Hexasepalum sarmentosum"
"Fimbristylis schoenoides"
"Chloranthus spicatus"
"Rostellularia procumbens"
"Ceriops tagal"
"Bothriospermum zeylanicum"
"Ipomoea trifida"
"Ayapana triplinervis"
"Eriocaulon truncatum"
"Fimbristylis umbellaris"
"Pontederia vaginalis"
"Cissus verticillata"
"Acaciella villosa"
"Canarium vulgare"
"Ruscus aculeatus"
"Viscum album"
"Hieracium argenteum"
"Crocus adamii"
"Polypodium cambricum"
"Oxalis decaphylla"
"Oenanthe fistulosa"
"Saxifraga granulata"
"Brachyglottis greyi"
"Saxifraga hirsuta"
"Circaea × intermedia"
"Arum italicum  subsp. neglectum"
"Taraxacum lamprophyllum"
"Clinopodium menthifolium  subsp. ascendens"
"Hieracium murorum  subsp. exotericum"
"Hottonia palustris"
"Taraxacum pannucium"
"Mercurialis perennis"
"Tilia platyphyllos  subsp. cordifolia"
"Agrimonia procera"
"Asplenium ruta-muraria"
"Symphytum tuberosum"
"Ficaria verna  subsp. bulbilifera"
"Galanthus woronowii"
"Croton bonplandianus"
"Sphagneticola calendulacea"
"Lysiloma latisiliquum"
"Ehretia microphylla"
"Dimeria ornithopoda"
"Cissampelos pareira"
"Chrozophora plicata"
"Scleromitrion tenelliflorum"
"Centrostachys aquatica"
"Solanum asperolanatum"
"Nothosaerva brachiata"
"Ipomoea coptica"
"Jatropha glandulifera"
"Aeluropus lagopoides"
"Allocasuarina littoralis"
"Solanum myriacanthum"
"Wissadula periplocifolia"
"Gisekia pharnaceoides"
"Oxalis spiralis"
"Erigeron sublyratus"
"Heliotropium subulatum"
"Dicoma tomentosa"
"Cardamine trichocarpa"
"Indigofera trita"
"Senna uniflora"
"Agave vera-cruz"
"Alisma gramineum"
"Cipura paludosa"
"Viola thomsonii"
"Lobelia chinensis"
"Craterostigma plantagineum"
"Stipagrostis plumosa"
"Dalbergia melanoxylon"
"Distimake quinatus"
"Senna planitiicola"
"Urochondra setulosa"
"Dactyliandra welwitschii"
"Carthamus oxyacantha"
"Tribulus pentandrus"
"Carpesium abrotanoides"
"Ribes alpestre"
"Themeda anathera"
"Galium asperifolium"
"Indigofera astragalina"
"Achyranthes bidentata"
"Bidens cernua"
"Rubia cordifolia"
"Hieracium crocatum"
"Epilobium cylindricum"
"Oxalis dehradunensis"
"Rotala densiflora"
"Lactuca dissecta"
"Ranunculus distans"
"Echinops echinatus"
"Sanicula elata"
"Galium elegans"
"Syringa emodi"
"Polypogon fugax"
"Rumex hastatus"
"Euphorbia hispida"
"Chrysojasminum fruticans"
"Arthraxon lancifolius"
"Buddleja lindleyana"
"Thymus linearis"
"Ranunculus lingua"
"Indigofera linifolia"
"Indigofera linnaei"
"Grangea maderaspatana"
"Digera muricata"
"Sorghum nitidum"
"Potamogeton nodosus"
"Carex notha"
"Blumea obliqua"
"Capillipedium parviflorum"
"Ludwigia perennis"
"Rhamnus persica"
"Chamaecrista pumila"
"Catharanthus pusillus"
"Lonicera quinquelocularis"
"Clinopodium umbrosum"
"Caragana versicolar"
"Artemisia vestita"
"Cirsium wallichii"
"Sambucus wightiana"
"Carduus edelbergii"
"Achillea falcata"
"Calceolaria mexicana"
"Oxygonum sinuatum"
"Centrosema virginianum"
"Lycianthes laevis"
"Eriochloa fatmensis"
"Malva ludwigii"
"Stipagrostis hirtigluma"
"Farsetia heliophila"
"Senecio vestitus"
"Helichrysum bracteatum"
"Genista canariensis"
"Chamaecytisus hirsutus"
"Searsia lancea"
"Euphorbia amygdaloides"
"Echinops banaticus"
"Cardamine bulbifera"
"Callistephus chinensis"
"Dioscorea communis"
"Groenlandia densa"
"Verbascum densiflorum"
"Amomyrtus luma"
"Gonocarpus micranthus"
"Juncus planifolius"
"Brachyglottis"
"Alnus alnobetula  subsp. sinuata"
"Ribes pallidum"
"Pinus brutia"
"Euphorbia lasiocarpa"
"Atriplex muelleri"
"Acacia sclerosperma"
"Acacia victoriae"
"Sorghum virgatum"
"Oenothera adriatica"
"Eleusine africana"
"Tamarix africana"
"Ottelia alismoides"
"Elatine ambigua"
"Apios americana"
"Cyperus amuricus"
"Gahnia aspera  subsp. globosa"
"Berberis bealei"
"Ornithogalum boucheanum"
"Phalaris brachystachys"
"Chaerophyllum bulbosum"
"Mollugo cerviana"
"Centaurea diluta"
"Oenothera fallacoides"
"Rotala filiformis"
"Eragrostis frankii"
"Muhlenbergia frondosa"
"Erodium glaucophyllum"
"Capsella grandiflora"
"Senecio grisebachii"
"Spiraea hypericifolia"
"Rotala indica"
"Lycium shawii"
"Oenanthe javanica"
"Limnophila × ludoviciana"
"Rumex lunaria"
"Mazus miquelii"
"Reynoutria multiflora"
"Coriaria myrtifolia"
"Spirodela oligorrhiza"
"Rheum palmatum"
"Cyclanthera pedata"
"Panicum philadelphicum"
"Ballota pseudodictamnus"
"Elaeagnus pungens"
"Oxalis purpurata"
"Rotala ramosior"
"Santolina rosmarinifolia"
"Juniperus sabina"
"Agave salmiana  var. ferox"
"Opuntia scheeri"
"Alcea setosa"
"Muhlenbergia cenchroides"
"Persicaria virginiana"
"Commelina virginica"
"Lampranthus elegans"
"Sesbania punicea"
"Agave salmiana"
"Mirabilis longiflora"
"Ficus watkinsiana"
"Alpinia nigra"
"Dendrosenecio adnivalis  subsp. friesiorum"
"Taraxacum aequisectum"
"Asphodelus albus"
"Taraxacum angustisquameum"
"Taraxacum aurosulum"
"Taxus baccata"
"Leptinella dioica"
"Taraxacum exsertum"
"Campanula fragilis"
"Iris hollandica"
"Dianthus hyssopifolius  subsp. gallicus"
"Sisyrinchium laxum"
"Taraxacum lucidum"
"Nuphar lutea"
"Pimpinella major"
"Arenaria montana"
"Angelica pachycarpa"
"Borago pygmaea"
"Sagittaria sagittifolia"
"Taraxacum subexpallidum"
"Equisetum telmateia"
"Taraxacum tenebricans"
"Allium ursinum"
"Erica vagans"
"Ranunculus abortivus"
"Arctotis acaulis"
"Rumex acetosella  subsp. pyrenaicus"
"Crypsis aculeata"
"Eriochloa acuminata"
"Physalis acutifolia"
"Stachys affinis"
"Lindera aggregata"
"Bouchea agrestis"
"Bidens alba var. radiata"
"Chamaecytisus albus"
"Drosera aliciae"
"Sida alnifolia var. alnifolia"
"Stellaria alsine var. alsine"
"Convolvulus althaeoides"
"Ageratina altissima"
"Polygala ambigua"
"Persicaria amblyophylla"
"Plantago amplexicaulis"
"Rumex amurensis"
"Veronica anagalloides"
"Trifolium angulatum"
"Carex annectens"
"Cotula anthemoides"
"Delphinium anthriscifolium"
"Artemisia carvifolia"
"Nymphoides aquatica"
"Arctotis arctotoides"
"Amaranthus arenicola"
"Rubus argutus"
"Carex argyi"
"Polygonum argyrocoleon"
"Festuca arizonica"
"Althaea armeniaca"
"Curcuma aromatica"
"Blumea aromatica"
"Lepironia articulata"
"Cyperus articulatus"
"Saccharum arundinaceum"
"Moricandia arvensis"
"Crotalaria sericea"
"Boltonia asteroides"
"Carex athrostachya"
"Helichrysum aurantiacum"
"Exallage auricularia"
"Lotus australis"
"Scutellaria baicalensis"
"Musa balbisiana  var. liukiuensis"
"Myosotis laxa  subsp. baltica"
"Scutellaria barbata"
"Coreopsis basalis"
"Crotalaria sagittalis"
"Gynura bicolor"
"Euphorbia bifida"
"Ipomoea biflora"
"Galium bifolium"
"Drosera binata"
"Utricularia bisquamata"
"Senecio blochmanae"
"Caudoxalis bowieana"
"Verbena bracteata"
"Papaver bracteatum"
"Festulolium × braunii"
"Carex brevior"
"Utricularia breviscapa"
"Acer buergerianum"
"Persicaria bungeana"
"Houstonia caerulea"
"Amethystea caerulea"
"Brodiaea californica"
"Lythrum californicum"
"Prunus campanulata"
"Flaveria campestris"
"Convolvulus cantabrica"
"Drosera capillaris"
"Mentha × gentilis"
"Trifolium carolinianum"
"Alopecurus carolinianus"
"Medicago carstiensis"
"Aira caryophyllea var. multicaulis"
"Dysphania chilensis"
"Allium chinense"
"Eomecon chionantha"
"Enteropogon chlorideus"
"Symphyotrichum ciliatum"
"Setaria cinerea"
"Boehmeria clidemioides  var. diffusa"
"Lathyrus clymenum"
"Penstemon cobaea"
"Phyllanthus cochinchinensis"
"Momordica cochinchinensis"
"Artemisia umbrosa"
"Digitaria cognata"
"Scabiosa columbaria"
"Melochia compacta"
"Dorstenia contrajerva"
"Fallopia × convolvuloides"
"Weigela coraeensis"
"Aleurites cordata"
"Stipa coreana"
"Amaranthus crassipes"
"Erodium crinitum"
"Azolla filiculoides  subsp. cristata"
"Calotis cuneifolia"
"Bouteloua curtipendula"
"Buddleja curviflora"
"Strobilanthes cusia"
"Lespedeza davidii"
"Lespedeza davurica"
"Fallopia dentatoalata"
"Panicum dichotomum"
"Viola diffusa"
"Agrostis dimorpholemma"
"Achillea distans  subsp. stricta"
"Chloris divaricata"
"Enteropogon dolichostachyus"
"Juncus dudleyi"
"Cyperus echinatus"
"Kaempferia elegans"
"Desmodium venustum"
"Merremia emarginata"
"Phyllanthus embergeri"
"Eleocharis engelmannii"
"Eleocharis erythropoda"
"Rubus ischyracanthus"
"Primula farinosa"
"Alnus fauriei"
"Crotalaria breviflora"
"Cyperus filiculmis"
"Drosera filiformis"
"Carex fissa"
"Monarda fistulosa"
"Aquilegia flabellata"
"Celastrus flagellaris"
"Potentilla flagellaris"
"Linum flavum"
"Pycnanthemum flexuosum"
"Lespedeza floribunda"
"Aquarius floribundus"
"Clematis florida"
"Reynoutria forbesii"
"Lilium"
"Lactuca formosana"
"Tricyrtis formosana"
"Chloris formosana"
"Taraxacum mongolicum"
"Saccharum formosanum"
"Berberis fortunei"
"Trifolium fucatum"
"Hemerocallis fulva  var. angustifolia"
"Amaranthus galii"
"Lemna gibba"
"Silene githago"
"Spermacoce glabra"
"Sigesbeckia glabrescens"
"Daucus glochidiatus"
"Andropogon glomeratus"
"Artemisia gmelinii"
"Acalypha gracilens"
"Potentilla gracilis  var. fastigiata"
"Sagittaria graminea"
"Orlaya grandiflora"
"Campsis grandiflora"
"Cerastium grandiflorum"
"Begonia grandis"
"Oenothera grandis"
"Carex gravida"
"Physalis crassifolia"
"Rumex hastatulus"
"Scirpus hattorianus"
"Indigofera hendecaphylla"
"Plantago heterophylla"
"Agalinis heterophylla"
"Potentilla heynii"
"Pseudosasa hindsii"
"Lepyrodiclis holosteoides"
"Lespedeza homoloba"
"Rhapis humilis"
"Cirsium lineare"
"Erythranthe × hybrida"
"Agrostis hyemalis"
"Corispermum hyssopifolium"
"Desmodium illinoense"
"Desmanthus illinoensis"
"Reinwardtia indica"
"Rothia indica"
"Anisomeles indica"
"Abutilon indicum  subsp. albescens"
"Lespedeza inschanica"
"Juncus interior"
"Drosera intermedia"
"Eragrostis intermedia"
"Dryopteris intermedia"
"Medicago ciliaris"
"Callirhoe involucrata"
"Saintpaulia ionantha"
"Citrus iriomotensis"
"Berberis japonica"
"Gynura japonica"
"Strobilanthes japonica"
"Iris japonica"
"Buchozia japonica"
"Rumex japonicus"
"Indigofera kirilowii"
"Aster koraiensis"
"Salix koriyanagi"
"Shibataea kumasasa"
"Piptatherum kuoi"
"Agrostis lachnantha"
"Helianthus laevigatus"
"Mnesithea laevis"
"Carex laevivaginata"
"Arthraxon lanceolatus"
"Persicaria lanigera"
"Polygonum lapathifolium var. lanatum"
"Pennisetum latifolium"
"Chrysanthemum lavandulifolium"
"Panicum laxiflorum"
"Carex leavenworthii"
"Chenopodium leptophyllum"
"Eulalia leschenaultiana"
"Sedum lineare"
"Ludwigia linearis"
"Montia linearis"
"Lespedeza thunbergii  subsp. thunbergii"
"Alopecurus longiaristatus"
"Paspalum longifolium"
"Wedelia lundii"
"Vicia lutea"
"Solidago luteus"
"Campylotropis macrocarpa"
"Oenothera macrocarpa"
"Eleocharis macrostachya"
"Cynodon magennisii"
"Hypericum majus"
"Euphorbia makinoi"
"Cyperus malaccensis  subsp. monophyllus"
"Linum medium"
"Solanum memphiticum"
"Scirpus microcarpus"
"Carex microptera"
"Paspalum minus"
"Zingiber mioga"
"Lantana mista"
"Digitaria mollicoma"
"Hypericum monogynum"
"Zehneria mucronata"
"Zeltnera muehlenbergii"
"Ipomoea multifida"
"Medicago murex"
"Veronica myriantha"
"Salvia napifolia"
"Trapa natans  var. bispinosa"
"Carex nebraskensis"
"Vitex negundo  var. cannabifolia"
"Vitex negundo"
"Horsfordia newberryi"
"Chamaecrista nictitans"
"Solanum nigrescens"
"Setaria nigrirostris"
"Dracaena nilotica"
"Potentilla norvegica  subsp. hirsuta"
"Avena nuda"
"Eragrostis nutans"
"Sphenopholis obtusata"
"Verbesina occidentalis"
"Glyceria × occidentalis"
"Vulpia octoflora"
"Linaria odora"
"Tradescantia ohiensis"
"Glinus oppositifolius"
"Sedum oryzifolium"
"Cyperus oxylepis"
"Bromus pacificus"
"Viola palmata"
"Desmodium paniculatum"
"Carex pansa"
"Bidens parviflora"
"Chloris pectinata"
"Heteranthera peduncularis"
"Carex pellita"
"Melothria pendula"
"Persicaria pennsylvanica"
"Parietaria pensylvanica"
"Hypericum perforatum  subsp. chinense"
"Convolvulus pilosellifolius"
"Eragrostis pilosissima"
"Polygonum plebeium"
"Bidens polylepis"
"Ipomoea polymorpha"
"Dioscorea polystachya"
"Chenopodium preissmannii"
"Pinguicula primuliflora"
"Triumfetta procumbens"
"Festuca prolifera"
"Atriplex prostrata  subsp. calotheca"
"Stenactis pseudoannua"
"Erigeron pseudoannuus"
"Hydrocotyle pseudoconferta"
"Solidago ptarmicoides"
"Ipomoea pulchella"
"Monarda punctata  var. occidentalis"
"Monarda punctata"
"Dinetus racemosus"
"Valerianella radiata"
"Flaveria ramosissima"
"Polygonum ramosissimum"
"Bromus ramosus"
"Stevia rebaudiana"
"Chaerophyllum reflexum"
"Acmella repens"
"Piper retrofractum"
"Desmodium obtusum"
"Artemisia rubripes"
"Nuphar rubrodisca"
"Tetradium ruticarpum"
"Eriocapitella japonica"
"Nierembergia scoparia"
"Panicum scoparium"
"Solidago mexicana"
"Polygala senega"
"Smithia sensitiva"
"Crocus salzmannii"
"Pilea serpyllifolia"
"Setaria setosa"
"Alnus sieboldiana"
"Cinnamomum sieboldii"
"Artemisia sieversiana"
"Calystegia silvatica  subsp. fraterniflora"
"Eragrostis silveana"
"Ribes sinanense"
"Caragana sinica"
"Astragalus sinicus"
"Acacia glaucoptera"
"Ipomoea × sloteri"
"Viola sororia"
"Stipa spartea"
"Pedicularis spicata"
"Capillipedium spicigerum"
"Plantago patagonica"
"Solanum spirale"
"Lycoris squamigera"
"Plantago squarrosa"
"Erodium stephanianum"
"Plagiobothrys stipitatus"
"Solanum stoloniferum"
"Cyperus stoloniferus"
"Verbena stricta"
"Adenophora stricta"
"Lespedeza stuevei"
"Physalis longifolia  var. subglabrata"
"Chenopodium subglabrum"
"Symphyotrichum subulatum  var. ligulatum"
"Symphyotrichum subulatum  var. elongatum"
"Panicum sumatrense"
"Potentilla supina  var. ternata"
"Lagopsis supina"
"Artemisia sylvatica"
"Helianthus"
"Cyperus tenuiculmis"
"Rorippa teres"
"Callitriche terrestris"
"Amsinckia tessellata"
"Indocalamus tessellatus"
"Cyperus textilis"
"Lespedeza thunbergii  var. satsumensis"
"Fritillaria thunbergii"
"Persicaria tinctoria"
"Edgeworthia chrysantha"
"Juncus torreyi"
"Cenchrus tribuloides"
"Eragrostis trichodes"
"Kochia trichophylla"
"Xenostegia tridentata"
"Nicotiana obtusifolia"
"Asimina triloba"
"Vittadinia dissecta"
"Neptunia triquetra"
"Heteropogon triticeus"
"Musa troglodytarum"
"Operculina turpethum"
"Camonea pilosa"
"Selaginella uncinata"
"Crotalaria uncinella"
"Hedyotis uncinella"
"Solanum insanum"
"Carex unilateralis"
"Alpinia uraiensis"
"Viola variegata"
"Oenothera villosa  subsp. strigosa"
"Chaerophyllum villosum"
"Orychophragmus violaceus"
"Albuca virens"
"Pterocaulon virgatum"
"Diodia virginiana"
"Aeschynomene virginica"
"Salicornia virginica"
"Artemisia viridissima"
"Polygonum viscosum"
"Poa wheeleri"
"Sonchus wightianus"
"Trifolium willdenovii"
"Chenopodium zahnii"
"Dracaena zeylanica"
"Crotalaria agatiflora  subsp. engleri"
"Plectranthus barbatus  var. grandis"
"Kalanchoe beharensis"
"Acacia colei"
"Maesopsis eminii"
"Striga hermonthica"
"Dahlia imperialis"
"Trachelospermum jasminoides"
"Cestrum axillare"
"Tephrosia purpurea  subsp. dunensis"
"Rhodognaphalon mossambicense"
"Lathyrus chloranthus"
"Cerastium nemorale"
"Crambe orientalis"
"Malva pamiroalaica"
"Viola prionantha"
"Nigella sativa"
"Portulaca cyanosperma"
"Conocarpus erectus"
"Volkameria inermis"
"Leuenbergeria bleo"
"Pereskia grandifolia"
"Billbergia pyramidalis"
"Veronica americana"
"Rudbeckia amplexicaulis"
"Lisaea heterocarpa"
"Magnolia obovata"
"Gratiola officinalis"
"Rubus plicatus"
"Panicum virgatum"
"Linum virginianum"
"Dombeya acutangula"
"Bombax anceps"
"Clausena anisata"
"Rotula aquatica"
"Nyctanthes arbor-tristis"
"Ficus asperifolia"
"Cyperus babakan"
"Elettaria cardamomum"
"Morus cathayana"
"Aesculus chinensis"
"Aglaonema costatum"
"Apodytes dimidiata"
"Magnolia figo"
"Decaspermum fruticosum"
"Floscopa glomerata"
"Angelonia goyazensis"
"Artocarpus integer"
"Dioscorea japonica"
"Cunninghamia lanceolata"
"Aspidistra lurida"
"Aglaia malaccensis"
"Abelmoschus manihot  var. pungens"
"Chloroleucon mangense  var. mangense"
"Castanea mollissima"
"Magnolia montana"
"Rheum officinale"
"Xanthosoma platylobum"
"Artocarpus rigidus  subsp. asperulus"
"Agastache rugosa"
"Sphaeranthus senegalensis"
"Magnolia sumatrana  var. glauca"
"Cnidoscolus ulei"
"Durio zibethinus"
"Triticum monococcum"
"Solanum rugosum"
"Trifolium isthmocarpum"
"Rosenbergiodendron formosum"
"Jasminum laurifolium  var. laurifolium"
"Vangueria madagascariensis"
"Hibiscus radiatus"
"Typhonium trilobatum"
"Curcuma zanthorrhiza"
"Petrosedum montanum"
"Buxus sempervirens"
"Erucastrum abyssinicum"
"Acalypha amentacea"
"Baccharoides anthelmintica"
"Passiflora antioquiensis"
"Blumea bovei"
"Begonia cucullata  var. cucullata"
"Melampodium divaricatum"
"Indigofera dosua"
"Soymida febrifuga"
"Pittosporum ferrugineum"
"Rubus glomeratus"
"Begonia humilis"
"Rotheca incisa"
"Lantana indica"
"Andira inermis"
"Stachytarpheta intercedens"
"Eupatorium inulifolium"
"Taraxacum javanicum"
"Prosopis juliflora  var. horrida"
"Rubus lineatus"
"Sesbania macrantha"
"Costus malortieanus"
"Aniseia martinicensis"
"Platostoma menthoides"
"Salvia nilotica"
"Mucuna novoguineensis"
"Primula obconica"
"Argyreia osyrensis"
"Exacum pallidum"
"Sphenodesme pentandra"
"Fuchsia regia"
"Cochlospermum religiosum"
"Zanthoxylum rhetsa"
"Schnella glabra"
"Eragrostis schweinfurthii"
"Clerodendrum schweinfurthii"
"Lantana splendens"
"Erythrophleum suaveolens"
"Dillenia suffruticosa"
"Ammannia capitellata"
"Stachytarpheta trimeni"
"Begonia ulmifolia"
"Melochia umbellata"
"Impatiens verticillata"
"Indigofera zollingeriana"
"Rumex acetosella  subsp. angiocarpus"
"Hydrocotyle americana"
"Taraxacum brachyglossum"
"Taraxacum breviscapum"
"Burchellia bubalina"
"Rubus cuneifolius"
"Eucalyptus dalrympleana"
"Taraxacum ekmanii"
"Carex glomerata"
"Taraxacum hamatiforme"
"Lappula heteracantha"
"Erythrina humeana"
"Salix lasiandra"
"Eucalyptus lehmannii"
"Eucalyptus melliodora"
"Eucalyptus nitens"
"Hybanthus parviflorus"
"Taraxacum parvilobum"
"Pinus roxburghii"
"Eucalyptus rubida"
"Rosa rubignosa"
"Schoenoplectus tabernaemontani"
"Crassula vaillantii"
"Rubus vigorosus"
"Cerastium biebersteinii"
"Rosa blanda"
"Juglans cinerea"
"Tiarella cordifolia"
"Tanacetum corymbosum"
"Erysimum cuspidatum"
"Agropyron dasyanthum"
"Tragopogon dubius  subsp. major"
"Salvia dumetorum"
"Sedum pallidum"
"Galatella sedifolia  subsp. dracunculoides"
"Malus toringo"
"Salix alba  subsp. micans"
"Corispermum algidum"
"Robinia ambigua"
"Carpinus betulus"
"Prunus cerasifera var. cerasifera"
"Abies concolor"
"Crataegus douglasii"
"Crataegus flabellata"
"Potentilla fruticosa var. tenuiloba"
"Cruciata glabra"
"Rosa glabrifolia"
"Rosa gorenkensis"
"Ranunculus illyricus"
"Cotoneaster multiflorus"
"Robinia neomexicana"
"Chamaecytisus ratisbonensis"
"Malus mandshurica"
"Viola tricolor  subsp. subalpina"
"Crataegus uhrovae"
"Oenothera × polgarii"
"Anagallis arvensis  var. parviflora"
"Scorzoneroides atlantica"
"Daucus carota  subsp. maximus"
"Plantago cupanii"
"Cuscuta epithymum  var. kotschyi"
"Scorzoneroides garnironii"
"Iris lutescens"
"Scorzoneroides oraria"
"Gypsophila pilosa"
"Ornithopus sativus subsp. isthmocarpus"
"Triglochin striata"
"Silene vulgaris  subsp. angustifolia"
"Artemisia argyi"
"Anchusa arvensis  subsp. orientalis"
"Papaver laevigatum"
"Lallemantia iberica"
"Eriochloa succincta"
"Entada abyssinica"
"Cordia africana"
"Sesamum alatum"
"Wissadula amplissima"
