"scientificName"
"Dactyloctenium aegyptium"
"Nassella poeppigiana"
"Medicago radiata"
"Pontederia reniformis"
"Ammannia robusta"
"Daphne rodriguezii"
"Bellevalia romana"
"Polygonum romanum  subsp. gallicum"
"Pontederia rotundifolia"
"Heteranthera rotundifolia"
"Bacopa rotundifolia"
"Escallonia rubra"
"Ipomoea sagittata"
"Plecostachys serpyllifolia"
"Athamanta sicula"
"Eucalyptus sideroxylon"
"Argania spinosa"
"Pterocarya stenoptera"
"Artemisia thuscula"
"Paulownia tomentosa"
"Malope trifida"
"Lemna valdiviana"
"Spartina versicolor"
"Hydrocotyle verticillata"
"Allocasuarina verticillata"
"Pelargonium zonale"
"Lonicera alpigena"
"Abies balsamea  var. phanerolepis"
"Abies fraseri"
"Gagea lutea"
"Gagea minima"
"Thuja plicata"
"Lonicera ruprechtiana"
"Atriplex sagittata"
"Abies sibirica"
"Acer tataricum"
"Lippia abyssinica"
"Crotalaria agatiflora  subsp. erlangeri"
"Cordia alliodora"
"Agave angustifolia  var. angustifolia"
"Allium ascalonicum"
"Plectranthus barbatus"
"Stellaria brauniana"
"Buddleja cordata"
"Casimiroa edulis"
"Cucurbita ficifolia"
"Acrocarpus fraxinifolius"
"Ipomoea"
"Crambe hispanica  subsp. abyssinica"
"Geropogon hybridus"
"Lactuca indica"
"Citrus medica"
"Eleusine multiflora"
"Solanum muricatum"
"Plectranthus ornatus"
"Lablab purpureus  subsp. uncinatus"
"Guizotia schimperi"
"Lotus schoelleri"
"Verbena tenera"
"Vigna unguiculata  subsp. letouzeyi"
"Amelanchier alnifolia"
"Rorippa × armoracioides"
"Abies balsamea"
"Poa chaixii"
"Epilobium ciliatum subsp. glandulosum"
"Sempervivum globiferum"
"Glyceria grandis"
"Lonicera involucrata"
"Amelanchier laevis"
"Gratiola neglecta"
"Euonymus sachalinensis"
"Calystegia sepium  subsp. spectabilis"
"Clerodendrum buchananii"
"Fimbristylis quinquangularis"
"Derris montana"
"Cyperus cyperinus"
"Ficus adenosperma"
"Rosa sempervirens"
"Proiphys amboinensis"
"Solenostemon"
"Anthurium andraeanum"
"Elaeocarpus angustifolius"
"Hoya australis"
"Angelonia biflora"
"Rhodopentas bussei"
"Pseuderanthemum carruthersii"
"Begonia coccinea"
"Hedychium flavescens"
"Rosa glauca"
"Urceolina × grandiflora"
"Gladiolus hybridus"
"Heliconia indica"
"Hippeastrum johnsonii"
"Strongylodon lucidus"
"Endospermum macrophyllum"
"Heliconia marginata"
"Chrysanthemum morifolium"
"Gaillardia pulchella  var. drummondii"
"Alocasia sanderiana"
"Hibiscus schizopetalus"
"Canavalia sericea"
"Phoenix sylvestris"
"Papilionanthe teres"
"Vigna unguiculata  subsp. sesquipedalis"
"Ulex minor"
"Lipocarpha micrantha"
"Erodium aethiopicum"
"Rhinanthus alectorolophus"
"Ononis alopecuroides  subsp. exalopecuroides"
"Scabiosa ambigua"
"Elymus athericus"
"Silene bellidifolia"
"Trachelium caeruleum"
"Dianthus caryophyllus"
"Anemone coronaria"
"Odontarrhena corsica"
"Silene disticha"
"Helleborus foetidus"
"Phlomis fruticosa"
"Scolymus grandiflorus"
"Atriplex halimus"
"Scilla hyacinthoides"
"Kickxia lanigera"
"Cistus laurifolius  subsp. atlanticus"
"Diospyros lotus"
"Pimpinella lutea"
"Malope malacoides"
"Hylotelephium maximum"
"Sedum multiceps"
"Potentilla neumanniana"
"Jasminum nudiflorum"
"Bupleurum odontites"
"Platanus orientalis"
"Cuscuta palaestina"
"Helichrysum petiolare"
"Abies pinsapo"
"Globularia punctata"
"Carpobrotus quadrifidus"
"Linaria reflexa"
"Rumex rugosus"
"Medicago soleirolii"
"Capparis spinosa"
"Helichrysum stoechas"
"Tilia tomentosa"
"Sorbus torminalis"
"Convolvulus tricolor"
"Thapsia villosa"
"Centaurea acaulis"
"Onobrychis aequidentata"
"Tulipa agenensis"
"Scutellaria albida"
"Corema album"
"Vulpia alopecuros"
"Ephedra altissima"
"Arbutus andrachne"
"Echium arenarium"
"Daucus aureus"
"Bothriochloa barbinodis"
"Brassica barrelieri"
"Geranium berteroanum"
"Ulex breoganii"
"Haplophyllum buxbaumii"
"Maihuenia poeppigii"
"Hypericum canadense"
"Quercus canariensis"
"Artemisia capillaris"
"Acer cappadocicum"
"Aesculus carnea"
"Campanula carpatica"
"Bellevalia ciliata"
"Tulipa clusiana"
"Symphytum × uplandicum"
"Scutellaria columnae"
"Lapsana communis  subsp. intermedia"
"Bergenia crassifolia"
"Achillea crithmifolia"
"Lagoecia cuminoides"
"Polygala curtissii"
"Senecio deltoideus"
"Rumex dimidiatus"
"Lotus drepanocarpus"
"Aster dumosus"
"Convolvulus elegantissimus"
"Symphyotrichum ericoides"
"Rosa foetida"
"Helichrysum foetidum"
"Cyrtomium fortunei"
"Hypericum gentianoides"
"Ionopsidium glastifolium"
"Carpobrotus glaucescens"
"Odontites glutinosus"
"Ptilostemon gnaphaloides"
"Cuscuta gronovii"
"Tsuga heterophylla"
"Hypericum hircinum  subsp. majus"
"Oenothera humifusa"
"Ruscus hypophyllum"
"Gladiolus imbricatus"
"Oenothera italica"
"Quercus ithaburensis  subsp. macrolepis"
"Buddleja japonica"
"Euonymus japonicus"
"Larix kaempferi"
"Haplophyllum linifolium"
"Bufonia macropetala  subsp. willkommiana"
"Ranunculus macrophyllus"
"Chimaphila maculata"
"Anaphalis margaritacea"
"Crepis micrantha"
"Lysimachia monelli"
"Rosa moschata"
"Sporobolus neglectus"
"Oenothera nuda"
"Genista numidica"
"Platanus occidentalis"
"Oenothera oehlkersi"
"Styrax officinalis"
"Helichrysum orientale"
"Symphytum orientale"
"Verbascum orientale"
"Platycladus orientalis"
"Nonea pallens"
"Hibiscus moscheutos"
"Cryptolepis sinensis"
"Marrubium peregrinum"
"Verbascum phoeniceum"
"Hechtia pitcairniifolia"
"Ceratostigma plumbaginoides"
"Tropaeolum polyphyllum"
"Rhododendron ponticum  subsp. baeticum"
"Paspalum pubiflorum"
"Centaurea pullata"
"Akebia quinata"
"Cortaderia richardii"
"Galium rubioides"
"Deutzia scabra"
"Cyperus schweinitzii"
"Sigesbeckia serrata"
"Gaultheria shallon"
"Kundmannia sicula"
"Antirrhinum siculum"
"Aurinia sinuata"
"Triticum spelta"
"Elaeagnus × submacrophylla"
"Aloe succotrina"
"Phyllostachys sulphurea"
"Helianthemum syriacum"
"Oxalis tetraphylla"
"Bellevalia trifoliata"
"Chimaphila umbellata"
"Pseudognaphalium undulatum"
"Alopecurus utriculatus"
"Aegilops ventricosa"
"Geranium versicolor"
"Ruta villosa"
"Lythrum virgatum"
"Phyllostachys viridiglaucescens"
"Salvia viridis"
"Viola wittrockiana"
"Phleum bertolonii"
"Solanum anguivi"
"Ipomoea pileata"
"Solanum rudepannum"
"Dianthera secunda"
"Pipturus argenteus"
"Wollastonia biflora"
"Averrhoa bilimbi"
"Mimusops coriacea"
"Dactyloctenium ctenoides"
"Typha domingensis"
"Buchnera americana"
"Aerva lanata"
"Cyperus ligularis"
"Scadoxus multiflorus"
"Torenia polygonoides"
"Dentella repens"
"Mikania scandens"
"Ranunculus aconitifolius"
"Cotoneaster adpressus"
"Nuphar advena"
"Leucojum aestivum  subsp. pulchellum"
"Genista aetnensis"
"Cotoneaster affinis"
"Berberis aggregata"
"Cornus alba"
"Hedera algeriensis"
"Campanula alliariifolia"
"Nothofagus alpina"
"Cotula alpina"
"Laburnum alpinum"
"Galanthus alpinus"
"Buddleja alternifolia"
"Hieracium amplexicaule  subsp. pulmonarioides"
"Persicaria amplexicaulis"
"Euphorbia amygdaloides  subsp. robbiae"
"Yushania anceps"
"Crocus ancyrensis"
"Lobelia angulata"
"Acaena anserinifolia"
"Dicksonia antarctica"
"Luma apiculata"
"Cotoneaster apiculatus"
"Araucaria araucana"
"Aronia arbutifolia"
"Linaria arenaria"
"Pleioblastus argenteostriatus"
"Rosa arvensis"
"Anagallis arvensis  subsp. foemina"
"Gentiana asclepiadea"
"Primula auricula"
"Eriolarynx australis"
"Olearia avicenniifolia"
"Silene baccifera"
"Cotoneaster bacillaris"
"Correa backhouseana"
"Arenaria balearica"
"Echinops bannaticus"
"Veronica barkerii"
"Cynoglottis barrelieri"
"Hieracium bathycephalum"
"Jasminum beesianum"
"Anaphalioides bellidioides"
"Fascicularia bicolor"
"Crocus biflorus"
"Scilla bithynica"
"Cotoneaster bullatus"
"Cicerbita bourgaei"
"Narcissus × boutignyanus"
"Spiraea brachybotrys"
"Veronica brachysiphon"
"Cotoneaster bradyi"
"Oenothera × fallax"
"Epilobium brunnescens"
"Carex buchananii"
"Narcissus bulbocodium"
"Symphytum bulbosum"
"Catananche caerulea"
"Crocus caeruleus"
"Valeriana calcitrapae"
"Sisyrinchium californicum"
"Cotoneaster hebephyllus"
"Filipendula camtschatica"
"Lysichiton camtschatcensis"
"Rubus canadensis"
"Spiraea canescens"
"Geranium cantabrigiense"
"Phygelius capensis"
"Valeriana carinata"
"Allium carinatum"
"Ochagavia carnea"
"Reineckea carnea"
"Silene catholica"
"Abies cephalonica"
"Oemleria cerasiformis"
"Verbascum chaixii"
"Euphorbia characias  subsp. wulfenii"
"Corydalis cheilanthifolia"
"Calceolaria chelidonioides"
"Libertia chilensis"
"Aralia chinensis"
"Crocus chrysanthus"
"Centaurea cineraria"
"Clematis cirrhosa"
"Lathraea clandestina"
"Gentiana clusii"
"Crataegus coccinioides"
"Rubus cockburnianus"
"Phormium colensoi"
"Brachyglottis compacta"
"Narcissus compressus"
"Lamium confertum"
"Sedum confusum"
"Cotoneaster congestus"
"Alchemilla conjuncta"
"Cotoneaster conspicuus"
"Cotoneaster cooperi"
"Rhus copallinum"
"Euphorbia corallioides"
"Blechnum cordatum"
"Crambe cordifolia"
"Rhus coriaria"
"Viola cornuta"
"Cyclamen coum"
"Quercus crenata"
"Orobanche crenata"
"Veronica crista-galli"
"Sorbus croceocarpa"
"Aeonium cuneatum"
"Saxifraga cuneifolia"
"Erythranthe cuprea"
"Narcissus cyclamineus"
"Narcissus cyclazetta"
"Saxifraga cymbalaria"
"Aethusa cynapium  subsp. segetalis"
"Erica darleyensis"
"Photinia davidiana"
"Sorbus decipiens"
"Berberis × decumbens"
"Thalictrum delavayi"
"Oscularia deltoides"
"Ligularia dentata"
"Veronica dieffenbachii"
"Mentha diemenica"
"Vinca difformis"
"Maianthemum dilatatum"
"Holodiscus discolor"
"Phymatosorus pustulatus  subsp. pustulatus"
"Linaria dominii"
"Senecio doria"
"Spiraea douglasii  subsp. menziesii"
"Papaver dubium  subsp. lecoqii"
"Euphorbia dulcis"
"Salix ehrhartiana"
"Rubus elegantispinosus"
"Cotoneaster ellipticus"
"Hippocrepis emerus"
"Cirsium erisithales"
"Oxalis exilis"
"Dicentra eximia"
"Bupleurum falcatum"
"Lampranthus falciformis"
"Semiarundinaria fastuosa"
"Persicaria fennica"
"Pilosella flagellaris"
"Weigela florida"
"Primula florindae"
"Scilla forbesii"
"Salix × forbyana"
"Hypericum forrestii"
"Pleioblastus fortunei"
"Agrostis × fouilladeana"
"Hebe franciscana"
"Rubus × fraseri"
"Cotoneaster frigidus"
"Cotoneaster froebelii"
"Prunus fruticans"
"Felicia fruticosa"
"Bupleurum fruticosum"
"Berberis gagnepainii"
"Festuca gautieri"
"Saxifraga × geum"
"Eryngium giganteum"
"Filipendula glaberrima"
"Cotoneaster glabratus"
"Sorbus glabriuscula"
"Hieracium glaucinum  subsp. similatum"
"Berberis glaucocarpa"
"Erigeron glaucus"
"Viburnum glomeratum"
"Salvia glutinosa"
"Acorus gramineus"
"Senecio grandiflorus"
"Lathyrus grandiflorus"
"Dianthus gratianopolitanus"
"Olearia haastii"
"Cotoneaster hedegaardii"
"Veronica sublobata"
"Cotoneaster henryanus"
"Cymbalaria hepaticifolia"
"Cardamine heptaphylla"
"Erepsia heteropetala"
"Crataegus heterophylla"
"Picris hieracioides  subsp. grandiflora"
"Picris hieracioides  subsp. villarsii"
"Geranium himalayense"
"Hypericum hircinum"
"Chaerophyllum hirsutum"
"Aristolochia hirta"
"Genista hispanica"
"Cotoneaster hissaricus"
"Rosa hollandica"
"Inula hookeri"
"Calystegia × howittiorum"
"Cotoneaster ambiguus"
"Conyzigeron huelsenii"
"Cotoneaster moupinensis"
"Malus hupehensis"
"Cotoneaster acutifolius"
"Freesia hybrida"
"Pericallis hybrida"
"Legousia hybrida"
"Polygonatum × hybridum"
"Ruscus hypoglossum"
"Cotoneaster ignescens"
"Cotoneaster ignotus"
"Galanthus ikariae"
"Prunus incisa"
"Cotoneaster induratus"
"Acaena inermis"
"Cotoneaster insculptus"
"Cotoneaster integrifolius"
"Salix interior"
"Forsythia intermedia"
"Hyacinthoides italica"
"Astilbe japonica"
"Cryptomeria japonica"
"Primula japonica"
"Fatsia japonica"
"Odontites jaubertianus"
"Ludwigia × kentiana"
"Macleaya kewensis"
"Sorbaria kirilowii"
"Epilobium komarovianum"
"Crocus kotschyanus"
"Cotoneaster laetevirens"
"Leptospermum lanigerum"
"Kalmia latifolia"
"Zizania latifolia"
"Sorbus latifolia"
"Triteleia laxa"
"Agrostis lessoniana"
"Veronica lewisii"
"Scilla lilio-hyacinthus"
"Helleborus lividus  subsp. corsicus"
"Crocus longiflorus"
"Calystegia lucana"
"Erythranthe lutea"
"Olearia macrodonta"
"Brunnera macrophylla"
"Pachyphragma macrophyllum"
"Geranium maderense"
"Geranium magnificum"
"Sidalcea malviflora"
"Erodium manescavi"
"Gunnera manicata"
"Lotus maritimus"
"Larix marschlinsii"
"Cornus mas"
"Paeonia mascula"
"Crocosmia masoniorum"
"Colutea media"
"Oxalis megalorrhiza"
"Ionopsidium megalospermum"
"Aronia melanocarpa"
"Tolmiea menziesii"
"Scilla messeniaca"
"Salix meyeriana"
"Berberis microphylla"
"Erechtites minima"
"Allium moly"
"Hieracium monacense"
"Narcissus monochromus"
"Satureja montana"
"Spergula morisonii"
"Hydrocotyle moschata"
"Gaultheria mucronata"
"Cotoneaster acuminatus"
"Oberna multifida"
"Helianthus decapetalus"
"Polystichum munitum"
"Hieracium murorum  subsp. oblongum"
"Cotoneaster nanshan"
"Ononis natrix"
"Salvia nemorosa  subsp. pseudosylvestris"
"Cytisus nigricans"
"Cotoneaster nitens"
"Cotoneaster nitidus"
"Cotoneaster nohelii"
"Symphytum norvicense"
"Crocus nudiflorus"
"Hypericum nummularium"
"Nothofagus obliqua"
"Cotoneaster obscurus"
"Cotoneaster obtusus"
"Anchusa ochroleuca"
"Astragalus odoratus"
"Narcissus odorus"
"Cirsium oleraceum"
"Crataegus orientalis"
"Helleborus orientalis"
"Chaenorhinum origanifolium"
"Senecio ovatus"
"Crocosmia paniculata"
"Olearia paniculata"
"Eucalyptus pauciflora  subsp. niphophila"
"Rosa paui"
"Spartina pectinata"
"Crataegus pedicellata"
"Epilobium pedunculare"
"Darmera peltata"
"Allium pendulinum"
"Blechnum penna-marina"
"Prunus pensylvanica"
"Myrica pensylvanica"
"Cotoneaster perpusillus"
"Crataegus persimilis"
"Chamaecyparis pisifera"
"Galanthus plicatus"
"Galanthus plicatus  subsp. byzantinus"
"Cicerbita plumieri"
"Rodgersia podophylla"
"Narcissus poeticus  subsp. radiiflorus"
"Saxifraga polita"
"Crocosmia pottsii"
"Crinum powellii"
"Kniphofia praecox"
"Arisarum proboscideum"
"Abies procera"
"Gaultheria procumbens"
"Primula prolifera"
"Primula pruhonicensis"
"Ligularia przewalskii"
"Hypericum pseudohenryi"
"Narcissus pseudonarcissus  subsp. minor"
"Narcissus pseudonarcissus  subsp. nobilis"
"Narcissus pseudonarcissus  subsp. bicolor"
"Bromus pseudosecalinus"
"Geranium psilostemon"
"Eucalyptus pulchella"
"Crocus pulchellus"
"Primula pulverulenta"
"Anthemis punctata"
"Malus × purpurea"
"Campanula pyramidalis"
"Verbascum pyramidatum"
"Pyrus pyraster"
"Valeriana pyrenaica"
"Lilium pyrenaicum"
"Chimonobambusa quadrangularis"
"Geum quellyon"
"Aralia racemosa"
"Cardamine raphanifolia"
"Galanthus reginae-olgae"
"Pterocarya rehderiana"
"Brachyglottis repanda"
"Cyclamen repandum"
"Veronica repens"
"Geranium reuteri"
"Viburnum rhytidophylloides"
"Viburnum rhytidophyllum"
"Sagittaria rigida"
"Mimulus robertsii"
"Iris × robusta"
"Allium roseum"
"Aristolochia rotunda"
"Pulmonaria rubra"
"Escallonia rubra  var. macrantha"
"Solidago rugosa"
"Rumex salicifolius"
"Heuchera sanguinea"
"Viburnum sargentii"
"Tulipa saxatilis"
"Eurybia schreberi"
"Scrophularia scopolii"
"Plagiobothrys scouleri"
"Rumex scutatus"
"Iberis sempervirens"
"Crocus autumnalis"
"Rosa setigera"
"Cotoneaster shannanensis"
"Cotoneaster sherriffii"
"Allium siculum"
"Berberis soulieana"
"Fargesia spathacea"
"Sedum spathulifolium"
"Tropaeolum speciosum"
"Crocus speciosus"
"Acanthus spinosus"
"Iris spuria"
"Leptinella squalida  subsp. squalida"
"Crocus flavus"
"Phedimus stellatus"
"Phedimus stolonifer"
"Sisyrinchium striatum"
"Phuopsis stylosa"
"Allium subhirsutum"
"Crataegus submollis"
"Sagittaria subulata"
"Juncus subulatus"
"Crataegus succulenta"
"Sinacalia tangutica"
"Symphytum tauricum"
"Asperula taurina"
"Erica terminalis"
"Epilobium tetragonum  subsp. tournefortii"
"Jacobaea thuretii"
"Cotoneaster tomentellus"
"Spiraea tomentosa"
"Pelargonium tomentosum"
"Hieracium tomentosum"
"Olearia traversii"
"Narcissus triandrus"
"Rubus tricolor"
"Cardamine trifolia"
"Iris tuberosa"
"Vulpia unilateralis"
"Saxifraga urbium"
"Eucalyptus urnigera"
"Oxalis valdiviensis"
"Coronilla valentina"
"Sasa veitchii"
"Ficaria verna  subsp. ficariiformis"
"Ranunculus ficaria  subsp. chrysocephalus"
"Solanum vernei"
"Iris versicolor"
"Mentha villosa-nervata"
"Eucalyptus viminalis"
"Philadelphus virginalis"
"Rosa virginiana"
"Anthyllis vulneraria  subsp. polyphylla"
"Anthyllis vulneraria  subsp. carpatica"
"Aconitum vulparia"
"Buddleja weyeriana"
"Persicaria weyrichii"
"Berberis wilsoniae"
"Hypericum xylosteifolium"
"Cotoneaster zabelii"
"Ilex"
"Aetheorhiza bulbosa"
"Santolina chamaecyparissus"
"Cupressus leylandii"
"Cupressus nootkatensis"
"Prunus serrulata"
"Laburnum watereri"
"Peltaria alliacea"
"Crocosmia aurea"
"Sidalcea candida"
"Teucrium chamaedrys"
"Campanula cochleariifolia"
"Senecio doronicum"
"Leucothoe fontanesiana"
"Salix fruticosa"
"Nertera granadensis"
"Cotoneaster hodjingensis"
"Primula juliae"
"Thermopsis montana"
"Montia parvifolia"
"Geranium platypetalum"
"Lupinus pseudopolyphyllus"
"Aquilegia pyrenaica"
"Astilbe rivularis"
"Alnus rubra"
"Phyteuma scheuchzeri"
"Senecio smithii"
"Narcissus taitii"
"Alchemilla tytthantha"
"Fagopyrum acutatum"
"Eryngium amethystinum"
"Hieracium amplexicaule"
"Narcissus dichromus"
"Cotoneaster fruticosus"
"Brachyglottis monroi"
"Potentilla montana"
"Sorbus mougeotii"
"Pentanema oculus-christi"
"Pinus peuce"
"Valeriana phu"
"Narcissus pseudonarcissus  subsp. moschatus"
"Cardamine quinquefolia"
"Stachys recta"
"Primula sikkimensis"
"Pseudognaphalium affine"
"Scrophularia smithii"
"Achillea arabica"
"Echium biebersteinii"
"Ranunculus chius"
"Pseudosasa disticha"
"Heliotropium ellipticum"
"Perilla frutescens  var. crispa"
"Cyperus glomeratus"
"Kyllinga gracillima"
"Thlaspi huetii"
"Pseudosasa humilis"
"Setaria intermedia"
"Lespedeza juncea"
"Solidago juncea"
"Cyperus badius"
"Papaver macrostomum"
"Hydrocotyle ramiflora"
"Saccharum ravennae"
"Polygonum thunbergii"
"Vitex trifolia  subsp. litoralis"
"Silene vallesia  subsp. graminea"
"Microstegium vimineum"
"Ludwigia adscendens"
"Ipomoea heterotricha"
"Vernoniastrum camporum"
"Eucalyptus deglupta"
"Leucaena diversifolia"
"Striga gesnerioides"
"Millingtonia hortensis"
"Priva lappulacea"
"Alchornea latifolia"
"Astraea lobata"
"Nelumbo lutea"
"Kallstroemia maxima"
"Vallisneria nana"
"Linzia nigritiana"
"Leptochloa panicea"
"Pentapetes phoenicea"
"Schoenoplectiella praelongata"
"Mimosa quadrivalvis"
"Roystonea regia"
"Cecropia schreberiana"
"Biophytum sensitivum"
"Cyanthillium stelluliferum"
"Croton tiglium"
"Purshia tridentata"
"Colubrina arborescens"
"Acmella radicans"
"Cyperus alopecuroides"
"Dichrostachys cinerea  subsp. africana"
"Clitoria falcata"
"Canavalia plagiosperma"
"Parkia biglobosa"
"Berrya cordifolia"
"Odontonema cuspidatum"
"Solanum dasyphyllum"
"Clerodendrum japonicum"
"Fimbristylis littoralis"
"Ravenala madagascariensis"
"Dalbergia ovalis"
"Spermacoce ocymoides"
"Corynanthe paniculata"
"Desmodium procumbens"
"Hibiscus rostellatus"
"Coffea stenophylla"
"Pilea tetraphylla"
"Aleurites triloba"
"Agave amica"
"Solanum terminale"
"Dichoropetalum chryseum"
"Alyssum libycum"
"Antirrhinum majus  subsp. tortuosum"
"Retama monosperma"
"Salvia pratensis  subsp. haematodes"
"Xanthium saccharatum"
"Persicaria senegalensis"
"Hablitzia tamnoides"
"Vitex compressa"
"Alternanthera flavescens"
"Bunchosia glandulifera"
"Erythroxylum novogranatense"
"Pithecellobium oblongum"
"Bauhinia variegata  var. candida"
"Leucanthemopsis alpina"
"Sagina nodosa  subsp. borealis"
"Hemarthria altissima"
"Tripsacum andersonii"
"Homolepis aturensis"
"Xanthosoma belophyllum"
"Homalolepis cedron"
"Bactris gasipaes"
"Elaeis oleifera"
"Gloxinia perennis"
"Solanum sessiliflorum"
"Brachiaria umbellata"
"Pithecellobium unguis-cati"
"Acroceras zizanioides"
"Cola acuminata"
"Bignonia aequinoctialis"
"Eucalyptus alba"
"Dictyosperma album"
"Mansoa alliacea"
"Pandanus amaryllifolius"
"Schnella anamesa"
"Angelonia angustifolia"
"Dendrobium anosmum"
"Syzygium aqueum"
"Poa arachnifera"
"Aphelandra arborea"
"Hibiscus archeri"
"Buddleja asiatica"
"Crinum asiaticum  var. pedunculatum"
"Zephyranthes atamasco"
"Alsophila australis"
"Maoutia australis"
"Cyanotis axillaris"
"Coccothrinax barbadensis"
"Piper betle  f. densum"
"Lysiphyllum binatum"
"Philodendron bipennifolium"
"Thaumatophyllum bipinnatifidum"
"Nephrolepis biserrata"
"Carissa bispinosa"
"Bauhinia blakeana"
"Eucalyptus brassiana"
"Antidesma bunius"
"Bougainvillea buttiana"
"Neolamarckia cadamba"
"Peperomia caperata"
"Pinus caribaea  var. hondurensis"
"Justicia carnea"
"Areca catechu"
"Wallaceodendron celebicum"
"Cibotium chamissoi"
"Tacca chantrieri"
"Pseudogynoxys chenopodioides"
"Podocarpus chinensis"
"Juniperus chinensis"
"Litchi chinensis"
"Roseodendron chryseum"
"Malpighia coccigera"
"Ormocarpum cochinchinense"
"Cyperus compactus"
"Dracaena concinna"
"Imperata conferta"
"Acacia confusa"
"Melochia corchorifolia"
"Telosma cordata"
"Anoda crenatiflora"
"Episcia cupreata"
"Filicium decipiens"
"Hygrophila difformis"
"Diospyros discolor"
"Vitex divaricata"
"Roseodendron donnell-smithii"
"Eleocharis dulcis"
"Diospyros ebenum"
"Brya ebenus"
"Heterospathe elata"
"Nymphaea elegans"
"Philodendron erubescens"
"Selaginella erythropus"
"Nephrolepis exaltata"
"Eustoma exaltatum"
"Rhapis excelsa"
"Dracaena fernaldii"
"Ipomoea fimbriosepala"
"Sprekelia formosissima"
"Mussaenda frondosa"
"Leucophyllum frutescens"
"Zamia furfuracea"
"Merremia gemella"
"Paspalidium geminatum"
"Gibasis geniculata"
"Malpighia glabra"
"Boerhavia glabrata"
"Afrocarpus gracilior"
"Platycerium grande"
"Philodendron hastatum"
"Merremia hederacea"
"Lonchocarpus heptaphyllus"
"Gossypium hirsutum  var. taitense"
"Ipomoea horsfalliae"
"Kleinhovia hospita"
"Spathiphyllum hybridum"
"Solanum hyporhodium"
"Leea indica"
"Canarium indicum"
"Macadamia integrifolia"
"Eucalyptus jensenii"
"Serianthes kanehirae"
"Ochna kirkii"
"Sandoricum koetjape"
"Rhaphidophora korthalsii"
"Dendrobium kraemeri"
"Sagittaria kurziana"
"Blumea lacera"
"Goeppertia latifolia"
"Jasminum laurifolium"
"Pseuderanthemum laxiflorum"
"Maranta leuconeura"
"Latania loddigesii"
"Dimocarpus longan"
"Monoon longifolium"
"Catalpa longissima"
"Pinus luchuensis"
"Allaeanthus luzonicus"
"Ficus lyrata"
"Carissa macrocarpa"
"Dendrobium macrophyllum"
"Garcinia mangostana"
"Cyrtosperma merkusii"
"Osmoxylon luzoniense"
"Spathoglottis micronesiaca"
"Euphorbia milii  var. splendens"
"Sabal minor"
"Aglaonema modestum"
"Passiflora mollissima"
"Leucothrinax morrisii"
"Hyptis mutabilis"
"Ficus natalensis  subsp. leprieurii"
"Podocarpus neriifolius"
"Columnea nicaraguensis"
"Phaleria nisidai"
"Amherstia nobilis"
"Stapelia nobilis"
"Sanchezia oblonga"
"Dioscorea nummularia"
"Evolvulus nuttallianus"
"Adenium obesum"
"Plumeria obtusa"
"Peperomia obtusifolia"
"Alocasia odora"
"Guaiacum officinale"
"Eremochloa ophiuroides"
"Calathea ornata"
"Spermacoce ovalifolia"
"Fimbristylis ovata"
"Canarium ovatum"
"Pritchardia pacifica"
"Cecropia palmata"
"Caperonia palustris"
"Lansium parasiticum"
"Cyanthillium patulum"
"Eucalyptus pellita"
"Heliconia pendula"
"Echinochloa picta"
"Arenga pinnata"
"Spondias pinnata"
"Bambusa polymorpha"
"Alternanthera pulchella"
"Clerodendrum quadriloculare"
"Drynaria quercifolia"
"Medicago"
"Colvillea racemosa"
"Thrinax radiata"
"Strelitzia reginae"
"Procris repens"
"Dentella repens  var. serpyllifolia"
"Vitis rotundifolia"
"Homalomena rubescens"
"Myrica rubra"
"Flacourtia rukam"
"Raphanus sativus var. sativus"
"Polyscias scutellaria"
"Gomphrena serrata"
"Solanum sessile"
"Meterostachys sikokianus"
"Bolusanthus speciosus"
"Philodendron squamiferum"
"Adiantum tenerum"
"Triumfetta tomentosa"
"Oxalis triangularis"
"Xylobium undulatum"
"Cnidoscolus urens"
"Eucalyptus urophylla"
"Goeppertia veitchiana"
"Ensete ventricosum"
"Sinningia douglasii"
"Juniperus virginiana"
"Alpinia vittata"
"Heliconia wagneriana"
"Philodendron wendlandii"
"Acoelorraphe wrightii"
"Liparis yamadae"
"Goeppertia zebrina"
"Curcuma zedoaria"
"Antidesma ghaesembilla"
"Chamaecrista nictitans  var. glabrata"
"Pappophorum pappiferum"
"Nymphaea rubra"
"Cyperus tenuispica"
"Sisyrinchium bermudiana"
"Ipomoea rubriflora"
"Ipomoea trichocarpa"
"Indigofera argentea"
"Dioscorea cayennensis"
"Galactia filiformis"
"Crinum kunthianum"
"Polyscias pinnata"
"Pilea trianthemoides"
"Dysphania aristata"
"Rumex patientia  subsp. recurvatus"
"Vitis rupestris"
"Centaurea salonitana"
"Eleocharis acutangula"
"Verbesina alata"
"Fimbristylis alboviridis"
"Bergia ammannioides"
"Fimbristylis aphylla"
"Fuchsia arborescens"
"Schoenoplectiella articulata"
"Eleocharis atropurpurea"
"Blyxa aubertii"
"Senna auriculata"
"Morus indica"
"Gigantochloa balui"
"Begonia bipinnatifida"
"Melaleuca cajuputi"
"Glossocardia calva"
"Stokesia"
"Marsypianthes chamaedrys"
"Stereospermum chelonoides"
"Scolopia chinensis"
"Fuirena ciliaris"
"Eriocaulon cinereum"
"Thunbergia coccinea"
