"x"
"Dactyloctenium aegyptium"
"Campanula cervicaria"
"Phellodendron chinense"
"Hieracium gronovii"
"Lactuca hirsuta"
"Myriophyllum humile"
"Hibiscus laevis"
"Salvia nutans"
"Physostegia parviflora"
"Smilax pulverulenta"
"Lonicera salicifolia"
"Liatris squarrosa"
"Ipomoea amnicola"
"Senecio ampullaceus"
"Iris aphylla"
"Zeltnera calycosa"
"Melampodium cinereum"
"Linum compactum"
"Camissonia dentata  subsp. littoralis"
"Carex douglasii"
"Eragrostis elliottii"
"Asclepias exaltata"
"Pseudognaphalium helleri"
"Oryzopsis hymenoides"
"Pomaria jamesii"
"Eryngium leavenworthii"
"Desmanthus leptolobus"
"Rudbeckia maxima"
"Tiquilia nuttallii"
"Monarda pectinata"
"Engelmannia peristenia"
"Lonicera purpusii"
"Elatine rubella"
"Carex schweinitzii"
"Aphanostephus skirrhobasis"
"Baptisia sphaerocarpa"
"Euphorbia stictospora"
"Asclepias subverticillata"
"Ratibida tagetes"
"Delphinium tenuissimum"
"Cirsium texanum"
"Erodium texanum"
"Atriplex truncata"
"Chenopodium x variabile"
"Sesbania vesicaria"
"Chenopodium watsonii"
"Rosa woodsii"
"Atriplex wrightii"
"Baccharis wrightii"
"Eriochloa aristata"
"Carex breviculmis"
"Ampelaster carolinianus"
"Leptochloa decipiens"
"Bouchetia erecta"
"Rosa foliolosa"
"Eucalyptus glaucescens"
"Callicarpa japonica"
"Carex diluta"
"Oxytropis floribunda"
"Eustoma grandiflorum"
"Viburnum prunifolium"
"Plagiobothrys salsus"
"Plantago subnuda"
"Andropogon arctatus"
"Carex austrina"
"Angadenia berteroi"
"Paxistima canbyi"
"Cuscuta cassytoides"
"Draba cuneifolia"
"Spermolepis echinata"
"Muhlenbergia emersleyi"
"Iris fulva"
"Osmanthus heterophyllus"
"Crossopetalum ilicifolium"
"Stokesia laevis"
"Helianthus longifolius"
"Rosa lucidissima"
"Viburnum macrocephalum"
"Magnolia macrophylla  var. ashei"
"Prunus mume"
"Carex opaca"
"Chrysopogon pauciflorus"
"Helianthus porteri"
"Carex pumila"
"Schizaea pusilla"
"Fuirena scirpoidea"
"Torreya taxifolia"
"Quercus texana"
"Gratiola lutea"
"Acalypha rhomboidea"
"Bidens amplissima"
"Asarum canadense"
"Sporobolus arenicola"
"Argemone hispida"
"Ranunculus carolinianus"
"Solanum jamesii"
"Vernonia marginata"
"Stipa nelsonii"
"Verbena simplex"
"Aristida tuberculosa"
"Dalea candida"
"Lonicera korolkowii"
"Tradescantia occidentalis"
"Saponaria pumilio"
"Veronica spuria"
"Iris tectorum"
"Aconitum uncinatum"
"Ctenium aromaticum"
"Trisetaria aurea"
"Calycera balsamitifolia"
"Betula x caerulea"
"Scrophularia canina"
"Gypsophila cerastoides"
"Stachys cordata"
"Mikania cordifolia"
"Acmella decumbens"
"Spermolepis divaricata"
"Carex ferruginea  subsp. macrostachys"
"Sporobolus flexuosus"
"Arundinaria gigantea  subsp. tecta"
"Schoenoplectus lacustris"
"Quercus laurifolia"
"Clematis ligusticifolia"
"Lipocarpha maculata"
"Stachys ocymastrum"
"Salvia pallida"
"Verbascum ramigerum"
"Scrophularia oblongifolia"
"Fimbristylis vahlii"
"Pectis angustifolia  var. tenella"
"Hordeum arizonicum"
"Carex blanda"
"Datura ceratocaula"
"Strophostyles helvula"
"Elymus hystrix var. hystrix"
"Silphium laciniatum"
"Celtis laevigata"
"Setaria magna"
"Astragalus miser"
"Astragalus miser  var. oblongifolius"
"Pinus monophylla"
"Vernonia noveboracensis"
"Cleomella obtusifolia"
"Baccharis pilularis"
"Lathyrus venosus"
"Samolus ebracteatus"
"Lupinus nanus"
"Thalictrum revolutum"
"Elyhordeum x stebbinsianum"
"Achillea ageratum"
"Sporobolus airoides"
"Baptisia alba"
"Gleditsia aquatica"
"Galium aristatum"
"Liatris aspera"
"Silphium asteriscus"
"Hydrangea barbara"
"Pappophorum bicolor"
"Eremopyrum bonaepartis"
"Pilosella brachiata"
"Aconitum carmichaelii"
"Krigia cespitosa"
"Chloris ciliata"
"Phacelia ciliata"
"Rumex confusus"
"Aegilops crassa"
"Trichloris crinita"
"Microseris cuspidata"
"Pediomelum esculentum"
"Lygodesmia exigua"
"Stephanomeria exigua"
"Magnolia fraseri"
"Celastrus gemmata"
"Papaver glaucum"
"Coronilla globosa"
"Metasequoia glyptostroboides"
"Tetrapteron graciliflorum"
"Leucophysalis grandiflora"
"Erodium gruinum"
"Viola hastata"
"Cirsium horridulum"
"Ruellia humilis"
"Crocus imperati"
"Phyla lanceolata"
"Verbena lasiostachys"
"Limonium leptostachyum"
"Rubus thuillieri"
"Abies magnifica"
"Clitoria mariana"
"Juncus maritimus"
"Gomphrena martiana"
"Viburnum molle"
"Ericameria nauseosa"
"Chenopodium neomexicanum"
"Lepidium nitidum"
"Chamaecyparis obtusa"
"Sidalcea oregana"
"Epipactis palustris"
"Phleum paniculatum"
"Aurinia petraea"
"Actinidia polygama"
"Pleopeltis michauxiana"
"Pyrularia puber"
"Pyrus pulcherrima var. scheideckeri"
"Kyllinga pumila"
"Dalea purpurea"
"Crotalaria rotundifolia"
"Gutierrezia sarothrae"
"Agalinis setacea"
"Asarum shuttleworthii"
"Allium sphaerocephalon"
"Verbascum x thapsi"
"Chaenactis stevioides"
"Nicotiana suaveolens"
"Symplocos tinctoria"
"Oenothera triloba"
"Artemisia umbelliformis"
"Adonis vernalis"
"Cytisus villosus"
"Chrysogonum virginianum"
"Eleocharis wolfii"
"Helianthus angustifolius"
"Lepidium austrinum"
"Smilax bona-nox"
"Viburnum buddleifolium"
"Viburnum carlesii"
"Tsuga caroliniana"
"Carex cherokeensis"
"Calamagrostis coarctata"
"Paspalum floridanum"
"Eragrostis hirsuta"
"Hydrangea hydrangeoides"
"Panicum malacophyllum"
"Rosa nitida"
"Aesculus pavia"
"Quercus x riparia"
"Philadelphus tomentosus"
"Moehringia trinervia"
"Malus zumi"
"Ipomopsis aggregata"
"Quercus arizonica"
"Erythrina herbacea"
"Pilosella venosa"
"Prunus americana"
"Lapsanastrum apogonoides"
"Juncus brevicaudatus"
"Juglans californica"
"Nassella chilensis"
"Elymus ciliaris"
"Cladoraphis cyperoides"
"Astragalus drummondii"
"Neogaerrhinum filipes"
"Lithodora fruticosa"
"Ambrosia grayi"
"Berkheya heterophylla"
"Juglans hindsii"
"Centaurea kleineana"
"Schoenoplectus x kuekenthalianus"
"Symphyotrichum laeve  var. geyeri"
"Hemerocallis minor"
"Hypericum moserianum"
"Acmispon decumbens  var. decumbens"
"Lallemantia peltata"
"Hedeoma pulegioides"
"Prunus pumila  var. besseyi"
"Cirsium pyrenaicum"
"Lycopus rubellus"
"Torilis scabra"
"Elymus tsukushiensis"
"Leptosiphon androsaceus"
"Pluchea camphorata"
"Acer circinatum"
"Hippocrepis comosa"
"Actaea cordifolia"
"Alopecurus creticus"
"Heliotropium crispum"
"Muhlenbergia cuspidata"
"Sphenopholis filiformis"
"Hackelia floribunda"
"Lychnis fulgens"
"Carex fuscula  var. distenta"
"Packera glabella"
"Erythranthe glabrata"
"Hypecoum imberbe"
"Pieris japonica"
"Acer japonicum"
"Teucrium orientale"
"Phyllanthus polygonoides"
"Patellifolia procumbens"
"Croton punctatus"
"Clarkia purpurea"
"Apium repens"
"Antennaria rosea  subsp. pulvinata"
"Digitaria serotina"
"Cleome serrata"
"Dicentra cucullaria"
"Brickellia grandiflora"
"Forsythia ovata"
"Sium sisarum"
"Peripleura arida"
"Limnodea arkansana"
"Chaetopappa asteroides"
"Chenopodium atrovirens"
"Tragus australianus"
"Hordeum depressum"
"Crassula drummondii"
"Helenium elegans"
"Sporobolus fimbriatus"
"Chenopodium fremontii"
"Trifolium gracilentum"
"Passiflora gracilis"
"Stuartina hamata"
"Tragus heptaneuron"
"Panphalea heterophylla"
"Thelypteris hispidula"
"Ditaxis humilis"
"Microseris lindleyi"
"Tetraneuris linearifolia"
"Helenium microcephalum"
"Berberis nervosa"
"Tomostima platycarpa"
"Phyllostachys rubromarginata"
"Chevreulia sarmentosa"
"Lepidium schinzii"
"Telmatoblechnum serrulatum"
"Eragrostis setifolia"
"Amblyolepis setigera"
"Vittadinia sulcata"
"Amaranthus thunbergii"
"Festuca thurberi"
"Sisymbrium turczaninowii"
"Chloris ventricosa"
"Galium virgatum"
"Sporobolus wrightii"
"Quercus alba"
"Sporobolus clandestinus"
"Rubus deliciosus"
"Carya glabra"
"Triodanis holzingeri"
"Eragrostis airoides"
"Parnassia asarifolia"
"Trachelospermum asiaticum"
"Rhodophiala bifida"
"Iris brevicaulis"
"Melica bulbosa"
"Ophioglossum californicum"
"Solanum campechiense"
"Syringa oblata"
"Stipa clandestina"
"Stemodia coahuilensis"
"Epilobium coloratum"
"Oenothera heterophylla"
"Micropsis dasycarpa"
"Sedum diffusum"
"Muhlenbergia diversiglumis"
"Verbena elegans"
"Muhlenbergia filiformis"
"Photinia x fraseri"
"Liriope graminifolia"
"Asclepias incarnata  subsp. pulchra"
"Prosopis laevigata"
"Schinus longifolius"
"Perityle microglossa"
"Eustachys neglecta"
"Hemionitis notholaenoides"
"Quercus oblongifolia"
"Isocarpha oppositifolia"
"Maytenus phyllanthoides"
"Krapovickasia physaloides"
"Atriplex powellii"
"Laguncularia racemosa"
"Echeandia reflexa"
"Elymus riparius"
"Carex schiedeana"
"Agastache scrophulariifolia"
"Pseudoroegneria spicata subsp. spicata"
"Salvia subincisa"
"Sageretia thea"
"Euphorbia velleriflora"
"Oxyrhynchus volubilis"
"Agave weberi"
"Crepis zacintha"
"Picradeniopsis absinthifolia"
"Zinnia acerosa"
"Zinnia angustifolia"
"Didiplis diandra"
"Iberis gibraltarica"
"Penstemon glaber"
"Salvia greggii"
"Piptochaetium lasianthum"
"Berlandiera lyrata"
"Camphorosma monspeliaca"
"Larix occidentalis"
"Cirsium ochrocentrum  var. martinii"
"Cucurbita palmata"
"Helianthus pumilus"
"Alyssum szovitsianum"
"Bouteloua uniflora"
"Carex arkansana"
"Glyceria arkansana"
"Grewia biloba"
"Fuirena coerulescens"
"Fuirena cuspidata"
"Andrographis echioides"
"Rubus geniculatus"
"Bupleurum affine"
"Coreopsis gladiata"
"Physaria gordonii"
"Neillia incisa"
"Viola missouriensis"
"Angelica lucida"
"Calycocarpum lyonii"
"Rhynchospora megalocarpa"
"Euphorbia mercurialina"
"Brunnichia ovata"
"Hexasepalum radulum"
"Cyperus hystricoides"
"Claytonia rubra"
"Anthemis secundiramea"
"Digitaria texana"
"Sabal bermudana"
"Aristolochia bilobata"
"Iresine lindenii"
"Panicum polygonatum"
"Furcraea stratiotes"
"Paronychia argyrocoma"
"Phlox bifida"
"Stachys clingmanii"
"Berberis koreana"
"Rosa mollis"
"Rosa sherardii"
"Symphyotrichum x amethystinum"
"Campanula aparinoides"
"Aristolochia californica"
"Darlingtonia californica"
"Umbellularia californica"
"Epilobium canum"
"Galium circaezans"
"Utricularia cornuta"
"Spartina cynosuroides"
"Calocedrus decurrens"
"Hypericum ellipticum"
"Tragopogon floccosus"
"Wolffiella gladiata"
"Smilax glauca"
"Panicum hirticaule"
"Cicuta maculata  var. bolanderi"
"Cotoneaster miniatus"
"Leptosiphon nuttallii  subsp. pubescens"
"Calycanthus occidentalis"
"Verbena x perriana"
"Carex projecta"
"Baldellia ranunculoides"
"Ranunculus recurvatus"
"Eremurus robustus"
"Persicaria setacea"
"Xanthoceras sorbifolia"
"Carex subbracteata"
"Centaurea trichocephala"
"Aristida desmantha"
"Aruncus dioicus  var. pubescens"
"Hypericum x dissimulatum"
"Sempervivum heuffelii"
"Callitriche marginata"
"Fimbristylis puberula  var. interior"
"Viburnum recognitum"
"Geum virginianum"
"Phlox amplifolia"
"Rubus incanescens"
"Eutrochium dubium"
"Phlox glaberrima"
"Philadelphus hirsutus"
"Astranthium integrifolium"
"Solidago pinetorum"
"Iris prismatica"
"Ornithogalum pyrenaicum"
"Schoenoplectus smithii"
"Silphium terebinthinaceum"
"Astragalus tibetanus"
"Claytonia umbellata"
"Trifolium wormskioldii"
"Inga acuminata"
"Centrosema angustifolium"
"Pariana campestris"
"Stigmaphyllon finlayanum"
"Tanaecium jaroba"
"Smilax mollis"
"Muellera monilis"
"Erythrina pallida"
"Pterocarpus rohrii"
"Eucalyptus cloeziana"
"Aldama dentata"
"Bouea oppositifolia"
"Pouteria viridis"
"Yucca gigantea"
"Kalanchoe marmorata"
"Pachystachys spicata"
"Securidaca diversifolia"
"Acalypha grandis"
"Veronica wyomingensis"
"Acacia calcicola"
"Sesbania concolor"
"Eucalyptus microtheca"
"Salix mucronata"
"Tephrocactus articulatus"
"Taraxacum bessarabicum"
"Taraxacum caphocentrum"
"Agave decipiens"
"Eucalyptus diversicolor"
"Myrtillocactus geometrizans"
"Rubus immixtus"
"Myoporum montanum"
"Heimia myrtifolia"
"Carduus nutans  subsp. macrocephalus"
"Taraxacum ostenfeldii"
"Soehrensia schickendantzii"
"Taraxacum serotinum"
"Opuntia spinulifera"
"Hordeum stenostachys"
"Agave wercklei"
"Phacelia artemisioides"
"Juniperus pinchotii"
"Taraxacum privum"
"Eremogone fendleri"
"Aloysia gratissima"
"Rubus proteus"
"Opuntia pubescens"
"Taraxacum brunneum"
"Ethulia conyzoides  subsp. kraussii"
"Hypoxis decumbens"
"Manihot dichotoma"
"Taraxacum dilatatum"
"Taraxacum marklundii"
"Basella paniculata"
"Baccharis pingraea"
"Blechnum zeelandicum"
"Astragalus bisulcatus"
"Acanthus polystachyus"
"Morus japonica"
"Cynosurus coloratus"
"Alyssum minutum"
"Kochia tomentosa"
"Salmonopuntia salmiana"
"Plantago bigelovii"
"Eucalyptus exserta"
"Acacia implexa"
"Phymatosorus scandens"
"Gastrodia sesamoides"
"Stenocarpus sinuatus"
"Acacia stricta"
"Rubus trifoliolatus"
"Austrostipa variabilis"
"Acacia viscidula"
"Solanum richardii"
"Solanum tettense"
"Dianthus zeyheri  subsp. natalensis"
"Neojeffreya decurrens"
"Desmodium psilocarpum"
"Parkinsonia scioana"
"Brillantaisia madagascariensis"
"Dorstenia zanzibarica"
"Hibiscus subdariffa"
"Trigonella laciniata"
"Lupinus mexicanus"
"Harpachne schimperi"
"Bidens campylotheca"
"Oldenlandia capensis"
"Chamaecereus silvestrii"
"Aster altaicus"
"Moraea sisyrinchium"
"Lathyrus quinquenervius"
"Cichorium calvum"
"Celosia spicata"
"Myosotis alpina"
"Physocarpus amurensis"
"Clematis apiifolia"
"Veronica armena"
"Crataegus arnoldiana"
"Sorbus aucuparia  subsp. sibirica"
"Buxus balearica"
"Pinus bungeana"
"Crataegus calycina subsp. curvisepala"
"Penstemon campanulatus"
"Berberis canadensis"
"Lonicera canadensis"
"Vitis mustangensis"
"Physocarpus capitatus"
"Vitis champinii"
"Liriodendron chinense"
"Dahlia cultorum"
"Ribes cynosbati"
"Tilia dasystyla"
"Lonicera dioica"
"Ephedra equisetina"
"Betula ermanii"
"Linnaea floribunda"
"Fontanesia fortunei"
"Clematis fusca"
"Genista germanica"
"Clematis glauca"
"Quercus glauca"
"Caragana grandiflora"
"Oncosiphon grandiflorus"
"Kniphofia hybrida"
"Verbena hybrida"
"Penstemon hybridus"
"Actinidia kolomikta"
"Syringa komarowii"
"Echeveria pulvinata  var. leucotricha"
"Crataegus macracantha"
"Nekemias megalophylla"
"Juglans microcarpa"
"Buxus microphylla"
"Physocarpus monogynus"
"Lupinus multiflorus"
"Abies numidica"
"Begonia obliqua"
"Physocarpus intermedius"
"Amorpha paniculata"
"Begonia pendula"
"Parrotia persica"
"Puschkinia peshmenii"
"Acer pictum"
"Juniperus polycarpos  var. seravschanica"
"Juniperus pseudosabina"
"Forestiera pubescens  var. parvifolia"
"Spiraea x pyramidata"
"Tripleurospermum rosellum"
"Penstemon rupicola"
"Quercus serrata"
"Clematis serratifolia"
"Prunus sibirica"
"Malus sieversii"
"Picea smithiana"
"Fraxinus sogdiana"
"Buddleja stenostachya"
"Paeonia suffruticosa"
"Chamaecyparis thyoides"
"Sorbus tianschanica"
"Syringa tomentella  subsp. sweginzowii"
"Sorbus turkestanica"
"Syringa villosa  subsp. wolfii"
"Clematis virginiana"
"Crocus heuffelianus"
"Petrosedum orientale"
"Pyrus nivalis"
"Euphorbia taurinensis"
"Seseli campestre"
"Chaenorhinum litorale"
"Acer monspessulanum"
"Iberis pinnata"
"Klasea quinquefolia"
"Silene flavescens"
"Cephalaria radiata"
"Vaccinium angustifolium"
"Erysimum aureum"
"Cardamine glanduligera"
"Plantago subulata"
"Cryptocoryne wendtii"
"Heliotropium angiospermum"
"Helia angustifolia"
"Blitum nuttallianum"
"Cordyline sellowiana"
"Dalechampia sylvestris"
"Acmella grandiflora  var. brachyglossa"
"Rhododendron macgregoriae"
"Commelina paleata"
"Salvia plebeia"
"Anisomeles salviifolia"
"Apowollastonia spilanthoides"
"Acrostichum aureum"
"Smilax guianensis"
"Clerodendrum infortunatum"
"Commelina paludosa"
"Hoya verticillata  var. verticillata"
"Fritillaria biflora"
"Tamarix smyrnensis"
"Elymus stebbinsii"
"Passiflora alata"
"Kohautia caespitosa"
"Lepechinia chamaedryoides"
"Vernonia colorata"
"Heterotis decumbens"
"Fuchsia exoniensis"
"Fraxinus floribunda"
"Dysolobium grande"
"Phaulopsis imbricata"
"Callicarpa macrophylla"
"Najas madagascariensis"
"Rhynchosia malacophylla"
"Dracaena zebra"
"Bridelia micrantha"
"Polysphaeria multiflora"
"Cocculus orbiculatus"
"Heptapleurum ellipticum  var. ellipticum"
"Sparrmannia ricinocarpa"
"Peperomia rotundifolia"
"Pluchea rufescens"
"Cranocarpus martii"
"Hibiscus sidiformis"
"Calophyllum soulattri"
"Lagenaria sphaerica"
"Fimbristylis squarrosa  var. esquarrosa"
"Cordia taguahyensis"
"Tadehagi alatum"
"Pavonia urens"
"Polygala virgata var. decora"
"Sannantha virgata"
"Eriocapitella vitifolia"
"Anoda acerifolia"
"Selenicereus monacanthus"
"Juglans neotropica"
"Gouania polygama"
"Salvia sagittata"
"Pseudelephantopus spiralis"
"Malvastrum tomentosum"
"Plectranthus unguentarius"
"Rubus adenotrichus"
"Xylosma flexuosa"
"Abutilon geminiflorum"
"Adenostemma platyphyllum"
"Acmella sodiroi"
"Cestrum auriculatum"
"Zornia curvata"
"Setaria macrostachya"
"Cenchrus occidentalis"
"Cenchrus pilosus"
"Cuphea racemosa"
"Hyptis sidifolia"
"Leucaena trichodes"
"Citharexylum gentryi"
"Rubus megalococcus"
"Dioclea reflexa"
"Mucuna rostrata"
"Heliotropium rufipilum"
"Romulea columnae"
"Campanula erinus"
"Centaurium erythraea  subsp. grandiflorum"
"Ocotea foetens"
"Aeonium glutinosum"
"Ligustrum henryi"
"Persea indica"
"Andryala integrifolia"
"Weigela japonica"
"Taraxacum latisectum"
"Urtica membranacea"
"Lotus parviflorus"
"Hypericum perfoliatum"
"Conyza rouyana"
"Ridolfia segetum"
"Trifolium squarrosum"
"Calendula suffruticosa"
"Epilobium tetragonum  subsp. lamyi"
"Galactites tomentosa"
"Tolpis umbellata"
"Rumex abortivus"
"Myrica serrata"
"Clethra arborea"
"Smilax aspera"
"Carex bohemica"
"Pityrogramma ebenea"
"Onychium japonicum"
"Mentha x kuemmerlei"
"Taraxacum maderense"
"Spartina maritima"
"Fumaria muralis  subsp. boraei"
"Rumex ogulinensis"
"Carex pairae"
"Taraxacum perssonii"
"Argyranthemum pinnatifidum"
"Rumex schultzei"
"Myosotis secunda"
"Myosotis stolonifera"
"Juncus striatus"
"Bergbambos tessellata"
"Lobelia urens"
"Halleria lucida"
"Narcissus papyraceus  subsp. panizzianus"
"Curio repens"
"Orobanche sanguinea"
"Blechnum parrisiae"
"Begonia herbacea"
"Frankenia laevis"
"Curio talinoides  var. aizoides"
"Sisymbrella aspera"
"Carex debilis"
"Hypericum gymnanthum"
"Heimia apetala"
"Rubus vitifolius"
"Pelargonium roseum"
"Ullucus tuberosus"
"Penstemon hidalgensis"
"Oenothera sandiana"
"Calamagrostis viridiflavescens"
"Entelea arborescens"
"Achimenes pedunculata"
"Pelargonium ribifolium"
"Lycium nodosum"
"Manicaria saccifera"
"Corchorus siliquosus"
"Canna tuerckheimii"
"Pectis elongata"
"Chloris submutica"
"Morus celtidifolia"
"Bambusa gibba"
"Gigantochloa verticillata"
"Passiflora kermesina"
"Centrolobium paraense"
"Arachis repens"
"Dracaena americana"
"Araucaria angustifolia"
"Pittosporum cornifolium"
"Saxifraga exarata  subsp. moschata"
"Crataegus gracilior"
"Aiphanes horrida"
"Hordeum muticum"
"Tropaeolum peregrinum"
"Trifolium pallidum"
"Rhynchosia minima  var. nuda"
"Triumfetta rotundifolia"
"Lepidaploa arborescens"
"Gymnopogon aristiglumis"
"Leptolobium dasycarpum"
"Prunus debilis"
"Zea diploperennis"
"Pilea foliosa"
"Panicum ghiesbreghtii"
"Mora gonggrijpii"
"Pleroma heteromallum"
"Jupunba trapezifolia  var. micradenia"
"Galactia longiflora"
"Mimosa debilis  var. angusta"
"Ocimum ovatum"
"Digitaria parviflora"
"Bauhinia picta"
"Parkinsonia praecox"
"Mallotus rhamnifolius"
"Cupressus sargentii"
"Machaerium seemannii"
"Teucrium vesicarium"
"Pabstiella yauaperyensis"
"Macropsychanthus aureus"
"Calathea majestica"
"Selenicereus megalanthus"
"Dioclea sericea"
"Bomarea acutifolia"
"Piper acutifolium"
"Sparrmannia africana"
"Echeveria agavoides"
"Pachyrhizus ahipa"
"Lampranthus amoenus"
"Veronica x andersonii"
"Elymus angulatus"
"Eucalyptus archeri"
"Prunus arnoldiana"
"Pinus ayacahuite"
"Pyrus boissieriana"
"Hymenopus caudatus"
"Penstemon centranthifolius"
"Luma chequen"
"Geum chiloense"
"Iochroma cyaneum"
"Rosa cymosa"
"Delosperma echinatum"
"Pelargonium grandiflorum"
"Fuchsia lycioides"
"Pinus montezumae"
"Lupinus mutabilis"
"Zygostates nectarifera"
"Delosperma obtusum"
"Bergenia pacumbis"
"Gonospermum ptarmiciflorum"
"Oxalis ptychoclada"
"Hypericum revolutum"
"Smallanthus riparius"
"Hatiora salicornioides"
"Quillaja saponaria"
"Echeveria scheerii"
"Apium sellowianum"
"Juglans soratensis"
"Salvia wagneriana"
"Cosmos diversifolius"
"Jobinia formosa"
"Astragalus micranthus"
"Trischidium alternum"
"Theobroma grandiflorum"
"Lantana achyranthifolia"
"Dioscorea glomerulata"
"Carica x pentagona"
"Selaginella brevifolia"
"Indigofera fruticosa"
"Baccharis heterophylla"
"Chenopodium acerifolium"
"Centaurea subjacea"
"Vicia biennis"
"Euphorbia iberica"
"Centaurea majorovii"
"Oenothera salicifolia"
"Sambucus sibirica"
"Felicia amelloides"
"Mackaya bella"
"Carex bichenoviana"
"Salvia coerulea"
"Centipeda cunninghamii"
"Philadelphus cymosus"
"Heterocentron elegans"
"Wahlenbergia gracilenta"
"Aeonium barbatum"
"Taxandria juniperina"
"Furcraea longaeva"
"Echeveria multicaulis"
"Carex paniculata"
"Elymus rectisetus"
"Nierembergia minima"
"Aphanopetalum resinosum"
"Myriophyllum simulans"
"Lobelia speciosa"
"Sesleria albicans"
"Isolepis australiensis"
"Sesleria autumnalis"
"Vestia foetida"
"Melica minuta"
